Id,modularity class
443073,43
304191,361
443101,361
304705,29
422479,29
304706,23
420063,23
304715,45
422511,45
422536,45
305098,13
305101,13
248898,13
305102,16
248876,16
248899,16
422476,16
305103,46
190162,46
307213,7
307214,8
443052,8
307465,3
307466,4
307469,0
143200,0
144328,0
307473,0
216928,0
307480,0
307483,3
71854,3
307755,21
226147,21
237575,21
308661,16
308662,16
308674,16
308677,16
211504,16
308681,42
309658,361
206913,361
209731,361
442808,361
443061,361
443137,361
309678,70
442844,70
311633,37
154255,37
253226,37
311635,47
105783,47
165869,47
311882,361
64730,361
443002,361
311883,361
158207,361
442961,361
311884,361
442941,361
311885,70
311952,3
573096,3
912031,3
917645,3
311955,3
137381,3
311956,0
29705,4
210631,0
216930,3
311959,3
311960,4
572942,3
912004,3
311961,3
313635,16
314138,34
314371,16
314372,22
1809130,22
315852,361
442702,361
315853,15
100827,361
315854,23
452821,23
317051,21
276842,21
317052,21
318412,15
318415,15
320088,21
197952,21
261580,21
320090,361
245017,361
321260,21
264915,21
321265,48
97075,48
321292,361
443189,361
323510,361
442849,361
327187,30
253996,30
265995,30
327191,30
299666,30
327205,243
192016,243
329246,13
442714,13
442946,35
329261,7
442919,361
329267,15
329445,361
443209,361
443298,361
329449,361
443077,361
330788,30
443082,23
443133,361
330793,30
282632,30
572684,30
572692,30
573244,3
573245,30
573331,4
573333,4
573334,3
573460,3
332960,19
307752,19
332961,21
332962,21
332964,21
332965,17
131831,17
333744,13
265160,13
334859,13
269629,13
334874,41
334876,13
232326,13
232327,13
303796,13
334877,13
232332,13
335453,361
178814,361
335454,70
184212,70
337566,51
1809754,51
1809762,51
337572,21
340719,16
340723,13
340724,13
340728,13
340730,16
341088,16
341089,16
341470,13
341471,16
341472,16
341474,16
286580,16
341476,16
341536,52
1809164,52
1809732,52
1809843,52
1818184,52
341538,53
212450,53
341556,183
198233,183
198240,183
341557,55
55701,55
279802,55
341558,56
28078,56
42307,56
342320,21
342321,154
2319,154
70118,154
93792,154
121484,154
342323,15
262724,15
342324,58
918,58
399620,58
342325,154
49285,154
175597,154
342326,59
104422,59
344129,60
61001,60
71303,60
183626,60
230243,60
344130,52
254090,52
344131,58
160321,58
209605,58
344133,61
6787,61
344918,62
198191,62
344919,78
7346,78
197951,78
344920,21
344921,78
19625,78
86445,78
345056,78
198229,78
345057,59
7277,59
197953,59
198234,59
345058,59
31215,59
160327,59
345060,7
145224,7
188339,7
1809161,7
345061,64
3837,64
345066,35
158402,35
345067,183
70050,183
345497,65
232330,65
345498,16
164229,16
345500,35
345503,13
345505,13
345508,13
345510,16
345560,22
345562,13
232331,13
345563,183
345564,66
211506,66
345565,13
345703,67
93765,67
217592,67
345704,78
61017,78
145222,78
188364,78
265244,78
345706,59
71322,59
145221,59
346764,361
442774,361
443147,361
346766,21
443263,13
346767,361
346768,13
443262,13
347697,68
71304,68
347698,78
207700,78
233697,78
347699,69
172928,69
206864,69
208049,69
208358,69
347701,78
68548,78
347880,70
231786,70
347882,23
420073,23
447910,23
347937,30
163094,30
217411,30
347940,70
272153,70
347941,71
302550,71
309695,71
350432,71
347942,30
349494,8
44638,8
166821,8
350434,30
277853,30
350435,30
397901,30
302553,30
350436,30
378087,30
379124,13
379125,13
379122,13
379126,13
234907,13
379133,361
443318,361
379134,16
379137,72
302351,72
379139,13
396590,16
396591,13
187324,13
396592,66
397508,37
397620,73
48751,73
61795,73
397621,74
142426,74
397623,75
28930,75
39675,75
80181,75
104388,75
121909,75
244515,75
397624,78
150889,78
160325,78
172921,78
183662,78
196300,78
203501,78
329854,8
397725,13
397726,361
397897,23
443248,23
397898,379
244846,379
397900,30
314140,30
398373,77
61014,77
98251,77
188365,77
398375,78
172932,78
243115,78
398376,79
34236,79
158389,79
203616,79
398377,78
172929,78
198527,78
298837,78
398378,78
171556,78
172934,78
197367,78
224736,78
398475,13
399619,78
189979,78
263137,78
349352,78
165663,7
399622,80
93804,80
400063,361
442687,361
442906,361
400064,361
442757,361
443031,361
400439,23
5385,23
401092,78
61005,78
196291,78
401093,154
9261,154
401094,78
310839,78
401095,23
401096,81
203971,81
235705,81
266308,81
298851,81
401097,21
129058,21
172926,21
443335,21
1809814,21
1809981,21
401401,59
149886,59
401402,82
188360,82
401403,78
401404,78
142433,78
227528,78
281948,78
411797,7
272276,43
411799,13
324168,13
413967,29
422472,29
422590,29
422605,29
413977,29
250246,8
422447,29
422552,29
413979,29
422460,29
413980,84
422544,84
413981,45
422612,45
414021,85
302433,8
414025,3
164914,3
220387,3
236404,3
246035,3
263582,3
414074,86
738,86
414076,87
186894,87
196308,87
264625,87
414077,88
235709,88
414079,89
26147,89
39676,89
60858,89
219796,89
414083,90
104409,90
198236,90
414084,91
184369,91
219965,91
328108,91
333669,91
414085,361
259477,361
414086,92
325775,92
414090,93
10226,93
414110,94
420052,94
443087,94
414111,4
84618,4
414113,7
206375,7
273101,7
414115,0
198720,0
298417,0
299876,0
305811,0
573605,8
414610,361
414612,70
442833,361
443235,70
414684,70
298606,70
452766,70
414686,95
265582,95
414692,96
170564,96
219509,96
414698,85
48756,85
415137,97
121449,97
415139,16
277476,16
320964,16
417520,98
214716,98
417535,5
420121,15
417536,4
417537,4
144326,4
417538,0
32570,0
139315,0
141075,0
264504,0
420055,7
420054,7
443025,7
420058,7
26125,7
572922,7
420066,23
420053,23
420067,23
443085,23
443091,23
420074,361
442851,361
452824,361
420078,23
420057,7
452819,23
420080,23
221879,23
420082,23
443092,23
420084,7
3136,7
4639,7
61792,7
452828,99
420085,23
420087,23
420091,23
48666,23
48667,23
225872,23
420051,23
420064,7
420089,23
442814,7
420096,23
443158,7
420097,23
60638,23
420070,23
420098,23
420100,23
420101,23
420102,7
420059,7
420105,7
420108,23
420109,23
25208,23
420110,7
420111,23
420112,23
452822,23
420113,7
420114,70
452838,70
420115,23
420116,15
420117,15
420118,15
420119,87
420120,15
420092,15
420076,23
420123,7
420126,23
443313,23
420128,361
442850,361
420129,23
420130,100
1808793,100
1809266,100
420132,23
420133,15
236697,23
420135,15
443194,23
420136,7
198701,7
420077,7
420137,7
420138,7
420139,7
420140,7
420141,23
420142,7
420146,7
443148,7
420283,0
19420,0
137385,0
420317,101
420302,101
420327,102
420289,102
420330,103
420295,103
420335,3
420336,104
420296,104
420337,105
420284,105
420341,106
420291,106
420342,12
251698,12
420348,107
420318,107
420322,107
420349,108
420287,108
420350,107
420362,109
212524,109
420368,105
420288,105
420369,4
420373,104
420379,104
420381,104
420386,3
261786,110
420388,0
230411,0
263583,0
420390,106
420400,0
420345,0
420358,0
420412,105
420418,111
420370,111
420419,112
420328,112
420420,4
6687,3
50937,4
70626,3
70640,4
420424,0
420464,15
420466,15
420468,15
420470,15
420472,15
420473,113
60635,113
420475,15
420476,114
134890,114
420477,114
134881,114
134888,114
420479,15
106122,15
420485,15
593030,15
420486,7
420488,15
379117,15
443214,15
420489,15
92696,15
420490,115
38825,115
443121,115
420491,115
104916,115
420492,115
420493,15
420499,15
420507,15
420508,15
318416,15
420513,15
420514,15
420516,85
420481,85
420518,114
420520,15
420467,15
420521,15
139924,15
142259,15
420523,114
420525,15
420527,116
257877,116
420528,15
443316,15
420529,15
420530,15
420531,15
420532,15
420533,15
420534,15
420535,15
420539,15
420515,15
420540,7
420083,7
420542,115
420917,114
420922,114
420938,114
420932,114
420976,114
420980,114
420919,114
420920,114
420996,114
420921,114
421001,114
420928,114
420958,114
421003,114
420918,114
421011,4
421014,114
421016,114
421019,114
420943,114
420977,114
420999,114
421021,114
421022,117
420948,117
421023,114
421026,114
420991,114
420997,114
421029,118
420984,118
421195,119
421209,120
421213,85
421225,85
421216,243
421224,121
421208,121
421227,85
421261,85
421229,121
421230,122
421205,122
421238,243
573102,243
421239,243
573267,243
421255,123
421202,123
421258,124
572729,124
421267,125
421272,125
421273,126
142546,126
421280,127
1808857,127
1809030,127
1809090,127
421285,128
421219,128
421289,243
421211,243
421290,129
154662,129
421292,243
86795,243
421275,243
572931,243
421298,130
259470,130
421299,131
421212,131
421308,243
421206,243
421244,243
421276,243
421312,243
572899,243
572903,243
572907,243
421309,243
421243,243
421311,243
421314,243
421323,85
443306,85
421325,243
421218,243
421326,243
421294,243
421328,133
421207,133
421334,134
421249,134
421335,243
421237,243
421338,243
573548,243
421342,43
284043,43
421343,361
141079,0
166168,361
170227,361
176744,361
182714,361
189910,361
190983,0
196263,361
204123,361
206352,361
210636,0
226766,0
226778,0
442856,361
442857,361
442862,361
442874,361
442879,361
442887,361
442888,8
442963,361
443008,361
443018,361
443020,361
443034,23
443036,361
443044,361
443048,361
443049,361
443071,361
443088,7
443106,361
443119,361
443140,361
443141,361
443152,361
443177,361
443184,361
443191,361
443197,8
443205,361
443207,361
443218,361
443222,361
452764,361
452780,361
452781,361
452796,361
452797,361
452804,361
452809,361
452815,361
912098,361
912157,361
421344,8
733628,8
421350,5
912100,5
421355,0
27733,0
125463,0
421360,243
801637,243
421368,99
421356,99
421370,15
9577,15
421376,3
421378,3
421381,8
331303,3
421383,3
307856,3
308054,3
421386,3
912019,3
421387,3
307944,3
421390,0
421395,13
421396,3
573092,3
421397,2
7944,2
421400,1
178499,1
421401,0
263584,3
572719,3
421402,3
91450,3
421403,2
72110,2
421407,113
308052,3
421408,0
206377,0
208162,0
229101,0
230409,0
230412,0
912053,0
421409,3
421411,3
18768,3
421412,2
421414,4
200314,4
421354,0
572721,4
573010,0
917643,4
421416,8
995830,8
421417,8
289836,8
421421,3
573456,8
421426,23
421438,3
573240,3
421440,94
421442,135
139290,135
265139,135
421444,3
421385,3
421445,3
443461,361
912032,3
421446,1
421341,1
421448,0
421449,8
279520,8
421451,0
29092,0
97880,0
421452,8
421461,361
442973,70
443201,361
421462,3
421463,361
421464,3
229319,3
262807,3
912050,3
917640,4
421465,8
187942,8
421466,3
175875,3
190395,3
421467,5
421495,3
421472,4
421473,4
243555,4
421474,3
421475,99
421476,3
139122,3
421480,12
421481,8
421482,23
421484,0
421489,0
179124,0
421490,0
421496,3
421498,8
421501,0
421502,0
275712,0
912047,0
421508,0
106250,12
157870,0
192314,12
421509,0
62334,0
421510,3
228632,3
421511,12
421513,12
93194,12
93195,12
188654,12
197469,12
271927,12
421514,8
40242,8
54797,8
72125,8
421515,3
261785,3
421518,136
912158,136
421520,137
573103,137
421526,15
442812,15
422249,29
422474,29
422437,138
265475,138
422438,29
422444,29
422442,29
422489,29
422498,29
422555,29
422443,8
422481,29
422445,29
422559,29
422446,29
806386,29
422478,29
422512,29
422548,29
422450,139
422500,139
422452,29
422453,29
422527,29
422454,29
422455,29
422459,29
422558,29
422560,29
422461,29
422462,29
422561,29
422463,29
304029,29
422470,29
422471,140
422520,140
422482,141
164029,141
422488,29
422507,13
422515,29
422524,361
442967,361
452818,361
422502,29
422543,29
422547,29
422503,29
422551,361
182672,361
442781,361
442972,361
443130,361
422565,142
422563,142
422569,29
422545,29
422571,29
422575,29
422485,29
422577,29
422578,29
422562,29
422580,29
422591,29
422594,29
422604,29
422609,361
443289,361
422611,23
422613,143
422456,143
423353,144
41566,144
423357,145
24214,145
1809513,145
423362,115
423370,115
1808721,115
1810730,115
1815188,115
423363,115
1809000,115
1809306,115
423365,115
1818269,115
1809863,115
1810390,115
423371,146
1818181,146
423376,147
26822,147
1809152,147
1818382,147
423378,148
423356,148
423379,149
423367,149
423380,150
11418,150
423381,151
1809435,151
423382,115
1808883,115
1809844,115
1810044,115
1810064,115
1810420,115
1818366,115
423385,115
431408,115
1809631,115
1810696,115
1810697,115
423386,115
1810143,115
423387,115
1809942,115
423391,150
423392,150
423393,152
423348,152
423395,115
423359,115
423397,115
1810946,115
1815273,115
1815274,115
423398,115
1808722,115
1808752,115
1808790,115
1810386,115
423399,52
1809403,52
1809404,52
1809728,52
1809922,52
1809923,52
424907,70
443277,70
443378,70
424908,23
443310,23
424909,85
313205,85
424911,21
452768,21
427298,13
333750,13
427300,13
294439,13
427566,153
264866,153
427732,16
427733,16
340721,16
427734,16
427735,16
340722,16
427737,24
427778,16
427923,16
93136,16
427927,15
136704,15
427928,154
1943968,154
427929,243
270534,16
427931,154
145721,154
1898697,154
427934,3
132460,3
314795,4
327071,3
427935,4
299203,4
331500,4
427937,3
246034,3
427938,3
243123,3
377997,3
427939,4
2102,0
18755,4
138226,4
158384,4
164970,0
190984,3
264942,4
427958,78
36769,78
188353,78
427959,78
49277,78
95275,78
165213,78
172945,78
187018,78
349627,78
427960,154
427961,154
71313,154
159533,154
427962,78
169913,78
186906,78
225074,78
268903,78
322870,78
427963,78
71311,78
145220,78
163255,78
166223,78
169919,78
188338,78
207699,78
216885,78
427965,58
427966,59
83812,59
427967,7
427969,154
185441,154
264893,154
269613,154
298020,154
428119,13
428120,22
1809996,22
428122,13
428125,155
286576,155
428873,361
442665,361
428877,12
17008,12
428878,361
261804,361
428879,361
442985,361
443380,361
428881,12
17006,12
271735,12
428938,156
428947,156
428944,157
320174,157
428945,158
300294,158
581904,158
428950,159
26145,159
62322,159
428951,160
70099,160
136696,160
145981,160
428952,361
100822,361
442846,361
428954,161
277677,161
429295,162
1020777,162
1020783,162
429726,38
429727,37
208914,37
430010,21
190409,21
321249,21
430011,21
430012,19
430423,361
442835,361
430424,23
430425,13
269631,13
310653,13
443224,13
430426,13
265208,13
340718,13
430427,361
442951,361
430428,361
442713,361
430429,361
215403,361
452807,361
430430,23
443083,23
430431,70
430432,23
452783,361
430435,8
430437,8
430750,361
443128,361
430752,70
430753,23
430758,15
430759,15
443506,15
430760,15
420495,15
430761,15
430766,361
443432,361
430769,154
442842,154
442868,154
430770,113
430771,361
247116,361
442977,361
443053,361
430837,163
167859,163
430840,21
430842,21
430843,21
348196,21
430845,21
430848,164
167866,164
430851,21
430852,165
97077,165
1813027,165
430854,21
204550,21
430856,166
280091,166
430858,17
430972,114
420989,114
421004,114
430974,114
420942,114
421020,114
430975,114
430976,114
421005,114
421015,114
430977,114
430996,158
226827,158
261799,158
328105,158
430997,167
61788,167
70783,167
430999,168
193916,168
431000,169
104402,169
121506,169
431007,170
223974,170
431009,69
254102,69
261803,69
431010,171
60856,171
431014,5
431016,114
431020,7
430746,7
431021,58
431022,172
217595,172
431029,23
420072,23
421359,23
431030,23
431033,23
279120,23
431034,15
431036,23
431037,7
431040,87
2324,87
183699,87
431041,173
328142,173
431042,174
294972,174
431044,13
313634,13
431045,175
289842,175
1810271,175
431059,78
197072,78
220272,78
431062,158
431063,176
259820,176
277678,176
350381,176
1810708,176
431065,177
177886,177
431093,178
159555,178
190725,178
431094,171
431097,23
379333,23
443164,23
431111,158
227673,158
431112,89
311047,89
431114,158
307309,158
431115,179
163068,179
431117,180
31646,180
431148,78
166220,78
431149,181
572419,181
1903868,181
431150,78
106829,78
431159,7
236752,7
431161,78
431262,4
431264,121
421235,121
431265,120
431272,361
443144,361
443162,361
431274,15
431275,361
443372,361
431405,182
423364,182
1809774,115
1812586,115
431409,183
1809804,183
431412,184
423355,184
431579,37
253232,37
253240,37
431581,75
431589,37
431593,185
197571,185
431600,37
431608,186
178037,186
431612,37
431617,187
178054,187
431824,188
299134,188
431826,30
431829,30
299670,30
431830,189
309714,189
431831,30
208186,30
431833,30
302544,30
431835,30
431836,30
318675,30
431840,30
208185,30
431843,12
309709,12
431846,30
312879,3
431849,30
431852,30
253999,30
431854,30
431855,30
217415,30
431875,379
432545,190
1809510,190
1810178,190
1810662,190
432550,19
442661,154
47127,154
442669,361
55451,361
442675,361
42280,361
55692,361
442683,191
442656,191
442688,192
28670,192
442695,23
54710,23
49959,361
442696,361
5379,361
442710,361
62734,361
442716,85
146,85
33348,85
442719,8
96964,8
442723,361
10402,361
442739,23
442743,361
25961,361
42759,361
442749,0
25051,0
34954,0
442750,8
442657,8
442752,145
442758,70
28672,70
442760,361
18919,361
442770,193
2430,193
25654,361
60121,361
62366,361
54711,361
54712,361
71558,361
442784,23
442787,70
54709,70
442788,8
34256,8
442789,361
442793,23
910,23
5384,23
63289,23
442797,361
442733,361
442798,145
27327,145
442799,194
6035,194
49316,194
442806,361
18772,361
49596,361
442711,361
1372,361
18770,361
25215,361
442815,70
40368,70
442818,361
442654,361
442664,361
442820,361
442821,361
442824,361
442826,361
442828,195
442673,195
442831,361
442832,361
442701,361
442834,361
442705,361
442836,361
442840,85
442650,85
442652,85
442847,361
442848,361
104920,361
140890,361
442677,361
442678,361
442852,361
442667,361
452786,361
442674,361
442859,23
42283,23
71567,23
442860,196
63288,196
442672,361
442863,70
442864,361
442866,361
18766,361
442867,361
442680,13
442722,361
442871,70
41760,70
45439,70
442896,70
442872,8
442764,8
442875,23
28669,23
32562,23
442712,361
442671,361
442880,361
70175,361
442885,361
442886,70
121462,70
442889,361
104427,361
442729,361
452758,361
442890,70
122313,70
6046,70
26046,70
70127,70
442897,361
40323,361
442708,361
442901,361
442903,361
442904,361
442905,361
6785,361
442910,361
442912,7
442914,361
442915,361
442917,70
49594,70
62735,70
442918,361
153621,361
442920,361
153645,361
442923,361
442924,361
442927,361
442929,361
442930,361
442932,0
442741,0
452745,0
442933,99
442655,99
442934,70
443000,70
442936,361
60876,361
442937,8
442939,70
442943,361
442945,361
137696,35
442709,35
599,16
442949,361
452770,361
442950,197
155853,197
442953,361
442807,361
442955,70
139922,70
442956,198
25648,198
41506,198
41510,198
442958,35
183609,35
442782,35
442962,361
34252,361
71562,361
142437,361
166509,361
178813,361
192311,361
442786,361
442995,361
452751,361
452836,361
442971,361
2323,361
112777,70
129898,3
442974,361
442975,23
80219,23
452803,23
442976,361
442735,361
442873,361
442979,23
144840,70
165651,70
452823,23
442982,70
452773,70
442984,70
49315,70
129032,70
442986,195
442994,70
452767,70
442998,70
158203,70
166497,361
442740,70
442999,361
452763,361
443001,23
42276,23
139661,361
158904,361
443005,361
443006,361
443007,8
443120,8
443015,8
443017,7
443019,361
443022,7
442952,7
443023,70
443027,361
84398,361
452820,361
443028,8
443029,361
158900,361
443030,70
443033,361
59967,361
443037,199
442980,199
443038,70
273,7
97632,361
443042,361
443043,361
59536,361
443045,361
140750,361
442727,361
11929,8
442800,361
452795,361
443057,29
443103,29
443058,361
443059,361
170898,361
443063,99
443065,361
442666,361
443069,70
452754,361
443072,70
95248,70
443074,361
442839,361
443075,70
26133,23
443086,23
443089,23
443090,23
443093,201
5381,201
443095,154
452753,154
443098,0
452761,0
443099,361
137717,361
443100,35
443102,361
443104,361
443135,361
443105,361
442768,361
442858,361
443107,202
1736,202
222159,202
443108,0
197909,0
443110,203
442791,203
443114,15
443115,8
452775,8
443116,361
443117,361
443118,361
443129,361
443035,361
452782,361
443132,361
40350,361
212198,361
443134,70
93766,70
443136,361
443138,361
443139,204
442730,204
442817,361
443142,361
443143,23
196798,23
443145,361
443146,0
110790,0
443149,12
188615,12
442913,12
443150,361
6037,361
443153,205
442911,205
443154,7
25646,7
25655,7
141070,7
443423,7
573222,7
573648,7
443155,99
442753,99
443156,361
443079,361
443157,7
443160,85
443161,361
443163,361
71570,361
157864,361
443165,361
443166,15
443171,361
443172,7
443173,361
164969,361
443174,0
443175,70
164554,70
443176,361
442969,361
443178,15
166863,15
443180,361
443181,361
157868,361
443182,361
442988,361
442990,361
443183,361
195459,361
443187,70
1907803,70
443192,361
443195,23
443196,361
442816,361
209648,8
442725,8
443198,361
443199,361
443200,361
271,361
222616,361
443202,145
443203,206
442845,206
443204,361
443206,361
213223,361
442960,361
443210,361
443213,361
443217,195
452778,361
443219,361
443220,361
443223,8
443225,70
443226,361
443228,207
159506,207
443231,361
443232,361
200966,361
443233,361
443234,361
452752,361
443237,196
443238,208
442837,208
443241,361
59542,361
154991,361
443242,361
443243,15
443244,15
443245,361
250250,361
443246,361
158905,23
443249,23
129023,23
443254,361
443255,361
443256,209
98216,209
443257,361
209730,361
443258,361
443208,361
443259,361
183432,361
247926,361
443260,361
443261,361
442780,361
442827,361
443264,70
184209,70
443266,8
443113,8
443267,70
189980,70
443270,195
443271,12
71315,78
184451,12
442809,12
442825,12
442925,12
443186,12
443272,8
442922,8
443278,361
204397,361
443279,361
205774,361
443280,361
443281,23
443284,361
106243,361
216621,361
290413,361
443285,361
443286,361
443287,361
186137,361
208743,361
212723,361
104917,361
104922,361
443293,15
443056,15
443304,7
443309,361
443312,7
443124,7
443314,7
443315,70
912094,70
443317,361
170560,361
443319,361
443320,361
182700,361
443321,361
443322,203
538,203
443325,23
443327,361
257892,361
443330,361
247118,361
443332,361
443333,7
443339,99
166819,99
443340,7
257874,7
443342,361
443343,23
16,23
443347,210
443275,210
443348,23
443350,23
171557,23
443351,361
443352,361
195336,361
204537,361
204538,361
443355,15
443356,23
443360,7
443361,361
443362,211
206909,211
443363,361
443364,361
443365,13
443366,361
55683,361
55718,361
129851,361
443367,361
169925,361
219482,361
442693,361
443032,361
443076,361
443371,23
443373,212
443453,212
443374,361
153633,361
443377,361
70168,70
443379,361
443381,361
443382,35
443010,35
443385,361
443386,361
443387,361
443391,361
443394,23
443397,23
227706,23
443400,15
442935,15
443401,7
443402,213
