Id,modularity class
206917,361
1013608,0
443078,0
1013611,23
1013613,7
789003,7
1013615,7
1013616,7
1013617,23
1013619,361
1013621,70
1013622,7
1818266,19
1013623,13
770014,13
1013624,183
1013628,7
641965,7
1013629,7
1013631,15
443357,15
443358,15
939163,12
1013633,13
1013634,35
1013635,361
1014728,78
1014729,657
1811258,657
1014730,35
1014731,59
1014785,560
945904,560
1014788,158
1014789,440
1014863,0
1603559,0
1014864,3
313184,3
1603289,3
1015839,361
1015840,7
1813854,7
1015841,13
1015842,23
1015843,8
1015844,23
1015845,23
1015847,12
1347427,12
1015848,15
1015852,658
754735,658
1015853,243
188681,243
1015854,131
1015856,12
1015986,7
1015989,3
1015990,99
1016486,0
183940,0
421000,0
1016487,2
1016488,0
1019046,15
315851,15
1019047,1
165312,1
1019048,0
1019049,15
1019429,4
282675,4
1019430,3
1019431,4
1019814,659
889384,659
1019815,542
1019816,660
331236,660
1019964,4
170244,4
739425,8
1019966,0
1019967,136
1019968,0
311189,85
331846,0
655381,0
1019969,5
1019971,7
1019972,70
1019973,3
1191647,3
1603191,3
1019974,0
1019975,4
1021524,415
1021526,335
260092,335
1021527,394
1021530,23
4,23
1021532,7
1021550,12
1021552,8
1021553,361
1021555,12
845487,0
1021556,78
1021558,661
42563,661
234961,661
1021795,12
130863,12
1021796,4
1603262,4
1021799,3
1021804,21
1021805,21
1021806,21
808564,21
1021832,361
1021944,15
1022620,12
1022622,12
1022649,5
1956566,5
1022651,4
1022652,5
1022654,4
138157,4
1022655,0
398027,0
1022656,0
188214,0
1022657,13
305823,13
1022658,5
739509,5
1603237,5
1022659,70
1023469,35
1023474,87
1023475,662
259817,662
1023476,663
944333,663
1023478,0
1023479,0
1603019,0
1023481,23
729625,15
1023577,8
1023580,8
59153,8
318619,8
809207,8
1023581,12
1811496,12
1023582,12
1023701,58
1023702,58
244514,58
1023703,78
36767,78
1023704,78
1023705,78
893332,78
977985,78
1023758,3
1023759,664
1347391,664
1023760,3
1956952,3
1025690,0
1025691,665
165320,665
1025694,665
1025695,15
855601,15
1025701,4
1025707,4
1026116,23
431609,23
1026121,87
1026124,414
720175,414
1026125,549
1026269,12
231719,12
450791,12
1026271,12
1026272,70
1026274,8
1026538,643
1026542,379
992888,379
1026545,379
1026622,21
1026623,22
1814834,22
1816326,22
1026624,21
1026625,21
1026626,19
1809759,19
1034711,666
379334,666
1034712,115
452844,115
1034715,23
1034717,70
1034718,131
1034848,23
1035263,667
953256,667
1035312,3
1035313,7
443328,7
1036259,4
1036260,3
1036261,0
1036262,3
1036263,4
1036264,4
1036265,4
1036310,7
1036312,0
1036313,4
1036314,136
1036315,8
720188,8
1036316,3
1609906,3
1036317,15
943938,15
948865,4
1036318,4
1603236,3
1609945,4
1036319,3
1036320,0
40366,0
1050409,0
1065812,0
1036322,4
1036323,8
1036324,23
1036325,4
1036326,7
942260,7
1036327,7
943968,7
1046950,7
1811626,7
1036328,99
937967,99
1036532,668
184497,668
1036534,169
1036601,70
1036813,78
1036816,669
98257,669
1036817,35
1036818,87
1036819,670
802163,670
1036881,8
44642,8
1036883,70
1022619,70
1036886,23
1036888,8
1037917,279
1037936,23
1037937,70
1037939,7
244687,7
1037940,7
1015988,7
1037941,361
1038752,70
261212,70
1038753,23
1038754,361
262937,361
275933,361
308295,361
1039183,7
1039184,158
946112,158
1039188,115
1039189,274
861218,274
1039246,7
1039248,12
1039251,23
1039254,15
1039363,43
960942,43
1039364,43
1039365,43
1039366,43
1039367,15
1039373,43
1039374,43
1039428,279
817673,279
1126508,279
1039429,3
1039430,4
883129,15
1039435,4
1041735,15
1041957,7
945645,7
1041959,7
1041962,7
1041963,15
1041964,3
1041965,4
1041966,0
1041967,4
1041968,4
1041969,0
1042044,7
1042057,379
940280,379
1042145,671
428872,671
1042147,12
1042149,12
226315,12
1042151,12
1042152,12
958328,12
1042238,35
261386,35
1042237,35
1042239,115
1042240,35
182704,35
198194,35
1042241,78
1042242,78
1042249,672
835598,672
1042678,15
1042680,8
188106,4
1042681,23
1043073,43
859916,404
1043074,43
1288321,43
1044191,15
1044193,673
859913,673
1044194,12
1044197,35
948348,35
1044200,12
1044203,3
1044234,22
1044238,674
349380,674
1044239,183
1809473,183
1044382,30
1044383,7
1044384,30
1044388,19
866484,19
1045922,4
1609955,3
1045923,279
988092,279
988098,279
1045929,3
1609949,3
1609952,3
1045930,0
1045932,3
1045985,23
1045988,0
947393,3
1347464,12
1045989,3
1151262,3
1045990,0
1074822,0
1045991,12
299391,12
1045992,23
1046376,143
1046380,45
911183,45
1046382,361
1046396,16
879157,16
1046398,16
999567,16
1046429,361
1046430,23
1046431,35
195432,35
430773,35
1046432,70
1046433,3
1046434,2
1046435,3
1603294,4
1046436,3
1603308,3
1046437,3
1046438,3
307923,3
1956804,3
1046439,3
1609953,3
1046440,3
1046441,2
1603268,2
1603281,2
1956902,2
1046442,3
1046446,675
801363,675
1046616,15
1046617,99
450807,99
1046618,23
764386,23
1046619,70
1046620,15
731529,15
769981,15
1046738,15
265533,7
1046739,23
1046742,23
1046743,23
772831,23
1046744,15
1046747,15
1046751,23
826919,23
1046752,23
1046753,23
1046754,676
311891,676
1046756,23
1046757,23
1046758,8
450976,8
1046759,7
1046761,3
1046762,3
1046764,0
1046765,3
1046766,3
1046767,4
1046768,0
1046770,4
1046771,0
209716,0
1046772,3
1603143,3
1046773,3
1956805,3
1046774,23
1046775,8
1046776,0
1046782,15
871574,15
1046783,7
845222,7
1046784,23
1114499,23
1046785,15
1046786,12
1046787,23
1046948,23
1046788,23
1046951,23
1046789,15
1046952,15
1046790,15
1046740,15
1046750,15
1046791,15
1046741,15
1046760,15
1046792,23
1046745,23
1046793,23
1046794,23
1046795,23
1046809,3
1046810,4
1956899,4
1046811,3
1046813,3
1347374,3
1603226,3
1046814,3
1347390,3
1046817,3
1046818,4
1046819,4
1956901,3
1046820,3
1046821,3
1046823,4
1046769,3
1046825,4
1046827,3
1046828,5
1046830,23
1046831,3
1046832,0
1046833,3
449780,3
1046835,3
1049767,3
1046836,3
1046837,3
1046838,3
1046839,3
1046840,3
1046807,3
1046843,0
1046844,3
1046845,3
1046846,3
164916,3
220054,3
1046847,3
279516,3
1046848,3
1046849,3
1046850,3
1046816,3
1046826,3
1046851,3
1046852,0
1046853,15
1046854,3
1046969,0
1046977,12
1046984,85
1046982,85
1046987,677
60165,677
1046989,4
1046992,678
209715,678
1046997,3
1047002,85
1047521,85
159965,85
1047549,3
1047551,85
1046933,85
1047557,23
1047576,136
196268,136
1047588,85
1047593,361
121426,361
1047608,361
1047612,13
1047805,13
1047613,679
1047518,679
1047616,0
1047630,78
1047638,8
1047645,680
18674,680
175872,680
1047647,681
1047610,681
1047648,681
1047652,85
1047675,70
1047677,23
1047678,23
1047679,85
1047696,682
1047620,682
1047697,3
1047698,7
1047701,85
1047703,683
213226,683
1047713,85
1047774,85
1047717,14
1047722,684
443344,684
1047727,0
1047734,43
1288336,43
1047735,685
443188,685
1047751,686
421429,686
1047762,85
867489,85
1047804,14
443273,14
1047863,23
1048001,8
1048247,687
1046936,687
1048307,0
1048310,8
1048313,4
1048317,688
98018,688
1048464,29
1049668,29
1599275,29
1048465,70
1048467,8
1048468,8
1599335,8
1048469,361
1048470,29
1599312,29
1048471,12
1048472,12
1048473,12
1048518,12
1048476,23
1048477,12
1374048,12
1048478,29
768473,29
768477,29
768480,29
1048479,15
1048481,23
1048488,4
1048491,8
1599270,8
1048494,8
1048505,15
1048507,99
1048520,3
1048521,35
1048522,15
1048523,361
1048524,8
1048532,689
324142,689
1049237,13
1049238,85
1049239,4
1049541,0
1049542,0
1049543,0
1049545,0
1956916,4
1049546,0
1049547,0
1049621,0
1049548,0
1049549,0
1049554,8
1049759,8
1049557,8
1049590,0
1049761,8
1049772,8
1049558,0
1049618,8
1603213,4
1049559,0
1049580,0
1049582,0
1049587,0
1049607,0
1049562,3
1049573,3
1049601,8
1049768,8
1049563,0
1049564,8
1049609,8
1049568,70
1049570,8
421428,8
1049572,8
1049760,8
1049574,3
1049575,3
1049576,3
1603227,3
1049577,4
1603224,4
1049578,4
1049579,3
277732,4
1049581,0
1049583,8
809209,8
1049584,4
1049585,3
1049586,13
942416,136
1049588,3
1049589,70
1049594,3
1049595,8
1049596,8
1049598,99
421436,99
1049599,3
1049603,0
1049605,0
1049765,0
1049608,0
1049624,7
1049625,8
1049626,690
1049670,690
1049635,85
1049666,85
1049636,243
1049638,85
1049642,70
769985,70
1049643,8
1049646,690
1049647,70
1049648,691
641978,691
1049654,7
1049661,0
954115,0
1049664,8
1049665,85
1599279,29
1049671,13
794490,13
1049672,16
1049680,692
1049716,692
1049683,131
1049686,16
1049690,131
1049695,13
1049698,404
810865,404
1049705,693
1049722,693
1049708,22
1049724,22
1049710,405
816365,405
1049711,694
421278,694
1049712,243
145874,243
1049717,131
1049718,131
1049719,695
787205,695
1049720,22
1049726,131
1049755,43
1288332,43
1049756,8
1049758,30
1049766,0
1050094,379
1050105,7
1050106,7
1050107,379
1050408,29
1050411,70
1050412,7
211634,7
1050413,4
1050415,23
1050416,0
1050475,144
1050476,154
198529,154
1050477,696
167259,696
238136,696
1050479,154
1050481,59
1050482,78
70786,78
1050769,7
1051001,644
1051003,30
1051004,30
431872,30
1051005,243
448587,243
1051008,30
431821,30
781759,30
1051009,30
1000978,30
1000990,30
1051038,15
420474,15
723305,15
1051039,115
1051041,15
420487,15
1051043,697
307836,697
1051045,698
399096,698
1051046,699
378092,699
1051054,113
1051099,4
1603249,4
1051100,3
1051101,7
1051102,3
1051103,4
1051104,4
1051212,700
944335,700
1051214,606
1051215,554
801635,554
1051216,274
1051217,461
1051997,23
1052000,23
893725,7
1052425,3
940882,3
1052426,12
1347460,1
1052430,12
1599264,12
1052431,0
1052433,12
1052435,361
1052438,0
1052439,12
302506,12
1052440,12
941141,12
1052441,12
71437,12
1052442,3
1956823,4
1956892,3
1052443,1
1053665,35
26394,35
1053666,115
1053667,58
1053669,16
216769,16
1053670,158
950383,158
1053752,3
282779,3
1053754,12
1053755,29
1053756,12
830335,12
1053758,12
1053761,0
1053763,12
1093008,12
1347449,12
1053764,12
271726,12
1347461,12
1053765,12
1347497,12
1053766,3
1054309,131
1054399,78
195411,78
1054400,370
1054401,67
1054402,23
1054403,183
1810498,183
1054421,23
1054426,701
945003,701
1054446,702
735169,702
1054447,703
183687,703
752496,703
1054448,704
192616,704
1054449,292
1054451,154
1054452,70
1054453,70
1054454,567
1054670,16
1054674,29
1054675,705
428171,705
1054677,22
1054678,13
1054679,22
1054683,13
1810194,115
1054684,35
1054685,13
1054686,706
379127,706
1054687,22
721000,22
768846,22
1054688,22
1054886,78
945169,78
1054889,23
1054890,23
1054891,35
1054893,7
1055086,707
55706,707
1055088,708
388,708
1055089,357
1055090,115
717076,115
1055091,709
944854,709
1055098,78
1055099,710
784061,710
1055101,78
1055102,78
1055103,131
892803,131
940645,131
1055104,78
62316,78
261600,78
1055105,263
95252,263
1055213,3
937957,3
1055214,4
1055215,3
1055216,3
1046777,3
1347422,12
1055217,3
277558,3
307940,3
1055218,3
1055228,8
1055341,85
414023,85
1055343,243
1055346,0
1055378,23
443269,23
1374700,43
1055379,7
1055382,23
1374045,23
1055656,4
232604,4
238052,12
1603223,0
1055657,4
1055658,0
243548,0
1055659,4
1603297,4
1055660,3
1055661,4
1055662,3
1056070,0
1056071,0
1056072,15
1056073,0
1603195,0
1056074,0
984760,0
1056077,114
1058175,158
1058177,711
939982,711
1058179,608
1058181,16
889789,16
1058253,183
1058254,70
1058256,70
1058258,115
1815610,115
1058358,712
235123,712
1058383,15
1058391,15
1058733,361
642615,361
1058734,13
273032,13
1058736,13
427302,13
1058737,8
1058800,713
420353,713
1058801,43
1058802,7
1058803,361
1058804,15
318409,15
769986,15
1058806,21
1058903,8
723694,8
1058904,3
119795,3
1058905,0
138969,0
1058906,4
1058907,4
1058908,3
205258,3
1058909,85
329739,85
1058910,7
943936,7
1058911,4
1022650,0
1058912,99
943933,99
996741,99
1058913,0
1058914,99
937947,5
1058915,5
1058916,7
1060862,114
1061713,13
1061931,16
1061932,16
1061933,7
1061940,7
1061941,370
378264,370
874872,370
1061942,12
642187,12
1061944,23
1061946,35
182702,35
763826,35
1061947,35
1816301,35
1061948,12
1061949,714
892808,714
1061950,14
328854,14
331997,14
1374042,14
1061951,361
1061952,361
1061953,14
1062045,78
1062046,183
1062047,59
1062403,15
1062406,15
1062426,715
1815255,715
1816813,715
1062428,21
805105,21
1062430,716
1818380,716
1062695,717
50038,717
1063793,3
1603311,0
1063794,3
1063795,4
1191642,4
1956790,4
1063881,35
944345,35
1063969,15
794298,15
1063976,7
1810980,7
1063977,4
1064254,505
1064325,718
331602,718
1064326,494
1064327,719
1064318,719
1064363,78
1599324,78
1064364,70
1064367,58
1064371,58
1064372,720
945175,720
1064375,721
1815202,721
1064378,59
1064379,115
1809268,115
1810000,115
1810034,115
1064383,722
95265,722
95266,722
316345,722
1064385,723
945178,723
1064388,15
1064391,78
1065600,0
1047524,0
1065601,4
1046812,4
1065604,3
1065605,70
721144,70
1065694,3
1065695,8
230449,8
1065696,0
304465,0
1065697,4
1603058,4
1065698,3
1603285,3
1956799,0
1065699,3
236406,3
252066,3
299202,3
1065700,404
262881,404
305395,404
1136027,404
1347483,404
1065701,4
1065702,0
1065709,361
778311,361
1065807,15
1065808,15
1065809,15
1065810,15
1065811,15
229105,23
726516,15
1065813,0
1603014,0
1065814,15
1065815,7
1065816,5
1065818,0
1065819,3
1065820,0
1065822,0
1065826,0
164548,0
1065827,15
1066057,724
302437,724
1066060,158
121479,158
200642,158
1066104,3
397750,3
428882,3
1066105,3
793291,29
957169,29
1066106,12
954772,12
1066107,2
34207,2
80251,2
106258,2
1609959,2
1066108,12
1066109,12
985305,12
1066110,725
1042148,725
1066112,13
428124,13
1066114,0
1066617,0
1066618,3
1066619,3
131135,3
1066620,3
1066621,70
788999,23
1066624,0
1956909,0
1066625,3
1066691,726
1044378,726
1066697,30
1066698,30
992879,30
1066699,136
1066700,29
1046379,29
1046381,29
1066702,361
1066705,727
867779,727
1069058,0
1956806,2
1069059,0
1069060,728
1069061,4
431866,4
1069063,729
1069064,4
1069065,3
295334,3
1069066,0
1049753,0
1069067,0
1069508,29
948350,29
1069509,8
1069510,29
780535,29
1069511,15
1069513,12
1069514,12
1069517,12
1069616,3
1070416,23
1070417,730
1070418,731
1070419,379
1070420,379
1070421,732
1070422,0
1070423,0
1070424,0
1070425,3
1070426,0
1070427,3
1070428,0
1070429,0
1070444,23
1070445,733
1070446,734
1070447,735
1070448,736
1070449,737
1070450,738
1070458,113
27738,113
28038,113
63188,113
63193,113
71683,113
71684,113
71690,113
1070473,15
1070464,114
179060,114
1070465,1
998526,1
1070467,739
45828,739
1070468,114
27734,114
1070469,740
1019050,740
1070470,656
165300,656
1070471,114
103392,114
63183,15
142272,15
1070475,1
1070476,1
1071881,298
145748,298
268900,298
1071882,154
1071885,78
1072565,741
420497,741
1072566,15
1072567,15
1072588,114
867825,114
1072589,114
420937,114
867828,114
870244,114
1072590,114
420987,114
1072591,114
1072594,114
1072616,4
1072618,4
1072619,4
1347387,3
1603245,4
1072622,4
1603318,4
1072623,4
184256,4
1072624,4
1072625,4
1073364,113
1073365,5
1073373,0
1073375,15
443046,15
1073383,15
1049663,15
1073384,7
1073385,0
917608,0
1073387,8
1073496,43
1043070,43
1043075,43
1073499,0
311190,0
1288324,0
1073501,43
1288326,43
1073502,43
1288329,43
1073504,43
1288277,43
1073505,43
943575,43
1073507,115
1808694,115
1073525,279
942989,279
953258,279
1073527,4
1073528,279
942988,279
1073842,7
783641,7
793439,43
903396,7
987165,7
1113096,7
1073843,361
379116,361
1073844,23
1073845,70
379322,70
826916,70
1073846,23
1809717,23
1815934,23
1818268,7
1073869,12
1048495,12
1074488,742
1813586,742
1074491,743
253109,743
1074492,378
1074493,606
1074495,422
1074498,744
70020,744
104412,744
1074499,158
801628,158
1074687,13
284521,13
879130,13
1074688,22
1074689,745
1809977,745
1816254,745
1074690,22
1074693,16
1074698,16
731560,16
1074700,3
1074701,3
1074702,12
443125,12
1074703,0
1074704,3
1075246,136
1075263,136
1075269,136
1075247,136
1075261,136
1075262,136
1075248,3
1075249,0
1603206,0
1075250,136
985326,136
1075259,136
1075260,136
1075266,136
1075251,136
1075252,136
1075258,136
1075253,3
1075254,136
1075255,136
1075256,136
1075257,136
1075265,3
331302,3
1075267,12
872104,136
1075270,3
1075331,23
1075347,0
1075369,23
1075374,361
1075376,0
1075379,361
1075514,3
1075537,3
1075518,0
1075521,3
295509,3
1075523,746
799684,746
1075526,30
1075527,3
1603178,0
1075528,4
1075529,4
1075531,0
1075532,3
1075535,0
1075536,1
1075541,3
1075542,3
1075848,747
137718,747
1075849,0
1075854,748
1075853,748
1075871,3
379110,3
1075877,23
1075878,15
1076401,749
945022,749
1076568,13
1076572,12
893342,12
1076573,8
1076574,115
1076575,750
828895,750
1076576,361
277484,361
1076577,35
1076579,3
97881,3
1603038,3
1603062,3
1076594,85
1076595,158
1076596,751
945176,751
1076598,276
6106,276
42316,276
49321,276
1076603,564
39727,564
948466,564
1077170,7
783644,7
1023383,7
1072807,7
1077171,7
1077173,23
877834,23
894300,23
1077531,15
721143,15
1077532,154
1077563,385
1077565,752
862460,752
1081650,22
1810426,22
1815103,22
1081651,16
1081652,22
1815890,22
1081656,16
1081657,22
1081659,7
1081661,16
1081662,131
1081666,16
308655,16
1081675,16
1081676,66
1081677,16
1081885,243
1081886,78
1081887,622
1081888,511
1083164,8
1083165,8
1083166,0
1083168,29
1083171,753
1815292,753
1083172,12
188649,1
845492,12
1083173,29
787119,29
958267,29
1083174,12
1083175,754
207958,754
1083254,23
1083259,15
28000,15
1083260,8
1083261,23
1083321,154
1083323,35
944197,35
1083329,755
872335,755
1083448,756
421304,756
421336,756
1083450,757
872051,757
1083451,8
778068,8
1083452,243
1083505,7
1083506,23
1083507,23
1083508,379
1083510,23
1038346,23
1092519,23
1117701,23
1083511,758
942872,758
1083539,15
1083540,23
1083541,15
799246,15
1084194,759
429300,759
1084710,4
314800,3
1603296,3
1084711,4
1084712,4
1084713,0
421391,0
1084714,4
1084715,4
1603260,4
1084716,3
1603510,4
1084717,4
1084718,0
1085119,3
1603232,3
1085120,3
1085123,3
1151324,3
1085121,279
1151291,4
770172,0
1151293,3
1603261,3
1085125,7
1085127,7
1085128,7
1191633,7
1085129,7
1085130,7
1085131,7
1085126,7
1085132,15
1815596,115
1085172,15
889850,15
1085173,15
1085174,23
850525,7
1085656,23
1015987,7
1085659,23
1085660,8
170215,8
200303,8
231728,3
1085687,760
1061709,760
1085689,16
411792,16
1086302,404
1086303,0
1086304,8
421432,1
1086305,3
1843232,3
1086308,12
1086309,8
943029,12
1086310,99
893341,99
1347437,99
1086422,23
1086428,354
1086429,246
1086473,7
1086476,7
783642,15
1086480,761
1042053,761
1061938,761
1089462,43
379121,43
764484,43
1089463,15
1089464,43
991942,43
1089465,23
1089728,30
1089731,16
1000988,16
1090404,70
1090408,59
1090725,70
1131308,70
1090726,70
1090728,8
1090730,8
1090731,8
845490,8
1090734,59
1090735,59
1907922,59
1090736,59
136707,59
983072,59
1090738,762
630856,762
1090740,154
257873,154
1090741,396
331270,396
1090742,763
121495,763
1090743,154
212446,154
346165,154
1090746,59
36773,59
1090748,764
338366,764
1809575,764
1811318,764
1811352,764
1090749,765
752492,765
1090750,766
1050480,766
1090753,78
1090901,279
957494,279
1090902,279
945649,279
1090904,279
1091549,113
1091550,767
871071,767
1091551,15
1091552,23
1091553,5
8241,5
1091555,0
1091777,15
894298,15
1091779,7
881823,7
1374686,7
1091780,7
1091781,7
1091782,7
1374691,7
1091783,0
931335,0
953352,0
1047801,0
1091784,7
1113099,7
1091787,768
904197,768
1091793,43
1091794,7
949274,7
1091795,7
1091797,7
949272,7
1091798,7
420060,7
1091853,769
988261,769
1091855,549
1091856,158
1135815,158
1091858,12
941145,12
1091860,282
1091862,161
1091866,770
757526,770
1091867,771
158421,771
1092079,3
1092086,3
1092088,772
1092075,772
1092096,3
220386,3
301581,3
1092114,773
1092108,773
1092117,774
1092094,774
1092123,3
1092080,3
1092126,772
1092127,0
1092092,0
1092101,0
1092144,136
1092099,136
1092124,136
1092145,3
1092147,775
1092089,775
1092148,3
1092149,0
1092180,0
1092186,0
1092113,0
1092187,774
1092188,0
1092116,0
1092189,0
1092106,0
1092109,0
1092190,3
1092218,3
1092141,136
1092220,0
1092246,243
1092247,243
739732,243
799037,243
1092248,85
1092250,243
845275,243
1092251,776
421329,776
1092357,8
1092359,12
1092362,12
1092383,8
996228,8
1092384,404
1092386,12
1347485,12
1092387,12
1092388,12
1092389,12
1092390,25
1092391,361
1092392,12
1092393,777
942626,777
1092395,12
767997,12
1092396,154
1092400,778
26114,778
1092401,70
1092404,8
1092405,13
1092516,85
1092518,779
414091,779
751551,23
1092524,78
205847,78
942559,78
1092526,780
954721,780
1092527,133
1092816,8
1092825,8
1092823,361
195460,8
1092829,35
1092831,133
1092842,35
1092854,35
1092862,35
190152,35
1092865,781
1092833,781
1092866,15
1092843,15
1092871,782
1092824,782
1092970,15
1092826,15
1092973,783
1092834,783
1092980,35
450719,35
1092981,15
1092987,15
1092989,784
1092841,784
1092995,133
1092851,133
1092998,133
1092840,133
1092999,145
1092844,145
1093002,35
1092845,35
1093003,15
421460,15
1093005,35
1093007,35
1093009,15
1093010,7
1093012,243
1093013,35
1092870,35
1093014,785
1092837,785
1093018,786
261808,786
1093023,23
1093024,783
1093029,15
773015,15
821878,15
1093030,23
1093031,5
1093032,15
1093033,183
26817,183
1093041,133
1093043,404
1093044,213
1092997,213
1093047,131
1093048,15
1093049,133
1093050,230
1093055,15
1092974,15
1093057,243
1093059,243
1093060,787
1092836,787
1093061,15
1093062,133
1093021,133
1093063,35
1093066,788
1092984,788
1093084,7
428128,7
1093089,789
1092813,789
1093090,35
208372,35
254084,35
1093092,133
1093093,784
1093097,35
1093100,790
1093046,790
1093101,35
1093102,35
197382,35
1093006,35
1093137,15
1093143,22
1093144,16
1815568,16
1093147,22
1093148,22
1093149,791
889815,791
1093152,792
985863,792
1093153,22
1093155,22
1093156,16
1093170,23
1093172,145
1092982,145
1093173,15
1093176,133
1092860,133
1093177,35
10242,35
1810667,35
1815122,35
1093178,35
186908,35
1093181,133
1093182,15
1093040,15
1093183,35
1093052,35
1093174,35
1093184,15
1092819,15
1093186,131
1092821,131
1092991,131
1092993,131
1093189,793
1092977,793
1093190,114
1093191,133
1093194,85
1093195,133
1092820,133
1093196,133
1093171,133
1093197,794
1093016,794
1093300,4
1093301,3
1093302,3
275231,3
1093303,4
1093304,4
1093305,0
1093306,4
1093307,4
1609872,3
1093308,3
1093309,4
1093310,0
1093497,87
121413,87
1036528,87
1093498,158
1093501,657
1093502,158
1040990,158
1053468,158
1086430,158
1093503,154
1093506,78
252052,78
1093508,414
254095,414
1093509,58
1093722,133
1093058,133
1093727,243
1092986,243
1093728,133
990628,7
1093729,29
1093732,15
1093091,15
1093733,35
1093735,35
265341,35
1093736,133
1093745,16
1093746,16
1093749,22
1095816,136
1095817,136
825556,136
1095818,136
449783,99
1095819,136
1095820,136
1603242,4
1095821,136
1095822,3
1603241,4
1095823,136
1095824,136
1095825,136
1111466,113
1111471,795
814330,795
814332,795
1111473,773
1111474,3
378095,3
1111475,5
1111476,0
1111628,796
431096,796
1111630,87
321932,87
1111634,353
1111635,158
1111637,158
1111641,158
1111642,158
1124495,3
1124496,3
1603290,0
1124497,8
1124498,4
1603183,3
1603299,4
1124502,1
943940,1
1124504,797
940078,797
1124506,43
1000808,43
1000809,43
1124507,43
1043076,43
1124508,43
1124509,43
1043072,43
1124534,0
739694,3
1124537,15
1124538,3
1124539,70
794497,70
1112742,70
1603462,70
1124540,7
1124541,4
1124542,99
1124544,0
1603502,0
1124545,3
226300,3
312885,3
990642,0
1603465,3
1603578,3
1124546,3
1124548,0
10408,0
1124549,1
808232,1
1065824,15
1603186,4
1124550,7
1124551,4
1124552,12
211635,12
1124553,0
873795,576
990617,15
990618,0
990621,0
1814718,22
1124554,99
942253,99
1124555,7
990623,7
1124556,0
198722,0
728459,0
1124557,136
1019965,136
1124558,404
321359,404
726515,136
726521,404
1124559,15
1603346,15
1124560,3
1124561,0
1603300,0
1956820,0
1124562,4
275461,4
1124652,70
1124659,761
1125241,78
1125251,798
1075858,798
1075861,798
1125253,15
1125260,85
573087,85
573549,85
1125265,573
74297,573
110766,573
1125268,799
939492,799
1125270,7
1125272,8
1125275,0
1125278,7
1125248,7
1125279,800
1125250,800
1125280,801
1075850,801
1125567,4
1125570,3
1125572,8
1125573,0
1125574,0
1125575,0
1125576,0
1125577,0
1603256,3
1125578,0
1125579,3
1125585,3
1125586,3
1125588,2
1125590,3
1125591,3
1125596,12
1125597,3
1125598,0
1125601,3
1125604,3
1125716,802
1075340,802
1125723,15
1125724,23
1125733,803
192614,803
1125736,7
1076374,7
1125740,804
573529,804
1125742,4
1125744,7
1125746,15
1125752,7
1125836,136
1125837,136
1125838,136
1125839,136
1125840,136
1125841,3
1125959,7
1076376,7
1125962,7
1075364,7
1126476,115
1810392,115
1810393,115
1126506,0
1126507,3
1126509,21
1126514,21
1126515,21
1126517,21
1810578,21
1815046,21
1126519,21
1126550,22
1126600,23
1126601,7
1126602,7
873059,7
1126603,23
1126604,805
1816323,805
1126626,22
1816029,22
1126628,52
976605,52
1126629,115
877520,115
1815763,115
1816936,115
1126630,716
1126631,19
1814798,19
1816825,19
1126633,806
903078,806
1126951,274
93093,274
142547,274
175591,274
1126952,250
264599,250
895788,250
1126953,59
1126957,807
1054444,807
1126958,808
47123,808
183656,808
1126959,809
644238,809
1127261,15
850524,15
1035792,15
1127262,23
1127263,23
893374,23
1085175,23
1127264,23
805092,23
894296,23
1127266,23
879405,23
1127267,23
1127715,8
827105,133
1093085,8
1127717,35
1092971,35
1093721,35
1093724,35
1127718,133
1127719,133
1093042,133
1127722,133
1127723,145
1092815,145
1127733,70
1127735,35
870255,35
1127962,15
1127964,15
1127973,85
1128160,3
1128163,78
1128164,8
1128165,8
1599310,8
1128170,12
1128172,810
794501,810
1128174,361
1128175,12
1128177,15
1128178,3
296599,3
1128917,30
1128918,7
1044381,7
1128922,7
1089732,7
1128923,23
1129884,7
945006,7
1898050,7
1129885,23
1129886,8
63256,8
1347491,8
1129887,7
1129888,15
1129889,136
808235,136
1129890,7
1129891,811
208057,811
1129894,7
1129895,7
442989,7
1023483,7
1129896,7
1129899,7
1023477,7
1129906,0
1129907,7
1129908,7
735876,12
1129910,7
1129973,0
1131305,70
1131306,23
1131309,23
1131310,15
1131311,13
1131313,8
172925,8
1131314,14
1131372,85
940639,85
1131377,23
443475,23
907186,23
1072806,23
1112745,23
1131378,8
1131402,7
1131406,19
1814872,19
1815965,19
1131409,309
1131412,23
1131416,160
1131418,78
1131625,812
906669,812
1131626,105
1131676,361
1131678,23
330327,23
1131679,114
906681,114
911087,114
911088,114
911091,114
911093,114
911094,114
1131680,114
1131681,114
867826,114
911089,114
1131682,114
1131683,114
842764,114
1131684,114
870246,114
1131685,114
1131686,114
1131688,114
870243,114
1131689,114
911092,114
1131701,15
1131703,114
1131714,22
1131720,13
1131723,13
889822,13
1131726,13
1131727,16
879161,16
1131728,16
1132355,22
1809661,22
1810812,22
1814234,22
1132359,8
1132361,8
1132362,8
1132364,0
1132365,3
1132366,813
1125592,813
1132370,814
1075378,814
1132372,7
1133127,279
945652,279
1609950,3
1133131,279
988096,279
1133133,279
988093,279
1135272,3
1135273,0
1135274,3
1135275,4
1603269,4
1135276,0
1603270,3
1135278,3
1135280,136
917904,136
1135285,85
777716,404
1136022,15
1136023,7
1136024,99
