Source,Target
987445,987176
987445,995816
987445,995910
987445,1603168
987446,61960
987446,182701
987446,275832
987446,280791
987446,280795
987449,84608
987449,157856
987449,268950
987449,275840
987449,310831
987449,573242
987449,574206
987449,912003
987449,912097
987449,976731
987449,987124
987449,987149
987449,987158
987449,987177
987449,987421
987449,987422
987449,995895
987449,1603142
987449,1603148
987449,1603176
987449,1603251
987449,1603255
987450,572933
987450,573242
987450,987158
987450,987185
987450,987187
987450,995822
987451,84608
987451,144309
987451,190272
987451,310831
987451,573460
987451,732383
987451,739424
987451,793883
987451,976731
987451,987151
987451,987153
987451,1603188
987452,573646
987452,987186
987452,995905
987453,573459
987453,573646
987453,912031
987453,987144
987453,995821
987453,995863
987453,995905
987453,995923
987453,995924
987453,1603132
987453,1609954
987453,1956787
987454,987162
987454,995921
987455,995920
987456,449245
987456,653434
987456,912022
987456,987116
987456,987126
987456,987139
987456,987425
987456,995864
987456,995906
987456,995922
987456,1603192
987457,421472
987457,573903
987457,574196
987457,574205
987457,789977
987457,911964
987457,987147
987457,987161
987457,987162
987457,987184
987457,1603129
987457,1603140
987458,50502
987458,50503
987458,51300
987458,51304
987458,84608
987458,112764
987458,130868
987458,157852
987458,158036
987458,158382
987458,261414
987458,263582
987458,299044
987458,573753
987458,574225
987458,917638
987458,995815
987458,995914
987529,132479
987529,157865
987529,190282
987529,261414
987529,292241
987529,572933
987529,573649
987529,739423
987529,987141
987529,995853
987529,995869
987529,995895
987529,1603106
987529,1603140
987529,1603167
987529,1603200
987529,1603251
987530,139126
987530,573334
987530,724968
987530,995817
987530,995823
987531,157860
987531,182703
987531,183726
987531,234804
987531,234811
987531,252267
987531,299876
987531,310829
987531,572719
987531,574197
987531,574202
987531,995912
987532,572936
987532,917561
987532,987117
987532,995903
987532,995937
987533,449019
987533,958633
987534,421472
987534,573874
987534,574205
987534,987126
987534,995813
987534,995900
987534,1603129
987534,1603140
987535,735444
987535,987154
987535,987414
987535,995908
987536,311952
987536,311955
987536,573096
987536,987150
987536,995924
987537,44224
987537,133572
987537,179141
987537,183736
987537,196725
987537,252256
987537,449252
987537,739423
987537,995869
987537,995893
987537,995895
987537,1603156
987537,1603159
987538,6685
987538,17055
987538,73049
987538,216927
987538,574230
987538,739424
987538,793883
987538,987124
987538,987144
987538,987149
987538,987150
987538,987151
987538,987177
987538,995914
988094,399095
988099,106245
988099,175859
988099,179133
988099,292241
988099,399095
988221,80266
988221,95089
988221,164858
988221,205254
988221,275835
988221,378053
988221,731362
988221,763785
988221,987451
988221,1603220
988221,1603255
988222,59099
988222,129157
988222,183734
988222,205257
988222,243551
988222,261415
988222,292244
988222,917637
988222,987118
988222,987177
988222,1603027
988222,1603045
988223,70634
988223,138230
988223,261417
988223,572936
988223,784242
988223,789976
988223,912033
988223,917561
988223,995937
988223,1603155
988224,29708
988224,216931
988224,295134
988224,327068
988224,573874
988224,732692
988224,735447
988224,942375
988224,958775
988224,987431
988224,1603055
988224,1603102
988224,1603116
988224,1603145
988224,1603229
988224,1603239
988224,1603511
988225,726528
988225,726534
988225,867475
988225,873727
988225,948802
988225,1603098
988226,97456
988226,178503
988226,179124
988226,230411
988226,573755
988226,726534
988226,766071
988226,807784
988226,873727
988226,1603112
988226,1603155
988226,1603217
988262,25971
988262,269800
990501,208368
990502,333678
990502,629284
990502,642131
990502,738710
990504,64747
990507,801477
990613,953259
990619,26406
990620,574199
990622,591753
990624,771269
990625,942258
990626,261414
990626,421472
990626,574202
990626,574204
990626,574205
990626,1603039
990626,1603140
990626,1603155
990627,794088
990629,210631
990629,210637
990629,573007
990629,731360
990629,771265
990630,726519
990636,190285
990636,268948
990636,572721
990636,573331
990636,573457
990636,573607
990636,574208
990636,728460
990636,1603109
990637,789976
990637,995937
990637,1603011
990638,51305
990638,275664
990638,298417
990638,859829
990638,912021
990638,912023
990638,917913
990638,995832
990638,995897
990638,1603039
990638,1603081
990639,51305
990639,75563
990639,80279
990639,97454
990639,298417
990639,873822
990639,1603168
990639,1609938
990640,119789
990640,144701
990640,264501
990640,573008
990640,794289
990640,794296
990641,443194
990641,643519
990641,995901
990641,1603166
990644,164600
990644,190285
990644,268948
990644,768000
990644,917910
990645,728461
990646,275832
990646,739513
990646,995855
990646,1603100
990646,1603127
990648,1603458
990649,144326
990649,265531
990649,577628
990651,280791
990651,447758
990651,572692
990651,767994
990651,771265
990651,771266
990651,873824
990651,873827
990651,990652
990651,990654
990651,990655
990651,990656
990651,990657
990651,1603458
990652,244511
990652,299872
990653,261809
990653,990651
990653,990652
990654,414115
990654,573456
990654,655382
990655,420146
990655,771265
990655,771266
990656,261627
990656,757496
990656,1603091
990657,216928
990657,767994
990657,771266
990657,912028
990657,1603103
990657,1603165
990657,1603168
990657,1603173
990657,1603458
990657,1956801
990657,1956812
990658,995914
990659,261815
990659,326821
990659,736934
990662,131627
990662,158028
990662,299044
990662,310810
990662,995914
990662,1603109
990663,764480
990663,794297
990663,1811540
990664,198701
990664,324567
990664,443026
990665,29710
990665,190285
990665,299872
990665,1603085
990665,1603096
990665,1956808
990666,34624
990666,189905
990666,307856
990666,421385
990666,449252
990666,449257
990666,724968
990666,740576
990666,789974
990667,190278
990667,234807
990667,234808
990667,275715
990667,292241
990667,378055
990667,572939
990667,573241
990667,573333
990667,573359
990667,873722
990667,1603109
990667,1603174
990667,1603217
990668,731369
990668,766064
990669,301573
990669,572720
990669,574074
990669,740581
990669,995825
990669,995833
990670,54691
990670,205255
990670,263586
990670,310831
990670,572934
990670,784241
990670,881929
990670,941919
990670,1603142
990670,1603148
990670,1603169
990671,449246
990671,784236
990671,995828
990671,995843
990671,995853
990671,995859
990671,1603100
990671,1603128
990671,1603169
990671,1603194
990671,1603209
990672,9565
990672,50510
990672,61958
990672,73233
990672,179141
990672,179142
990672,205252
990672,210629
990672,227374
990672,252256
990672,263581
990672,307469
990672,572719
990672,912004
990672,912027
990672,912030
990672,912099
990672,917643
990672,987164
990672,987179
990672,995844
990672,995853
990672,995899
990672,1603027
990672,1603061
990672,1603074
990672,1603100
990672,1603128
990672,1603445
990672,1603537
990672,1609914
990674,332347
990675,1813300
990675,1816384
990676,424915
990676,431148
990678,257875
990678,787492
990678,814471
990680,61004
990680,71315
990680,165676
990680,183607
990680,772979
990682,145223
990682,203618
990682,345704
990764,188650
990764,1347507
990765,421400
990766,197466
990766,741515
990766,835561
990767,310659
990767,330044
990768,835558
990769,1843234
990769,1843236
990770,307751
990770,316439
990770,346077
990770,346078
990770,1347506
990771,1603100
990772,1843235
990773,62334
990773,263003
990773,428868
990773,940879
990774,318620
990775,277650
990775,569601
990777,192334
990777,220868
990777,226303
990777,717209
990777,757503
990777,807510
990777,814453
990777,1603120
990777,1843242
990817,350195
990817,414025
990818,414025
990818,948352
990821,443515
990821,733264
990821,749405
990821,1347489
990822,443151
990826,734646
990830,420063
991654,379333
991654,443038
991654,783640
991655,764474
991655,788310
991656,379338
991656,431033
991656,826265
991656,850526
991943,443441
991943,581116
991943,769983
991943,826267
991944,764474
991944,826915
991944,840205
991944,1288322
991946,449399
991946,826915
991948,850695
991948,879407
991948,991944
992279,266308
992280,106829
992281,144684
992282,881728
992458,443517
992460,729418
992460,850695
992461,574208
992461,802947
992461,855598
992461,995859
992461,995882
992461,995914
992461,995938
992461,1603109
992461,1603174
992461,1603196
992461,1603199
992462,279139
992462,807778
992462,850695
992462,873834
992462,1603100
992529,421211
992530,421325
992530,573267
992530,573552
992530,574119
992544,420422
992548,197460
992548,739421
992548,808236
992548,995914
992548,1603109
992548,1603217
992602,848783
992602,945369
992602,976606
992602,1815828
992602,1816950
992603,423363
992603,423386
992603,1815829
992605,835083
992605,1809989
992605,1810043
992630,943777
992633,762651
992658,245017
992658,320090
992658,443555
992658,806638
992659,806637
992660,740764
992661,274200
992661,443127
992661,720998
992741,992744
992742,992746
992809,145222
992814,451429
992847,443413
992848,719298
992848,1603168
992849,443235
992856,68187
992856,572941
992856,772836
992856,910587
992858,431033
992858,789006
992858,796210
992858,843874
992858,893369
992858,902449
992859,443515
992859,452845
992860,731528
992861,347878
992861,443148
992861,452864
992861,641961
992878,866492
992878,918128
992882,350438
992883,431846
992883,804986
992884,314140
992885,911017
992889,982930
993000,420064
993001,70634
993001,229316
993001,643531
993002,582119
993002,789911
993003,582120
993008,771264
994406,145742
994407,39726
994408,655459
994408,731350
994408,806692
994408,859783
994410,1814013
994411,307309
994413,443349
994413,443350
994413,443514
994413,772830
994413,813990
994414,306893
994414,891723
994415,573752
994416,777715
994416,852892
994417,375017
994417,443408
994417,452859
994417,814212
994417,881917
994425,155848
994425,197953
994425,279572
994425,893845
994426,145223
994426,188364
994426,222464
994426,345704
994426,835626
994426,852884
994426,873785
994427,68548
994427,319060
995810,144698
995811,132471
995814,3125
995814,298413
995815,71853
995815,157857
995815,179140
995815,183718
995815,216929
995815,216931
995815,263582
995815,292238
995816,6211
995816,44567
995816,50500
995816,71854
995816,130868
995816,144319
995816,164841
995816,183731
995816,190272
995816,205254
995816,209646
995816,220406
995816,220410
995816,573244
995817,29710
995817,97436
995817,178500
995817,179137
995817,233142
995817,244998
995817,245001
995817,252277
995817,275841
995817,292238
995817,572941
995817,911966
995817,912006
995817,912032
995817,917563
995821,29710
995821,132471
995821,573459
995822,29710
995822,220406
995822,227368
995823,132460
995823,179119
995823,217215
995823,273102
995824,34621
995824,190275
995824,307466
995825,50507
995825,51305
995825,70546
995825,70621
995825,72095
995825,176746
995825,216928
995825,282673
995825,912029
995825,912045
995825,912048
995826,6220
995826,44567
995826,70626
995826,106248
995826,142818
995826,144323
995826,157853
995826,157869
995826,178503
995826,210630
995826,911964
995826,912096
995827,912051
995829,178500
995829,179119
995829,275841
995829,421497
995830,234804
995830,1956636
995832,227370
995832,912007
995832,912048
995834,340
995834,275233
995835,18768
995835,107987
995835,190519
995835,215490
995835,221797
995835,263581
995835,310621
995835,572719
995843,205252
995843,572942
995844,179141
995844,183736
995844,222482
995844,572942
995844,912004
995845,572940
995846,1775
995846,34618
995846,72099
995846,157856
995846,157858
995846,233140
995847,29711
995847,44567
995847,51019
995847,59102
995847,73237
995847,106248
995847,142817
995847,142818
995847,142820
995847,144323
995847,157869
995847,177964
995847,178503
995847,183734
995847,292242
995847,912096
995847,917639
995848,44568
995848,97439
995848,106247
995848,142817
995848,178503
995848,183718
995848,292244
995848,310828
995848,573334
995848,573457
995849,229319
995849,233141
995849,912050
995851,34621
995851,59387
995851,72097
995851,97450
995851,106257
995851,112794
995851,177806
995851,572718
995851,573010
995851,912027
995853,78819
995853,310809
995854,233141
995855,252277
995855,310809
995855,573007
995855,912005
995855,912053
995855,1603090
995855,1603105
995858,220406
995859,298692
995862,97438
995862,112784
995863,132479
995863,132481
995863,573459
995868,421470
995868,573459
995869,97456
995869,179125
995869,316441
995869,912004
995869,917560
995870,110785
995870,110792
995870,170248
995870,198719
995870,275663
995870,298417
995870,305819
995870,912024
995872,144328
995872,205252
995872,210629
995872,252256
995873,2375
995873,34624
995873,183718
995873,205255
995873,216931
995873,227365
995873,311961
995873,912003
995874,80279
995874,106245
995874,157860
995874,190282
995874,244999
995874,292234
995874,292243
995874,310829
995874,572721
995874,573602
995874,573606
995874,573607
995875,54796
995875,178503
995875,205254
995875,233140
995875,912009
995878,51305
995878,572943
995878,573007
995878,912005
995879,227370
995879,268948
995879,573331
995879,912048
995882,421344
995882,1603090
995883,233142
995883,1603100
995884,177960
995884,206781
995884,210631
995884,261422
995884,912007
995886,267338
995888,190275
995888,912022
995888,995824
995889,179124
995890,97456
995890,190285
995890,205259
995890,244999
995890,292234
995890,292241
995890,310829
995890,912163
995890,995821
995892,228632
995893,112754
995893,421385
995893,573240
995894,307856
995895,216927
995895,573242
995896,183719
995896,573331
995896,573651
995897,216928
995898,125461
995898,189906
995898,222479
995898,331283
995898,912030
995898,995812
995898,995813
995899,72110
995899,93745
995899,144328
995899,157870
995899,179125
995899,183736
995899,295508
995899,306781
995899,314804
995899,912010
995899,917643
995900,106247
995900,190282
995900,263582
995900,421472
995900,572720
995900,1603095
995901,9571
995901,44568
995901,59327
995901,106245
995901,252267
995901,911964
995901,912163
995904,995867
995906,995819
995906,995865
995909,40393
995909,42181
995909,209731
995909,226767
995909,443394
995909,443409
995909,443494
995909,995850
995909,995876
995909,995877
995910,237543
995910,573898
995911,84584
995911,179124
995911,210628
995911,230411
995911,275712
995911,298408
995911,421484
995911,573007
995911,912005
995911,912029
995911,912045
995911,912046
995911,912047
995912,183726
995912,220385
995912,310829
995914,106244
995914,190278
995914,190285
995914,206778
995914,206779
995914,228633
995914,230452
995914,234807
995914,236404
995914,244836
995914,244999
995914,260282
995914,261784
995914,264942
995914,279139
995914,292241
995914,307483
995914,321361
995914,378032
995914,574202
995914,574225
995914,1603096
995914,1603124
995915,72095
995915,84584
995915,129159
995915,210628
995915,227370
995915,247626
995915,252267
995915,310829
995915,912051
995915,912052
995915,995833
995916,50507
995916,119793
995916,175870
995916,210628
995916,216928
995916,912005
995916,912023
995916,912048
995916,995872
995916,995931
995918,216928
995918,307473
995918,912045
995919,1603090
995920,430746
995921,310810
995922,573607
995922,1603093
995923,92680
995923,572940
995923,995862
995923,1603097
995923,1956787
995924,84607
995924,92680
995924,311952
995924,311955
995924,572942
995924,573096
995924,912031
995925,84607
995925,94911
995925,97439
995925,106256
995925,144323
995925,179140
995925,179142
995925,184248
995925,216927
995925,227365
995925,263582
995925,264502
995925,292238
995925,292241
995925,307465
995925,572942
995925,573240
995925,912050
995925,912095
995926,9570
995926,29708
995926,50508
995926,59383
995926,137722
995926,139273
995926,144311
995926,157851
995926,166177
995926,244659
995926,261420
995926,292243
995926,311219
995926,399423
995926,573874
995926,738999
995926,739000
995927,157857
995927,179124
995927,275832
995927,912021
995928,263003
995928,912025
995928,995824
995929,3109
995929,9576
995929,97435
995929,137386
995929,157871
995929,183726
995929,298702
995930,3109
995930,97435
995930,129156
995930,157964
995930,183733
995930,275459
995930,278948
995931,70627
995931,100904
995931,106245
995931,179124
995931,210628
995931,216928
995931,230411
995931,263583
995931,265532
995931,268948
995931,275712
995931,282673
995931,912005
995931,912047
995932,995926
995933,995823
995933,1603102
995934,51304
995934,130868
995934,158388
995934,164914
995934,207923
995934,247630
995934,263582
995934,272139
995934,295131
995934,298706
995934,442741
995934,573360
995934,995823
995935,97435
995935,137379
995935,167316
995935,310830
995936,51303
995936,54796
995936,97456
995936,179125
995936,205252
995936,216931
995936,220383
995936,292243
995936,421358
995936,995835
995936,1603104
995936,1603110
995937,70630
995937,73231
995937,205259
995937,220404
995937,572936
995937,912033
995937,917561
995937,917562
995938,227368
995938,321365
995938,912026
995938,995822
995938,995853
995938,995854
995938,995855
995938,995856
995938,995859
995938,1603100
995939,331847
995939,912032
995939,995876
995940,29709
995940,84584
995940,277308
995940,283845
995940,572943
995940,995825
995940,995878
995941,268948
995941,271921
995941,310810
995941,574226
995941,912049
995941,995833
995941,995878
996229,889782
996229,889788
996231,71464
996231,1843234
996233,575117
996234,443463
996234,443478
996234,641954
996234,813977
996234,835077
996235,318620
996235,835555
996236,428881
996238,722975
996722,9575
996722,227374
996722,275835
996722,572942
996722,859827
996722,917914
996723,943774
996724,948897
996725,948861
996725,950864
996726,50507
996726,90791
996726,331839
996726,378032
996726,443227
996726,577644
996726,784076
996727,106259
996728,817630
996728,1603129
996729,183724
996729,261621
996729,326847
996729,794289
996729,859821
996729,942404
996729,1603100
996730,948881
996731,10410
996731,244682
996731,280791
996731,311217
996731,794087
996732,943781
996733,375017
996733,771264
996733,794291
996733,917915
996733,943951
996733,948905
996733,1603175
996733,1603192
996733,1603230
996734,29709
996734,178918
996734,268948
996734,277308
996734,307473
996734,447757
996734,572943
996734,736929
996734,739512
996734,995940
996734,995941
996734,1603090
996734,1956911
996735,50506
996735,572943
996735,574208
996735,739512
996735,767994
996735,1603103
996735,1609887
996736,207844
996736,305819
996737,324565
996738,29709
996738,106247
996738,179123
996738,190282
996738,216929
996738,283845
996738,572943
996738,574199
996738,995940
996738,1603027
996739,414115
996739,771267
996739,937963
996740,574228
996740,937944
996740,1603100
996742,264942
996742,431261
996742,449258
996742,574208
996742,808236
996742,822264
996742,917915
996742,948798
996742,948862
996742,987146
996742,995860
996742,995914
996742,1603039
996742,1603086
996742,1603100
996742,1603109
996742,1603155
996742,1603174
996742,1956631
996743,794295
996743,859830
996743,950473
996743,950482
996743,990651
996744,443329
996744,917906
996744,943782
996744,943943
996744,943956
996744,948900
996745,44571
996745,324571
996745,331837
996745,591752
996745,757494
996745,763782
996745,873829
996745,942404
996745,943961
996745,948877
996746,943779
996747,943779
996747,996746
996785,421292
996786,421201
996817,166819
996818,420466
996818,420528
996866,420077
996866,420464
996869,732845
996869,735075
996869,802937
996869,871579
996869,984737
996871,420076
996871,420101
996871,814193
996872,420077
996872,795274
996872,795275
996872,840206
996872,975026
996873,443505
996873,449394
998444,319321
998446,736995
998447,1603134
998447,1603257
998448,318412
998448,375017
998449,452856
998449,720487
998493,302357
998494,232326
998494,248877
998494,248878
998494,248887
998494,248888
998494,248893
998496,422444
998520,802937
998521,720830
998527,60635
998528,63196
998923,50543
998923,629284
998924,2324
998924,183699
998924,431040
998926,655459
998926,859783
998928,14205
999073,735078
999073,826918
999078,90232
999286,312740
999286,984846
999289,814334
999550,379122
999551,794494
999557,942896
999560,720898
999564,1809996
999568,341471
999568,721001
999622,720898
999623,211502
999623,245021
999624,720898
999627,1599309
1000132,740975
1000134,420947
1000135,420965
1000137,783586
1000613,1000613
1000614,104387
1000614,145223
1000614,158391
1000615,734636
1000615,990675
1000616,121443
1000616,163058
1000617,197953
1000617,279572
1000811,1816395
1000839,59329
1000839,73234
1000839,100907
1000839,190282
1000839,262931
1000839,731363
1000839,1603155
1000840,421387
1000840,449257
1000840,741510
1000840,917739
1000840,1603100
1000841,227368
1000841,228629
1000841,298716
1000841,421462
1000841,449266
1000841,995869
1000841,995872
1000841,1374040
1000842,577646
1000842,726536
1000842,740577
1000842,740581
1000973,192016
1000975,275353
1000975,431846
1000975,804986
1000975,882122
1000977,918129
1000977,982918
1000980,918134
1000984,911016
1000984,918129
1000987,309801
1000987,825597
1000989,205254
1000989,263581
1000989,275842
1000989,878324
1000989,912009
1000989,1603092
1000989,1603140
1000989,1603173
1001512,250246
1001512,910587
1001514,452869
1001518,443430
1001518,443444
1001522,420054
1001522,721007
1001522,1001523
1001522,1001526
1001522,1001528
1001523,1811803
1001525,1374688
1001527,165663
1001527,940285
1001528,721007
1002434,782052
1013603,420138
1013604,171557
1013604,772830
1013604,824931
1013605,198701
1013605,318412
1013605,375017
1013605,420528
1013605,786633
1013605,824928
1013606,420054
1013607,206917
1013607,379326
1013607,442961
1013607,452796
1013607,940694
1013608,443078
1013611,443397
1013611,443463
1013611,843877
1013613,314054
1013613,420081
1013613,420144
1013613,443531
1013613,754412
1013613,789003
1013613,826918
1013615,420138
1013616,832574
1013617,841960
1013619,813979
1013621,144840
1013621,166497
1013621,442830
1013621,443429
1013622,889089
1013622,1818266
1013623,770014
1013624,92696
1013628,641965
1013628,772849
1013628,813970
1013629,443392
1013629,889089
1013631,443356
1013631,443357
1013631,443358
1013631,939163
1013633,430425
1013633,443127
1013633,452850
1013633,575109
1013633,720829
1013633,772837
1013634,578390
1013634,766671
1013635,982761
1014728,104387
1014728,265244
1014729,1811258
1014730,175597
1014730,198189
1014731,71305
1014731,107879
1014731,873786
1014785,944030
1014785,945904
1014788,642132
1014788,790690
1014788,880364
1014789,841627
1014863,51305
1014863,179123
1014863,234804
1014863,912047
1014863,1603110
1014863,1603559
1014864,97436
1014864,97453
1014864,142820
1014864,179140
1014864,220387
1014864,251133
1014864,292244
1014864,310828
1014864,310831
1014864,313184
1014864,573394
1014864,573753
1014864,912095
1014864,1603136
1014864,1603148
1014864,1603169
1014864,1603289
1015839,443105
1015839,443208
1015839,443533
1015839,784515
1015839,813973
1015839,863390
1015840,1813854
1015841,269631
1015841,274200
1015841,443127
1015841,720998
1015841,784513
1015841,945915
1015841,992661
1015842,420053
1015843,772836
1015844,420063
1015844,443350
1015844,443502
1015844,452845
1015844,578396
1015844,729418
1015844,778732
1015844,813969
1015845,420082
1015847,845491
1015847,1347427
1015848,331999
1015848,753037
1015852,754735
1015853,188681
1015853,573790
1015854,789701
1015856,780549
1015986,61792
1015989,71853
1015989,443266
1015989,822270
1015989,917564
1015990,720187
1016486,183940
1016486,421000
1016486,573240
1016486,573359
1016487,1772
1016487,310621
1016487,1603090
1016488,183719
1016488,995859
1016488,995860
1016488,1603100
1019046,315851
1019047,165312
1019048,741511
1019048,822541
1019048,995854
1019048,995859
1019048,995927
1019048,995938
1019048,1603198
1019049,420470
1019429,106247
1019429,282675
1019429,449267
1019429,572720
1019429,573602
1019429,942382
1019430,137381
1019430,144323
1019430,190285
1019430,190398
1019430,307856
1019430,331283
1019430,449251
1019430,449252
1019430,799710
1019431,244999
1019431,247626
1019431,292234
1019431,739423
1019431,893828
1019431,948796
1019431,1603039
1019431,1603155
1019814,889384
1019815,331271
1019815,939985
1019816,331236
1019964,106245
1019964,170244
1019964,210636
1019964,572719
1019964,739425
1019964,787438
1019964,995928
1019964,995936
1019964,1603074
1019964,1603168
1019964,1603181
1019966,1603149
1019967,948872
1019968,311178
1019968,311189
1019968,331846
1019968,443346
1019968,655381
1019969,995865
1019971,375017
1019971,430761
1019971,443316
1019971,443506
1019971,943973
1019972,312853
1019973,44565
1019973,97451
1019973,183718
1019973,190278
1019973,234807
1019973,234810
1019973,574197
1019973,574203
1019973,958756
1019973,987104
1019973,995895
1019973,995935
1019973,1191647
1019973,1603025
1019973,1603191
1019973,1603222
1019974,421389
1019974,655380
1019974,995855
1019975,50506
1019975,190288
1019975,261414
1019975,421472
1019975,443082
1019975,591748
1019975,739512
1019975,754504
1019975,873819
1019975,912003
1019975,948899
1019975,995900
1019975,1603096
1019975,1603129
1019975,1603140
1019975,1603235
1021524,217638
1021526,260092
1021526,277679
1021527,129069
1021527,229837
1021527,784087
1021527,855384
1021530,4
1021530,5385
1021530,195408
1021530,420053
1021530,772829
1021532,578388
1021550,881610
1021550,939162
1021550,1347451
1021552,447907
1021552,795208
1021553,949127
1021555,845487
1021555,845491
1021555,873609
1021556,267337
1021558,42563
1021558,234961
1021795,97442
1021795,130863
1021795,912099
1021796,106245
1021796,179141
1021796,184679
1021796,190288
1021796,205259
1021796,261414
1021796,261787
1021796,331500
1021796,449244
1021796,571713
1021796,573602
1021796,574196
1021796,574197
1021796,574199
1021796,735445
1021796,787438
1021796,808236
1021796,958764
1021796,958783
1021796,987457
1021796,1603140
1021796,1603262
1021799,157856
1021799,573756
1021799,912097
1021799,1603097
1021804,276843
1021805,808565
1021806,808564
1021832,245017
1021832,320090
1021832,400063
1021832,443263
1021832,733626
1021832,757063
1021944,375017
1022620,420077
1022622,304600
1022649,572936
1022649,643531
1022649,793884
1022649,917562
1022649,958765
1022649,1956566
1022651,420118
1022651,995819
1022652,739626
1022653,1603129
1022653,1603166
1022653,1603168
1022654,106259
1022654,138157
1022654,155336
1022654,157851
1022654,182703
1022654,204496
1022654,265532
1022654,280795
1022654,326847
1022654,451346
1022654,573243
1022654,573874
1022654,726517
1022654,728461
1022654,912161
1022654,987176
1022654,1603055
1022654,1603120
1022654,1603127
1022654,1603145
1022654,1603168
1022654,1603212
1022655,157851
1022655,398027
1022655,421401
1022655,995853
1022655,995860
1022655,1603100
1022655,1603128
1022655,1603168
1022656,10407
1022656,75560
1022656,164549
1022656,188214
1022656,210636
1022656,244511
1022656,572692
1022656,814210
1022656,873827
1022656,950473
1022657,305823
1022657,379122
1022657,443263
1022657,794088
1022657,806363
1022657,873823
1022657,942405
1022657,942414
1022657,943935
1022657,1603168
1022658,739509
1022658,793884
1022658,917561
1022658,958765
1022658,987117
1022658,1603237
1022659,213225
1022659,443504
1023469,40355
1023469,306980
1023469,443477
1023469,641957
1023469,772848
1023469,821877
1023474,186894
1023475,259817
1023476,944333
1023478,154964
1023478,261809
1023478,275666
1023479,183721
1023479,305406
1023479,1603019
1023481,729625
1023577,289836
1023577,451429
1023577,772836
1023580,59153
1023580,318619
1023580,809207
1023581,1811496
1023582,835558
1023701,734636
1023701,1023702
1023702,244514
1023703,36767
1023703,145223
1023703,347701
1023703,835626
1023704,431161
1023705,198532
1023705,893332
1023705,977985
1023758,301585
1023758,573874
1023758,789982
1023758,1603133
1023759,573874
1023759,1347391
1023760,421410
1023760,573093
1023760,1956952
1025690,995914
1025690,1603128
1025691,165320
1025694,165320
1025694,1025691
1025695,855601
1025701,421472
1025707,806363
1026116,431609
1026116,443397
1026121,735944
1026121,762375
1026121,944346
1026121,1348593
1026124,277481
1026124,720175
1026125,881728
1026125,992282
1026269,205252
1026269,231719
1026269,421508
1026269,450791
1026269,1603120
1026271,251698
1026272,940904
1026274,800187
1026538,350438
1026542,992888
1026545,431875
1026545,992888
1026622,332962
1026622,332964
1026622,866452
1026623,1814834
1026623,1816326
1026624,276843
1026624,321254
1026624,430010
1026624,728663
1026624,739986
1026624,796073
1026624,814416
1026625,808564
1026626,1809759
1026626,1818266
1034711,379334
1034712,452844
1034712,1809954
1034715,193902
1034715,729418
1034715,789011
1034715,813989
1034715,814196
1034717,34621
1034717,379119
1034717,442787
1034717,442861
1034717,442886
1034717,443408
1034717,452859
1034718,784512
1034848,430753
1035263,953256
1035312,1603018
1035313,443328
1036259,106245
1036259,292241
1036259,807788
1036259,822267
1036259,875568
1036259,995874
1036259,1603140
1036259,1603155
1036259,1603192
1036260,205254
1036260,220410
1036260,261414
1036260,826158
1036260,948883
1036260,1603121
1036261,307473
1036261,572943
1036261,789973
1036261,873726
1036261,917568
1036261,995940
1036261,1603106
1036262,205255
1036262,310831
1036262,329120
1036262,739693
1036262,741515
1036262,784078
1036262,826160
1036262,830439
1036262,912003
1036262,937675
1036262,987177
1036262,995848
1036262,1603169
1036262,1603176
1036262,1603191
1036263,310829
1036263,449267
1036263,577628
1036263,763786
1036263,807773
1036263,917738
1036263,917915
1036264,326853
1036264,572720
1036264,912163
1036264,1603093
1036264,1603140
1036264,1603163
1036265,331500
1036265,449250
1036265,653432
1036265,766066
1036265,784074
1036265,807788
1036265,1603087
1036265,1603155
1036265,1603196
1036265,1603198
1036265,1956800
1036310,420054
1036310,767996
1036310,872107
1036310,937943
1036312,1019968
1036313,789015
1036313,1603129
1036314,942244
1036314,950474
1036315,720188
1036315,794294
1036315,937945
1036315,948870
1036316,51300
1036316,106245
1036316,144319
1036316,178503
1036316,179140
1036316,183733
1036316,205254
1036316,233140
1036316,261415
1036316,292244
1036316,298706
1036316,312448
1036316,591753
1036316,757494
1036316,950472
1036316,1603089
1036316,1603096
1036316,1603100
1036316,1603109
1036316,1603124
1036316,1603149
1036316,1603155
1036316,1603560
1036316,1609906
1036317,305816
1036317,736932
1036317,943938
1036317,948865
1036318,144326
1036318,265531
1036318,292243
1036318,447759
1036318,451342
1036318,757498
1036318,757504
1036318,807783
1036318,917909
1036318,987424
1036318,990649
1036318,995879
1036318,1603236
1036318,1609945
1036319,84608
1036319,347822
1036319,732378
1036319,799709
1036319,830431
1036319,937948
1036319,1603096
1036320,40366
1036320,943947
1036320,1050409
1036320,1065812
1036322,340337
1036322,591748
1036322,872101
1036322,1603129
1036323,1603168
1036324,420057
1036324,443428
1036324,771267
1036324,789957
1036324,794090
1036324,873831
1036324,948885
1036325,574205
1036325,754504
1036325,789975
1036325,873819
1036325,943965
1036325,948899
1036325,987126
1036325,1019975
1036325,1603096
1036326,799708
1036326,942260
1036326,948866
1036327,420077
1036327,573226
1036327,943968
1036327,1046950
1036327,1811626
1036328,275665
1036328,937967
1036328,948883
1036328,948903
1036532,184497
1036534,107871
1036601,121462
1036813,145332
1036813,264624
