Source,Target
36732,10938
36732,17204
5531,17160
2575,57290
9477,34582
49239,47374
30835,18153
30835,25612
30835,35052
30835,35049
30835,36985
30835,40877
30835,61193
30835,65329
41382,2604
41382,7648
41382,55030
41382,57194
26438,58691
43853,1596
43853,6547
43853,6546
43853,6544
43853,21560
43853,26579
43853,49756
43853,55688
43853,59104
49354,3655
1481,6109
1481,27309
1481,42754
1481,52511
24355,48529
21701,23839
21701,38835
21701,49121
21701,62136
21701,64911
19140,15968
19140,19769
19140,20056
19140,39904
19140,49758
19140,54117
24727,24726
24727,24725
24727,62847
3347,59774
13888,1725
13888,4356
13888,4357
13888,40846
13888,58742
52617,52012
24662,56210
50046,20219
50046,24004
50046,28659
50046,40399
50046,53406
50046,59537
18921,51947
37300,11035
36955,22698
36955,65827
12709,33866
5573,8608
5573,23004
5573,26513
5573,29534
5573,44173
47284,37268
5779,29433
40255,943
40255,7227
40255,19111
40255,19551
40255,26784
40255,28753
40255,29116
40255,29339
40255,49250
40255,49963
17991,2875
17991,9859
17991,8871
17991,17988
17991,17345
17991,18546
17991,18552
17991,24921
17991,61316
17991,64385
47568,10738
47568,66224
47568,18813
47568,27994
36358,11390
36358,35645
62024,29922
61937,5225
61937,48376
41800,1676
41800,5021
41800,13310
41800,17399
41800,22233
41800,25542
41800,26481
41800,38951
41800,53865
53184,6487
41498,21410
41498,60957
41498,65577
62136,1099
62136,11798
62136,12356
62136,47954
66117,17160
66117,23205
66117,37275
25149,2209
25149,2594
25149,5753
25149,25148
25149,36232
25149,36238
14839,5166
14839,14835
14839,14838
14839,26447
14839,26451
14839,30662
14839,35173
14839,38490
14839,38491
14839,38524
14839,42888
14839,59146
14839,60886
14839,65329
42213,13982
42213,17072
42213,41162
42213,42212
42213,59336
42213,64409
37666,38186
3317,3688
30762,987
30762,17913
30762,32300
30762,60075
30762,62438
18981,46968
62793,9228
62445,64630
28975,6989
28975,22856
28975,31636
28975,36990
28975,52985
36308,17204
36308,63046
40634,15709
40634,29706
58175,13740
58175,41459
36204,27910
36204,30936
36204,50672
7268,7436
7268,8013
7268,8034
7268,36212
7268,43724
7268,61192
34959,49089
45077,14484
34817,3416
34817,34525
34817,44149
41786,51051
15002,9890
15002,23762
15002,25367
15002,31506
15002,48973
41766,16071
41766,25422
41766,27083
41766,60707
41766,61730
41766,62063
41766,62129
41766,63235
61229,23251
61229,24094
61229,37496
61229,41608
61229,61225
47422,18396
47422,34363
47422,56060
63148,29284
13812,6783
13812,8036
13812,13953
13812,13985
13812,40751
13812,42225
13812,56985
13812,66362
13812,58799
13812,59350
28359,28358
28359,28357
27074,7956
27074,11302
27074,21743
27074,52724
26947,2552
26947,11052
26947,18819
26947,60697
26947,62574
26947,62573
26947,62617
32668,39407
32668,39468
45097,45091
45097,45093
45097,45096
45097,60474
45097,62481
46593,15779
35643,42194
35643,44493
35643,56212
36764,60772
63508,2024
63508,25497
65355,46057
54128,54127
62987,7038
62987,59822
15348,7797
15348,14909
15348,22173
15348,34969
15348,56711
15348,65330
43720,13269
48466,48465
32583,3363
32583,3559
32583,3560
32583,16906
32583,14708
32583,20667
32583,24784
32583,48426
32583,59846
40304,11344
65429,20758
24179,45815
673,53403
673,62985
37762,21818
65162,59172
4324,4322
33510,58081
46316,12867
46316,31937
46316,31976
46316,31973
46316,36232
46316,36235
46316,46315
58059,24792
35181,523
15922,23953
28711,27386
11426,27168
11426,29312
11426,64537
9833,10043
9833,16525
9833,16523
9833,20211
9833,20210
9833,57606
9833,57602
19918,726
19918,19916
19918,22246
19918,22244
19918,60135
19918,60764
64869,3811
21565,48512
41091,41092
28960,24681
28960,28375
28960,28376
28960,28374
28960,39314
28960,44684
28960,51170
61559,7656
61559,8565
61559,25448
61559,26091
61559,29408
61559,35806
61559,40105
61559,43129
61559,54113
61559,55245
61559,60933
61559,60932
61559,61558
37209,5289
37209,13921
37209,15042
37209,33111
37209,34075
37209,64262
31620,23338
31620,40689
1975,11708
1975,15427
1975,16487
1975,42804
1975,43608
1975,47277
1975,53506
1975,54268
1975,56821
1975,60368
1975,62964
48497,48495
48497,48494
54330,28346
54330,39228
17808,47923
17808,47924
17808,45819
17808,62817
57887,18353
57887,24703
57887,28301
57887,39347
57887,56189
12144,3688
12144,9112
12144,39126
44145,2041
44145,16429
44145,44144
27442,29208
59354,7782
59354,17509
59354,59343
59354,58533
59354,59341
59354,59340
59354,59352
59354,59353
63472,17508
63472,49817
14792,17058
14792,24328
44270,365
44270,30123
44270,30125
44270,43290
2952,1061
2952,1059
2952,2951
2952,6661
2952,6663
2952,9854
2952,12996
2952,18710
2952,25294
2952,25612
2952,32062
2952,32059
2952,32057
2952,32510
2952,35041
2952,40300
2952,41316
2952,39398
2952,43745
2952,43953
2952,43952
2952,53082
2952,61193
2952,65330
2952,65329
59705,39162
65942,7168
65942,65938
33167,7180
64440,64439
64440,64438
36433,8718
36433,66380
11436,7054
11436,13159
63041,4782
63041,4780
4313,3631
4313,3825
55488,15530
55488,32836
55488,54057
55488,54056
7149,2273
7149,20264
7149,31369
7149,41025
7149,51282
43290,50787
60513,11155
60513,17204
60513,53176
41862,33096
41862,39904
41862,41845
41862,49759
64353,51866
26152,12720
22644,36632
22644,52912
22644,64489
8499,10082
8499,16339
8499,16338
8499,17416
8499,34058
8828,7759
8828,40429
8828,46488
30824,2306
30824,3264
30824,5746
30824,11662
30824,22929
30824,25229
30824,26229
30824,29726
30824,49026
30824,49338
30824,55394
30824,61527
30824,62269
34768,17769
34768,44766
34768,52932
34768,53248
34768,56711
34768,65330
65032,17330
65032,18698
65032,20338
65032,24995
65032,51410
65032,65031
35560,10067
61231,1859
61231,15071
61231,15670
61231,17936
61231,17992
61231,33116
61231,37496
61231,41608
61231,39399
61231,61229
61231,61230
61231,61225
61231,65116
61955,10142
61955,11612
61955,25761
61955,29166
61955,37297
61955,61122
61955,62219
61955,62426
61955,65705
62194,18562
62194,19814
62194,21707
62194,24233
62194,30760
62194,29813
62194,42508
62194,51179
62194,55886
62194,55988
62194,58445
47796,66251
47796,58421
36751,9785
36751,25816
36751,41834
36751,63476
18131,27457
26868,9428
26868,32223
26868,33540
26868,55892
26868,56010
62664,30423
10581,54325
53608,1028
53608,3052
42312,3435
42312,9514
42312,27995
42312,30922
42312,29838
32768,32984
44768,534
44768,25610
44768,27483
44768,29316
44768,44767
44768,44766
44768,52932
44768,53687
44768,56711
44768,59422
49298,1177
49298,9859
49298,24221
49298,28594
49298,45133
49298,59385
49298,59398
49298,63986
32473,6715
27650,572
27650,43865
18918,48150
18918,58000
14790,14789
2555,23602
2555,26940
2555,57669
2555,59897
56983,5010
56983,5038
56983,6840
56983,33059
56983,47967
56983,56974
56983,61010
56983,61494
21732,22174
52316,9867
52316,9112
31961,26563
31961,26562
31961,31565
31961,36229
31961,46315
31961,46403
53111,20081
53111,34417
13838,24717
7411,22570
7411,56845
7411,59147
60879,32775
60879,48158
60879,64925
21172,38014
5517,5513
5517,26230
5517,50259
5517,53808
5517,64509
6407,32
6407,3448
6407,29960
6407,55893
29091,137
29091,9498
29091,18426
29091,20150
29091,24379
29091,29085
29091,29087
29091,30470
29091,51076
29091,58414
29091,62192
29091,64180
8799,5979
8799,11410
8799,15781
8799,40166
8799,49184
8799,49605
8799,60959
824,24071
824,27280
824,35242
824,35243
824,40430
824,46217
824,46542
824,56746
2880,3
2880,2871
2880,2869
2880,2870
2880,29772
2880,37606
2880,45728
55583,51334
62309,17204
24874,10514
24874,21795
24874,21794
24874,21810
24874,53806
24874,54988
51830,15410
51830,51828
25263,34332
55150,62466
55150,62461
65723,3314
65723,8543
65723,9520
65723,45664
65723,56186
65723,58512
65723,65721
15184,15183
15184,15182
15184,17498
37925,689
37925,926
37925,19852
61104,55485
61104,61102
61104,61099
62007,9746
62007,34932
62007,62208
44115,13296
44115,14291
44115,36580
44115,37889
44115,43270
44115,44114
44115,43271
44115,45476
44115,45521
54224,21047
17104,5315
17104,5363
17104,12251
17104,18737
17104,23390
17104,30974
17104,31532
17104,42060
17104,44335
17104,54068
17104,64441
46712,14851
46712,61079
17095,11758
17095,60456
17095,61109
17095,61111
17095,62702
17095,62701
17095,63253
17095,63882
17095,64532
17095,64705
17095,65255
13309,14265
13309,18331
13309,18398
13309,30120
13309,50965
13309,55963
13309,55964
13309,58501
18908,21900
18908,42228
18908,46299
18908,57520
18908,57524
51999,23175
51999,23959
51999,33255
51999,49830
51999,53869
51999,62418
51999,62416
51999,64182
22675,22674
22675,22673
27451,23921
27451,50799
16526,10044
16526,10043
16526,16524
16526,16525
16526,16523
16526,17719
16526,20210
16526,23361
16526,57606
16526,57602
45216,16660
45216,43276
45216,60730
62330,32965
62330,32966
62330,30243
62330,58659
62330,58350
46864,13968
46864,56215
53032,2720
53032,10571
53032,53995
53032,56239
5319,24342
5319,42206
25341,37803
25341,44983
25341,49208
25341,60852
25341,63045
25341,63757
19287,4608
19287,8815
19287,13301
19287,19286
19287,43921
19287,62589
18194,2108
18194,6865
18194,15968
18194,18191
18194,18188
18194,21074
18194,21073
18194,33088
18194,33096
18194,38907
18194,48690
18194,53902
18194,54158
18194,56536
18194,56622
18194,58898
18194,60389
30414,58523
60875,17937
60875,20382
60875,38837
60875,38843
60875,39237
60875,47521
60875,53085
58717,58715
56803,19068
56803,25612
53507,34258
53507,39011
53507,39688
53507,56315
31025,24003
31025,24004
31025,58836
62455,51351
62455,62454
44829,35793
44829,44406
44829,54279
44829,57827
44829,58253
12197,2555
12197,9300
37887,50461
6202,7318
6202,13550
30580,37413
23473,58400
43817,987
43817,8133
43817,17072
43817,32302
43817,37588
43817,42837
43817,61438
19903,15431
19903,26057
1855,1393
1855,50549
33082,1583
33082,47135
33082,28746
33082,36624
33082,42775
33082,54696
33082,43982
33443,719
33443,22216
52004,34645
52004,58487
26036,22011
26036,27610
16057,1363
7989,11551
7989,18393
7989,32236
7989,46765
49881,49880
1969,22447
46342,23332
55986,24680
43362,28860
46784,6701
65367,9028
6607,18296
6607,28961
6607,30260
6607,34852
6607,44684
22230,7495
22230,20584
5280,1177
5280,6143
5280,17937
5280,23958
5280,36649
5280,59147
62675,29299
51657,926
51657,38594
41604,17285
41604,19068
41604,20495
41604,27480
41604,35043
41604,39393
41604,64267
56351,150
56351,11213
23198,24392
14800,13964
14800,53475
5700,33382
31919,5075
31919,10044
31919,10043
31919,16524
31919,17755
31919,19602
31919,56531
31919,57606
31919,57602
31919,66415
25529,25526
25529,25525
25529,24378
25529,35707
41407,8035
41407,22213
41407,33031
41407,36235
41407,37364
41407,44976
41407,47711
41407,49598
41407,56558
41407,58705
46430,5474
46430,33041
46430,39917
46430,45875
46430,46429
46430,60126
46430,60934
30837,57290
5358,17171
5358,24343
5358,34499
4778,4777
19014,7582
19014,27877
65423,4747
65423,17638
65423,22774
65423,54000
24942,10004
24942,17392
24942,37291
24942,52739
24942,56393
24942,65426
9788,9785
3764,3763
3764,18424
58742,4360
58742,4359
58742,4358
58742,23325
58742,29427
1795,1794
1795,9395
1795,23825
1795,25438
1795,32931
1795,32928
1795,42798
1795,45873
1795,48745
1795,56498
1795,58490
47241,51390
52749,4303
37991,4303
37991,62778
55380,31817
43754,19250
5064,7722
5064,12981
5064,17638
5064,29106
5064,29108
5064,60492
19644,6549
19644,8333
19644,15257
19644,19340
19644,27625
19644,28876
19644,28972
19644,32685
19644,52337
19644,59104
29067,5446
29067,31512
29067,49310
29067,49514
29067,60999
29067,61614
32822,39407
12828,12819
12828,12820
12828,51865
33479,9197
33479,22655
33479,29923
33479,33478
33479,62869
7210,32956
7210,59218
45956,128
49595,22785
49595,28169
49595,37693
49595,49084
49595,66387
49595,64967
30073,43227
32182,32184
29656,17641
29656,17646
29656,32295
29656,33616
29656,44016
29656,49338
17528,1333
17528,19911
54372,34249
37440,54526
64693,42424
64693,60841
26266,13259
26266,34125
26266,58396
63899,63891
63899,63890
61593,27989
61593,43521
61593,49991
13442,66148
13442,41360
61526,6881
9691,9329
47360,18802
47360,41910
65563,22764
65563,22766
65563,28718
65563,32014
65563,32130
65563,56595
65563,57406
12171,563
12171,12167
12171,16450
12171,65686
16901,35293
52822,57822
4489,4202
4489,39407
33752,17958
46672,33605
34931,6106
34931,20287
34931,27067
34931,27076
34931,31789
34931,65577
33987,4760
33987,20481
33987,37545
14932,47122
49891,65374
6542,61357
6542,61394
1121,62681
1121,62680
1121,62678
1121,62698
1121,64093
6504,24154
6504,49067
58888,11268
58888,13608
58888,29690
58888,37661
58888,39956
58888,40120
58888,41788
58888,47938
58888,52337
64403,16817
64403,26814
64403,60930
64403,62596
64403,62607
64403,64402
64403,64674
64403,65053
28262,13053
41104,1393
41104,21650
41104,26580
41104,27587
41104,32520
41104,40075
41104,40849
41104,43866
41104,47733
41104,56420
41104,59624
41104,60271
4616,1198
4616,5201
4616,5838
4616,6311
4616,18278
4616,17347
4616,31028
4616,55342
4166,14631
27365,12462
42517,42516
26045,1414
26045,19857
26045,22229
26045,25992
26045,50315
26045,58768
61710,52979
61710,55315
61710,61709
42756,24415
42756,52308
42756,57838
42756,59733
42756,59732
42102,777
42102,15968
42102,19160
42102,28228
42102,33565
42102,35963
42102,38705
42102,41870
42102,48060
42102,49760
42102,49759
42102,54287
42102,54856
42102,57629
49185,36576
49185,40105
49185,55245
10584,42760
10584,45358
41009,50884
60532,10232
60532,25042
60532,64633
60557,5996
60557,5994
60557,8871
60557,13808
60557,19768
60557,19767
60557,18552
60557,24921
60557,29992
60557,39904
60557,45776
60557,61130
60557,61129
60557,59728
61989,11255
61989,12273
61989,19411
61989,42806
61989,46337
61989,47876
61989,47878
61989,48956
61989,49057
61989,55379
61989,55767
61989,57594
61989,61987
30506,46776
30506,46775
42828,65923
44598,44593
38569,3225
38569,17712
38569,27058
38569,27690
38569,31615
38569,33078
38569,38869
38569,55003
38569,60302
38569,63476
56270,513
56270,6554
56270,18344
56270,18345
56270,42145
56270,45622
56270,49696
56270,53080
56270,54188
56270,54189
56270,59660
30609,926
30609,12702
30609,26111
12570,17066
12570,22828
12570,33825
12570,37265
12570,44983
12570,53099
12570,60154
23086,120
23086,23084
23086,23251
23086,58332
23086,58649
23086,64235
3242,3240
3676,506
35057,45001
35057,44671
35057,59999
33583,17990
33583,23251
61070,26197
61070,26230
58125,29814
53967,12443
53967,12995
53967,25609
53967,26448
53967,26451
53967,40877
53967,42784
53967,42923
53967,54356
53967,57924
53967,59146
53967,65329
6668,4425
6668,25411
6668,33890
6668,37980
6668,57613
44669,9614
61940,12113
61940,12288
61940,28723
61940,61784
7269,47081
27141,1222
27141,8626
27141,12081
27141,12082
27141,12949
27141,27137
27141,27140
27141,29211
27141,46725
27141,53086
27141,56552
27141,60164
27141,60463
6002,27532
60380,1089
60380,8090
60380,25609
60380,26447
60380,26448
60380,27483
60380,36926
60380,40877
60380,52390
60380,53687
60380,65329
61863,39477
9258,9257
27183,9758
27183,15904
27183,26802
27183,28568
27183,28566
27183,40604
27183,57776
27183,59398
27183,62121
27183,65329
47326,58794
51325,4267
50318,7371
50318,21494
50318,50328
50318,50329
43990,422
43990,35108
43990,36232
43990,40077
43990,41489
43990,44873
43990,45198
23727,1007
23727,8307
23727,13213
23727,13968
23727,23218
23727,23334
23727,35901
23727,47632
23727,51870
23727,56276
23727,61506
20390,4164
20390,50930
45885,42597
45885,51359
23652,56547
23652,63075
23652,63642
23652,65621
52986,6661
52986,9855
52986,22570
52986,31103
16075,21252
16075,31380
16075,47669
16075,50389
63451,18154
63451,28247
63451,28594
63451,33255
63451,49298
46788,40435
46788,42472
48959,1177
48959,10072
48959,16607
48959,16611
48959,16609
48959,16608
48959,24222
48959,26407
48959,28594
48959,36649
48959,45133
48959,49819
24550,24549
8697,8692
8697,8694
18192,10
18192,8
18192,6864
18192,6863
18192,3900
18192,3903
18192,6943
18192,6941
18192,3920
18192,8107
18192,17321
18192,18183
18192,18190
18192,45516
18192,48589
18192,49947
18192,48690
18192,50275
18192,52606
18192,56714
18192,58268
18192,59422
18192,64209
18192,64227
2667,26500
2667,32835
56354,18880
56354,48109
56354,60497
56354,64896
19517,18458
58354,279
58354,9506
58354,30170
58354,34293
58354,50752
58354,58352
25088,39036
25088,45848
45095,9911
45095,37127
45095,59668
4701,5645
4701,13758
4701,15254
4701,15258
4701,15283
4701,21650
4701,23334
4701,28877
4701,35069
4701,36942
4701,42632
4701,46631
4701,52697
4701,55268
4701,55793
4701,59104
4701,59101
4701,59109
4701,61118
29019,29018
23529,31494
32707,65183
1272,21743
1272,59102
12092,29105
12092,30957
12092,36834
36593,29093
36593,63034
46382,10111
46382,35709
46382,35748
46382,35782
42145,513
42145,17277
42145,18344
42145,18347
42145,18345
42145,33439
42145,42144
42145,45622
42145,53080
42145,58471
42145,59660
21310,19717
21310,25986
21310,31232
33450,45231
27558,10002
29417,4643
52738,20947
52738,28380
52738,37532
52738,55941
24132,9321
24132,9454
24132,9509
40113,40112
18895,2395
18895,10386
18895,21744
18895,32040
18895,39911
18895,45256
18895,46630
18895,48281
18895,48282
18895,66460
63597,19741
50244,24421
50244,51007
52017,13624
52017,13625
52017,34756
52017,47777
52017,49641
14162,48293
23278,13803
23278,16625
23278,29387
23278,30114
23278,36790
23278,54840
5063,15026
5063,25179
5063,29187
5063,36073
5063,37643
5063,53333
5063,56393
5063,61865
23834,29293
28576,25127
28576,56713
28576,56711
3656,3688
3656,39062
27960,50904
31074,54921
25057,49964
37742,10735
37742,31693
37742,35830
37742,36845
37742,64038
35647,29312
35647,29675
35647,53319
35647,63699
36043,58497
30682,58018
34130,3514
46720,40430
47762,18523
47762,18546
47762,18550
47762,20413
47762,39904
47762,53080
47762,59145
47762,59968
47762,64385
26653,36788
56065,9496
56065,14662
57994,190
57994,39347
9662,9572
9662,39541
50775,34524
994,10677
994,42206
37949,25434
37949,26890
56874,2352
56874,52724
35788,17204
40060,54147
50808,50799
28750,32404
28750,47016
28750,47015
28750,54208
28750,54210
28750,54248
64618,38929
31310,16182
31310,46838
16166,926
16166,3249
16166,4359
16166,3358
16166,4944
16166,4997
16166,5980
16166,14149
16166,16164
16166,16599
16166,21744
16166,22026
16166,28346
16166,46630
16166,49782
16166,56781
8847,8845
8847,12432
35099,8016
35099,9912
35099,11482
35099,21655
35099,22229
35099,41458
35099,41736
35099,41734
35099,52586
64985,64982
49205,20081
55528,22115
31030,8196
31030,8195
31030,22327
31030,56893
8113,6014
8113,6051
8113,34950
8113,55738
52968,1110
52968,23251
52968,28388
52968,34121
52968,34120
52968,37493
52968,43130
52968,45434
52968,59422
11358,22215
11358,42225
11358,61192
22773,62418
7504,7500
7504,52537
7974,1991
7974,21368
7974,25982
7974,25980
7974,53723
12475,18904
12475,57803
15940,29381
34474,39215
43920,36504
43920,40656
43920,43919
43920,58207
43920,64403
14589,4086
14589,24170
14589,45821
916,17937
916,20382
916,25294
916,34678
916,38862
916,48393
916,55957
916,57773
916,57772
916,59396
916,59395
916,65890
36848,926
36848,5908
36848,14760
36848,29531
36848,31807
36848,32279
36848,35826
36848,36342
36848,60959
36848,62493
36848,65756
16953,12995
16953,24846
16953,26472
16953,42784
16953,56703
60536,8714
60536,8713
60536,20176
60536,22221
60536,22205
60536,31937
60536,36157
60536,46773
60536,51626
60536,66308
60536,66307
60536,60535
60536,62297
62574,18819
62574,18818
62574,30395
62574,33636
62574,63190
52740,5975
52740,19960
1647,54833
1647,55577
1647,64552
53093,19067
53093,21793
53093,31731
53093,39400
53093,45137
53093,45136
53093,48550
53093,53092
53093,53091
53093,59819
31818,40943
31818,56877
31818,59170
34011,2395
34011,8565
34011,11827
34011,14063
34011,36943
34011,48011
34011,50574
19154,23453
19154,33698
37498,23251
37498,23252
37498,34450
37498,34451
37498,37496
37498,34570
37498,41608
37498,63085
37498,64149
37498,64385
37498,64266
51312,3688
51312,51311
767,51650
1324,37830
45255,23708
45255,62136
25885,19687
49528,21751
49528,43071
29381,37501
1179,58418
5521,2145
5521,2212
5521,5515
5521,5513
5521,8195
5521,18246
5521,26230
5521,47423
5521,48042
5521,53806
5521,66442
9495,18391
9495,24415
9495,29871
9495,58418
9495,59732
64817,5273
64817,13950
64817,23724
64817,31212
64817,47712
64817,47716
19956,120
19956,5510
19956,17277
19956,58333
19956,58332
19956,58649
19956,58648
19956,64391
19956,64386
19956,64385
19956,64147
30796,9197
30796,29923
30796,43892
30796,53419
30796,53420
30796,61749
33905,52279
1316,4668
1316,10278
1316,32279
1316,41110
10694,11233
10694,25986
20158,137
20158,130
20158,9498
20158,20150
20158,24379
20158,30470
20158,51076
20158,58414
20158,64180
64567,11228
64567,33611
64567,64566
7537,66241
7537,22178
7537,25514
7537,26504
7537,27500
7537,33441
7537,41873
7537,54334
9202,4272
9202,9200
8074,14366
1544,4196
1544,58415
1544,59711
1544,64228
42654,563
42654,29642
42654,46052
42654,60190
46323,18020
46323,31805
65272,36913
65272,39794
58089,58088
17055,52149
17055,62142
19717,4224
19717,26831
19717,45523
19717,51040
44041,36046
64336,6661
64336,10638
64336,13347
64336,15904
64336,17992
64336,21640
64336,26801
64336,33255
64336,34970
64336,41604
64336,42745
64336,54542
64336,54545
64336,55070
64336,59385
64336,59398
64336,61194
64336,64393
15360,33729
15360,33986
15360,41572
25433,2944
25433,15915
25433,41818
57268,22
58541,58542
19163,4543
19163,19162
19163,18669
19163,29362
19163,54117
19163,64507
47226,4789
47226,3750
47226,3749
47226,21751
47226,21755
47226,21752
47226,30906
47226,52262
47226,51490
58743,17570
15975,4120
15975,4121
15975,9724
58236,51542
58236,65144
15534,15533
15534,15532
15534,25790
15534,53012
32046,11798
56617,13796
56617,17803
56617,57104
10564,4065
10564,26260
1657,25180
1657,35414
1657,37753
1657,64368
62656,7956
62656,23005
62656,23845
62656,32408
62656,32683
62656,36373
62656,38601
62656,42997
62656,60586
62656,65053
1950,1949
1950,1948
1950,17875
1950,24738
1950,47521
1950,52299
1950,53082
1950,57312
25795,13962
25795,30633
26719,8687
29562,34503
29562,37855
29562,57321
47623,20701
47623,49637
38189,64371
32324,720
32324,6697
32324,15575
32324,19634
32324,32323
32324,66382
32324,58770
11489,34571
48924,48923
52600,58095
55283,5013
55283,22228
55283,25904
55283,33344
55283,36754
55283,40095
55283,41738
55283,56983
55283,61493
7656,8333
7656,36942
7656,47081
7656,55245
34382,34381
19293,4130
19293,14898
19293,16625
19293,43618
23840,64861
41697,8609
41697,44111
63240,372
63240,19251
63240,41601
63240,55868
63240,62750
24838,6477
24838,19339
24838,26365
24838,36620
24838,36659
24838,38675
24838,41268
24838,41485
24838,42115
24838,44816
24838,46457
24838,47082
24838,47613
24838,48956
24838,49351
24838,58806
24838,60991
24838,61987
25335,12930
22641,22639
41931,39407
41931,39468
41931,39469
19840,39246
63966,15290
63966,16179
63966,16199
63966,22763
63966,62307
63966,64597
54636,15968
54636,14724
54636,33096
54636,33522
54636,38704
54636,39904
58264,16108
8150,3747
10755,8908
46984,22213
46984,22212
46984,31190
46984,57192
46984,66364
46984,58768
6575,31863
59299,36226
59299,45532
16236,12098
16236,25793
16236,28971
16236,36518
16236,37736
16236,62684
16236,63124
16236,64669
1938,4206
1938,43220
20301,11972
20301,19231
20301,34826
20301,57958
20301,60863
20301,61095
20301,61792
20301,63112
62273,4617
62273,5167
62273,7097
62273,9496
62273,13473
62273,21166
62273,24019
62273,26476
62273,53082
62273,53764
62273,58027
62273,58687
62273,61422
62273,62272
18048,37965
46705,34363
17683,17681
17683,53995
42386,3207
45586,20658
5393,48480
17378,20481
30017,34195
7560,20089
7560,64203
46024,48323
63157,60572
53381,17071
53381,23288
53381,35350
53381,37840
53381,44017
53381,47936
53381,50131
53381,55394
11063,1006
11063,6477
11063,31348
11063,35834
11063,47081
11063,47188
11063,49351
11063,55245
11063,59053
11063,59668
53017,11801
53017,54796
53017,55254
53017,65375
1312,36163
1312,42361
6227,9037
38008,28974
35635,17054
35635,18893
28578,10685
28578,24072
28578,24958
28525,15909
27668,6664
27668,15514
27668,18211
27668,23823
27668,26669
27668,36511
27668,40481
27668,42923
27668,46673
27668,53081
27668,57773
27668,57778
27668,57925
27668,59146
27668,58490
65220,555
65220,7438
65220,22545
65220,25811
65220,36955
65220,37662
65220,46982
58656,3476
58656,6201
54281,54279
62888,9498
62888,9555
62888,18426
62888,20150
62888,24379
62888,30164
62888,62192
62888,64180
36026,44647
16150,2875
16150,5165
16150,19140
16150,19141
16150,26790
16150,33522
16150,49758
16150,54117
16150,60044
59631,8949
21566,21565
21566,49716
12254,42765
12254,47324
12254,61727
55424,55422
55424,55423
55424,63886
22432,41700
63471,13985
63471,17508
63471,22230
62206,10388
62206,11459
62206,11798
62206,11898
62206,12359
62206,25179
62206,24216
62206,55529
62206,60707
62206,62700
62206,64368
62206,65672
37487,47298
49478,45768
49478,55245
18343,18340
61051,23958
61051,29587
61051,62415
61051,62710
53634,15396
53634,22206
53634,41459
53634,58768
12174,25614
12174,25615
12174,25617
57353,46052
56986,22212
56986,25904
56986,29791
56986,36755
56986,36756
56986,36955
56986,41818
56986,43075
56986,45170
56986,45173
56986,56981
56986,56978
56986,56975
60512,7722
60512,23710
60512,25131
60512,29310
60512,46179
60512,46890
60512,47061
49766,13440
49766,42512
49766,65985
46414,22690
46414,38810
46414,55719
32696,18751
32696,47110
18139,10615
18139,50457
18139,59365
53272,1171
53272,174
53272,9677
53272,35044
53272,45018
53272,56804
15408,15405
15408,33599
18744,676
18744,24509
18744,31191
18744,38299
18744,56801
18744,64395
9567,62791
47111,396
47111,36195
47111,40315
6586,11816
6586,41702
51439,20369
46691,22216
46691,22213
46691,22949
46691,28063
46691,28848
46691,29743
46691,31190
46691,31954
46691,36030
46691,36158
46691,46982
46691,52444
46691,66364
46691,58768
46691,60005
13791,32472
63702,12252
63702,61727
33580,6300
33580,7019
33580,14199
33580,28358
33580,28357
33580,33576
12887,17980
12887,19414
10253,519
10253,8942
10253,41904
10253,58787
60750,6332
25749,1910
16500,56277
46169,2875
46169,15969
46169,25973
46169,38704
46169,49759
46169,64084
12073,50595
29351,50216
19590,3327
62508,17871
62508,57398
62508,64788
62508,64930
62508,65195
44355,11523
44355,23635
44355,34707
44355,36239
44355,41737
44355,49069
63389,2354
63389,2395
63389,6477
63389,18004
63389,19153
63389,28905
63389,30770
63389,31874
63389,32040
63389,36621
63389,36942
63389,36943
63389,42017
63389,48956
63389,55688
63389,59071
63389,59104
63389,65626
30869,1261
30869,3359
30869,6266
30869,40432
30869,46336
30869,46787
30869,52910
30869,56808
60367,60279
60367,65578
19712,6993
19712,54873
24783,24781
16533,7818
16533,16612
16533,62847
48651,48650
24037,43340
24037,43349
24037,49243
33740,6290
33740,6413
33740,9854
33740,25713
33740,32316
33740,43745
33740,47522
61002,10303
61002,34904
61002,46569
61002,56810
61002,63754
39394,18359
39394,18360
39394,34243
39394,45705
39394,48550
9758,9598
9758,28566
9758,33251
9758,52174
55289,9834
55289,10043
55289,14837
55289,16524
55289,16525
55289,16523
55289,17719
55289,19398
55289,20211
55289,23361
55289,33842
55289,57606
55289,57602
55289,57605
55289,61909
15156,13646
27416,21007
27416,24174
27416,30365
27416,30369
27416,39229
27416,56130
27416,60077
27416,63382
7072,9626
7072,38920
60795,35413
60795,42855
1629,182
28908,14364
28908,22178
28908,25032
38320,5667
38320,6043
38320,13158
38320,29079
38320,36526
38320,51775
66362,57192
66362,58755
66362,66494
40940,61434
6269,3682
6269,6266
6269,18332
6269,29620
6269,47082
6269,50390
6269,50672
6269,53556
28880,28879
43415,2052
43415,25032
32315,17568
32315,21283
32315,55957
20314,8470
12787,3216
12787,27716
12787,54579
2558,25693
62405,926
62405,7069
62405,7066
62405,7067
62405,12702
62405,38870
62405,38869
62405,53086
62405,63148
34340,39095
34340,50855
45753,51418
32844,19909
32844,21638
32844,21644
32844,21641
