Source,Target
35054,35052
35054,35049
35054,36985
35054,40877
35054,65329
65592,1596
65592,27073
65592,48403
33430,7299
33430,33429
42520,42519
56534,22711
56534,55297
57199,45276
62720,1253
62720,6661
62720,49362
62720,62162
35708,40939
35708,51281
56512,3113
56512,18154
56512,33251
56512,54539
56512,55443
56512,56509
56512,59957
56512,65468
41235,37302
16316,243
16316,48745
16316,59394
16860,8268
22176,35980
25572,7330
7333,40163
7333,60112
41743,8016
41743,27519
41743,41734
41743,41747
41743,52586
41743,58759
41743,58758
46254,644
46254,17572
46254,32811
46254,54988
46254,65930
29613,211
29613,3376
29613,24773
29613,34326
29613,44634
39237,45769
64645,35537
64645,57038
64645,58007
11790,52831
11790,53178
11968,27058
11968,29108
11968,63195
11968,65578
57395,57393
30803,21056
30803,32666
30803,36518
30803,41766
30803,50029
30803,50086
30803,60509
30803,60707
30803,61134
30803,65191
49765,42131
51737,12710
51737,53660
51737,62195
37705,12711
37705,15104
37705,40640
37705,49067
37705,49119
37705,53832
53030,5897
53030,7185
53030,13323
53030,53024
53030,53029
53030,56552
55167,2890
55167,17336
55167,26742
55167,27995
55167,33520
55167,59601
22558,3471
41895,39022
19241,19456
40458,25042
16570,11643
16570,20324
16570,25612
16570,35052
16570,35048
16570,40877
16570,41316
16570,52935
16570,65329
17297,17160
17297,45647
20816,64164
59292,33522
59292,38237
18234,26230
18234,59669
18234,61664
52276,4359
52276,21746
52276,23334
52276,32388
1275,12966
30695,6197
30695,51235
30695,55886
30695,55887
16770,65576
16770,65583
53256,1910
53256,8157
53256,36679
53256,36681
53256,34363
53256,61489
22158,12759
22158,15669
22158,23251
22158,23916
22158,23909
22158,30033
22158,32873
22158,32874
22158,34449
22158,38738
22158,41027
22158,54117
22158,51329
22158,58375
22158,59956
22158,63085
22158,63089
22158,63087
22158,64392
22158,65114
22158,65113
38765,11188
38765,24717
38765,29108
38765,31217
38765,32244
38765,32648
38765,36279
38765,43905
38765,50431
38765,52881
38765,62142
22087,5063
22087,6273
22087,17923
22087,21379
22087,49029
22087,51904
22087,52835
37791,45009
37791,53351
37791,65734
31269,3268
31269,6661
31269,24846
31269,26451
31269,42784
31269,56703
31269,59146
31269,60886
31269,65330
51739,17509
51739,26993
51739,51738
63656,18495
63656,36579
1724,17779
7530,7437
7530,36211
7530,47962
7530,59323
15209,1177
15209,6761
15209,58860
12294,32381
12294,59669
18828,12252
18828,13204
18828,27406
65069,20040
65069,56645
34934,12805
34934,23627
24639,63
24639,9497
24639,20840
64551,1516
64551,24985
43526,532
43526,44108
49292,8736
49292,58860
20408,24762
17736,2695
17736,17643
17736,17735
17736,17734
17736,19248
8243,8241
8243,16192
8243,30419
8243,45753
8243,51418
53910,25532
53910,31005
27465,5996
27465,5994
27465,26799
27465,26798
27465,29505
62741,24363
2174,987
2174,4065
2174,8439
2174,9816
2174,11944
2174,11943
2174,11941
2174,11939
2174,11936
2174,23376
2174,25413
2174,34848
47150,7451
47150,15654
60426,1838
60426,36710
60426,36708
60426,36709
60426,38029
31756,5243
53987,53988
29297,13158
29297,15852
41559,39377
1109,4196
1109,45225
1617,22218
1617,22237
1617,35870
40536,5978
40536,26230
40536,39157
40536,40656
57124,15960
57124,29712
57124,48812
57124,54056
45738,9624
45738,44671
45738,56037
45738,58489
63376,3113
63376,3267
63376,6661
63376,26801
63376,31193
63376,32058
63376,32057
63376,33255
63376,34970
63376,37163
63376,43205
63376,45001
63376,53084
63376,55081
63376,63375
63376,64101
63376,65330
5929,2879
5929,8736
5929,8735
5929,37608
5929,37607
5929,45138
38945,1110
38945,14914
38945,19766
38945,28664
38945,37967
38945,44766
38945,59422
38945,63213
38945,65330
7344,5060
19407,61539
45401,45400
46645,20861
46645,45539
46645,48761
30330,3575
22081,2144
22081,30750
15741,8254
15741,50029
44631,44628
26476,4592
26476,5170
26476,7097
26476,8736
26476,22855
26476,25576
26476,26475
26476,41623
26476,53082
26476,53764
26476,61422
57416,5978
57416,7714
57416,13968
57416,30826
57416,40943
57416,58794
59384,7594
59384,23907
11514,11513
11514,17803
11514,25018
40214,30500
16748,8608
53821,462
53821,20545
53821,53820
44344,689
19062,3338
19062,4796
19062,3688
19062,40184
48144,18921
56080,29982
55094,37426
55094,61547
17451,49531
13226,25411
13478,3304
13478,9532
13478,28469
13478,29834
13478,29835
13478,29833
13478,45685
35105,34093
35105,35102
35105,44435
35105,47504
4662,9261
61741,44803
2025,1414
2025,1723
2025,2024
2025,22220
2025,54416
2025,57764
2025,57761
10602,13164
10602,55921
61578,43632
61578,62911
4385,10044
4385,10043
4385,10045
4385,15274
4385,16524
4385,16525
4385,17720
4385,20211
4385,23361
4385,57606
4385,57608
4385,60923
29714,30999
29714,32848
29714,32850
35096,12950
35096,29252
35096,40753
30836,10044
30836,16524
30836,17663
30836,30835
30836,36985
30836,61193
43710,13502
47771,25182
47771,52094
47771,64368
46347,11894
46347,13088
46347,27987
46347,46346
6357,4556
29390,1887
12827,12821
12827,12819
12827,12820
12827,51865
10536,34943
5270,8043
5270,54192
31369,64072
4608,4607
7981,1111
7981,2875
7981,5996
7981,7980
7981,9853
7981,59968
37087,38910
54612,1177
54612,36649
54612,63584
54612,63585
54612,65115
52843,28928
52843,52842
43995,11416
43995,58462
26265,4100
26265,9750
26265,26262
29408,1006
29408,21744
29408,36204
29408,47081
29408,55245
29408,59104
29408,60932
21641,3671
21641,21639
21641,45003
21641,45001
21641,45002
21641,47762
21641,54973
21641,64390
54534,54533
54534,54532
65365,50828
47808,30911
47808,47803
47808,56712
47808,56713
47808,57776
47808,58852
47808,58436
47808,65330
4888,30761
4888,43511
4888,46931
42794,21826
42794,34898
42794,37191
42794,48232
42794,49173
43378,14451
43378,42397
14072,3983
16749,59527
65075,926
65075,53086
57512,9194
57512,21974
17992,123
17992,5277
17992,9859
17992,11415
17992,13347
17992,17986
17992,17988
17992,17987
17992,19768
17992,35044
17992,34450
17992,58491
17992,63986
17992,64393
17992,64385
17992,64147
3219,9248
3219,15168
3219,23319
3219,20944
3219,24206
3219,47380
3219,53803
3219,61722
17924,38532
45925,45924
62180,23824
62180,23827
62180,24966
62180,35048
62180,47252
62180,47863
62180,45806
62180,49199
62180,59147
62180,58491
5554,9771
5554,60159
26946,20169
26946,26945
19992,19991
19992,47948
19992,56892
19992,66289
19992,56002
19992,61046
48749,56122
17278,17277
48123,4911
48123,27386
48123,29289
48123,48122
48123,62142
64516,12204
64516,55170
37226,26940
37226,34134
37226,48700
38588,5795
38588,17769
38588,32233
38588,32988
38588,38580
38588,38585
38588,56711
38588,57776
38588,65330
63918,32237
63918,47158
63918,48923
49637,20701
54458,5396
54458,13869
54458,29554
54458,54457
54458,55258
42436,43758
61807,61806
35940,22516
47083,1134
47083,4569
47083,7269
47083,10641
47083,16028
47083,31822
47083,47081
33579,33572
63211,62925
25477,6045
31144,6479
31144,31776
44183,7252
570,31591
570,36141
570,43424
570,49211
570,57535
570,59624
570,64436
60809,13915
60809,27065
60809,28722
60809,34014
60809,36907
60809,41699
35772,25349
35772,25761
35772,35770
35772,61122
35772,62219
35772,63526
35772,65705
10652,8196
10652,21602
10652,20837
10652,47120
54855,8864
54855,13069
54855,18550
54855,34552
54855,49758
20021,22400
11349,46748
5414,1928
5414,5979
5414,21180
5414,46584
5414,46589
5414,50206
42308,22749
42308,36658
42308,42307
42308,43883
42308,46555
42308,56544
42308,63692
26662,17302
29941,18357
29941,18356
15060,15850
49830,8871
49830,9266
49830,17290
49830,18546
49830,18550
49830,18547
49830,18552
49830,20382
49830,24593
49830,24743
49830,34448
49830,39237
49830,39250
49830,58436
49830,58489
20062,50364
29276,1994
29276,2873
29276,2869
29276,9890
29276,11559
29276,19198
29276,31506
29276,36869
29276,48973
29276,55017
26467,59104
18886,18883
18886,29222
18886,54330
18886,57488
18886,59105
27142,48147
27142,57804
9635,205
60170,10627
60170,36328
60170,54979
60170,60169
60170,62305
60170,62702
60170,63882
60170,64534
60170,64533
60170,65473
7512,9453
7512,24447
49259,21037
11295,11294
11295,34896
11295,37386
31374,1329
31374,15968
31374,20056
31374,33096
31374,33522
30757,23510
30757,51905
30757,52835
30757,59505
38740,21011
15995,34756
56766,8132
56766,22961
51538,51866
19978,41184
43675,6335
43675,12400
43675,36062
21320,25672
21320,41184
19289,13147
19289,16026
19289,21410
19289,21415
19289,21447
19289,22051
19289,25772
19289,60957
19289,61218
19289,65183
36353,6037
36353,13069
36353,26818
36353,27116
36353,31221
36353,49759
36353,54855
36353,60214
26570,705
26570,25289
26570,32388
26570,34904
26570,40019
26570,60969
26570,64419
63356,8631
39657,58491
56184,20952
56184,34576
34874,13157
34874,15358
34874,18783
34874,42231
34874,46721
34874,66354
34874,59551
21066,27251
21066,48213
49672,37175
49672,40781
49672,49669
49672,49671
22923,7652
22923,13779
22923,26355
22923,47644
22923,58016
14964,5996
14964,5994
14964,14961
14964,14963
14964,20056
14964,35266
14964,46900
31069,46866
60662,25093
60662,27089
60662,35789
60662,55315
60662,58638
6162,6161
7069,926
7069,7066
7069,7065
7069,7068
7069,7067
7069,12702
7069,66283
7069,17637
7069,21335
7069,22516
7069,26111
7069,29531
7069,30608
7069,31862
7069,36055
7069,38870
7069,38869
7069,46184
7069,46987
7069,47626
7069,47983
7069,64062
7069,64301
7069,65302
63349,7753
63349,7821
63349,7818
63349,9556
63349,16532
63349,23748
63349,31916
63349,48971
63349,57345
63349,56159
63349,57696
63349,62847
16579,1287
16579,34311
11366,3731
6370,18455
1140,7525
20206,17348
3201,29106
3201,61126
59548,29622
59548,48355
59548,51225
59548,58085
59548,58589
19896,19895
32881,229
32881,7048
32881,12220
32881,15669
32881,24228
32881,25711
32881,28607
32881,30032
32881,32871
32881,39391
32881,47521
32881,55870
32881,58504
7294,17638
7294,22711
7294,30644
7294,37754
7294,40343
7294,58643
63765,10938
63765,10943
63765,11908
63765,11907
63765,21342
63765,26915
63765,31289
63765,32262
63765,33531
63765,37831
63765,47595
63765,49718
63765,55573
63765,57835
63765,60881
63765,63762
63765,63764
62692,58472
7429,14318
45449,45448
49070,47014
49070,54207
49070,54248
57750,44492
12961,51962
50649,51175
7381,3011
7381,5275
7381,7709
7381,9440
7381,13992
7381,16715
7381,19571
7381,19827
7381,21793
7381,21009
7381,25768
7381,45137
7381,45136
7381,45139
7381,48550
7381,53091
7381,50989
7381,59819
7381,62424
7381,62425
26891,58847
36969,35375
65928,7041
41598,199
41598,3950
41598,9440
41598,13816
41598,9625
41598,13992
41598,19067
41598,18359
41598,18360
41598,21009
41598,25666
41598,26179
41598,33352
41598,34255
41598,34499
41598,38463
41598,39263
41598,39394
41598,39396
41598,39400
41598,39449
41598,42649
41598,45705
41598,48550
41598,48551
41598,49868
41598,52234
41598,50985
41598,50989
41598,59744
41598,59745
41598,59819
41598,62424
41598,63863
55170,20481
3587,59601
23412,10379
23412,28089
23412,29467
26889,26888
11821,2680
11821,9682
11821,39391
31481,31480
53706,38933
63469,62704
47147,28600
47147,66460
15867,228
15867,20209
15867,32826
14909,6661
14909,7798
14909,22173
14909,56713
14909,56711
14909,59422
31912,31908
31912,31907
60404,120
60404,20155
60404,24380
60404,55069
60404,57138
60404,64235
60404,64223
45245,38705
45245,38704
45245,49759
45245,49758
55202,3059
7990,7987
7990,19175
7990,18393
7990,32236
59519,59517
5854,52520
36312,28698
36312,36311
36312,36629
64211,48749
64211,56122
28250,50249
37606,597
37606,29772
37606,30147
37606,30146
37606,32476
37606,30153
37606,30151
37606,33278
37606,34163
37606,34320
37606,45728
32177,9713
32177,30088
32177,32178
29870,18547
29870,39683
29870,59732
46640,31614
46640,31613
63280,12614
63280,12613
63280,41386
34341,48636
34341,51459
25956,28166
29558,37548
14636,58547
57003,23892
57003,57002
4552,2110
4552,7403
4552,33069
4552,37994
4552,41785
4552,51526
47820,7495
47820,13985
47820,21449
47820,38109
47820,52535
26189,26188
26189,36526
26674,26671
26674,31063
26674,34832
26674,49188
8095,5994
8095,19160
8095,24921
8095,46900
50896,18389
50896,18388
50896,51342
50896,51343
11619,9624
11619,14455
11619,62763
11619,62762
38616,2148
38616,12438
38616,22478
38616,27328
38616,46823
30938,30936
21189,47894
63354,11819
63354,9200
41854,5017
30405,103
25780,10870
25780,10972
25780,26623
8426,9342
8426,30260
8426,46455
38107,49937
14813,62791
47831,17509
47831,46793
47831,47830
47831,47826
47831,47825
47831,47820
47831,48988
47831,58799
47831,60134
26526,8865
26526,24558
26526,28419
26526,28462
26526,59733
33662,3413
33662,8633
25640,25639
15474,5179
10518,9746
10518,17093
10518,36375
10518,46495
10518,49232
45306,6477
45306,14990
45306,31076
45306,36187
45306,41584
45306,51872
45306,66372
64647,2136
64647,9746
64647,40961
64647,62007
64647,62698
64647,62702
64647,63882
64647,65470
64647,65509
40083,1769
40083,1988
40083,8133
40083,11768
40083,17072
40083,22327
40083,26543
40083,32301
40083,32300
40083,45955
40083,54982
35660,11600
36794,14048
36794,31237
36794,57613
46702,50723
46702,57070
65618,1177
65618,15510
14837,10044
14837,10043
14837,10045
14837,16524
14837,24233
14837,57602
52080,40714
52080,52076
6938,2336
6938,51125
6938,62641
50009,36054
8133,17071
8133,17086
8133,22327
8133,29520
47244,22701
16331,3113
16331,10712
16331,12770
16331,12769
16331,18154
16331,23017
16331,33255
16331,33254
16331,37163
16331,42720
16331,47750
16331,49379
16331,49847
16331,51654
16331,53940
16331,55081
16331,57178
16331,57177
16331,60395
16331,62145
16331,65469
38470,4421
38470,24898
38470,36977
38470,56713
38470,57773
38470,61051
38470,61049
17126,498
55310,16913
55310,31266
55310,55026
55310,55309
55310,57804
61803,6043
29791,39515
572,571
572,5587
572,17925
36835,7337
36835,31860
36835,46681
36835,61830
32243,403
32243,32216
22225,8715
22225,8713
23655,2457
23655,2456
23655,6312
44928,13547
44928,45891
44928,60426
44928,63924
42023,4359
42023,6546
42023,11255
42023,21650
42023,26567
42023,30936
42023,36204
42023,47155
42023,49514
42023,51823
42023,56873
57210,14704
57210,55880
56415,32388
56663,37812
18061,23626
2964,2963
2964,2962
2964,15007
2964,48039
2964,59529
7095,5162
7095,7094
7095,7093
7095,7091
7095,4197
7095,9892
7095,16933
7095,16938
7095,33520
7095,34740
36200,41936
13652,56763
49071,47015
40974,62678
40974,62698
40974,64093
17834,2447
17834,7838
17834,41765
42090,11423
42090,33643
42090,46968
35614,10496
35614,35613
56715,56713
38108,4359
38108,4361
38108,22026
38108,23326
38108,31807
38108,54452
38108,59094
38108,64725
24118,24114
24118,24116
26440,9427
32412,27136
32412,32411
32412,39794
32412,46739
32412,62701
32412,63253
24933,30974
52970,26097
52970,48172
52970,52960
52970,54265
38395,3327
38395,35578
47182,23528
56953,8981
56953,17231
56953,39190
56953,58449
23363,9502
23363,16523
23363,23361
23363,57606
23363,57602
12572,3430
12572,30260
12572,44564
12572,56178
51193,9496
51193,14437
51193,20840
51193,45399
61835,20404
61835,30426
61835,34335
65878,2143
65878,2209
65878,8099
65878,9779
65878,16240
65878,35377
65878,37746
65878,43743
65878,48545
65878,55434
65878,59323
65878,62945
65878,63305
65878,65219
38528,1292
38528,4970
38528,16830
38528,40736
38528,39461
45772,59877
37229,10106
37229,11124
37229,27383
36749,12195
36749,35141
36749,63261
38758,57557
63002,1177
63002,36649
63002,54612
63002,63584
63002,62828
63002,63585
63002,63586
63002,65115
63002,65117
20312,23707
20584,50799
38785,1177
38785,16607
38785,28594
38785,36649
38785,53689
38785,54612
38785,59846
38785,62828
63026,21454
63026,25904
63026,26563
63026,34983
63026,45262
63026,48197
63026,55283
63026,56980
63026,63022
63139,2491
63139,7047
63139,7255
63139,44833
63139,53333
63139,53881
63139,64729
63139,65403
59343,59341
59343,59339
50378,50376
50378,55260
36782,10971
55392,38
55392,34363
55392,53439
55392,55979
60767,25808
60767,36238
60767,56559
60767,60765
60767,60764
60767,65488
47174,20182
25218,24228
25218,38106
25218,45718
25218,55065
25218,51332
25218,58494
60891,10948
60891,38691
7097,6974
7097,17211
7097,24473
7097,24738
7097,45728
7097,53082
7097,63852
61721,7858
59807,59806
2504,37781
2504,38823
2504,51605
2504,63023
40516,3623
40516,50672
40516,51281
65430,12582
65430,17857
65430,18699
65430,19308
65430,44451
55253,7918
17384,16630
17384,17383
17384,19907
17384,21640
17384,21939
17384,23066
17384,23958
17384,33653
17384,36115
17384,61049
17384,62415
17384,62710
17628,9599
17628,16123
17628,17627
17628,23824
17628,25823
17628,31636
17628,31638
17628,34796
17628,36991
17628,37937
17628,37939
17628,37938
17628,37970
17628,37971
17628,45996
17628,49858
17628,52985
17628,56831
17628,56832
17628,61194
17628,61195
17628,63986
56279,19757
56279,25672
56279,51906
56279,56664
6587,7858
6121,31071
10259,64291
53573,10303
58874,58873
65981,54803
13147,11351
13147,62013
26699,26697
27109,4954
27109,5509
27109,8034
27109,13740
27109,50398
27109,52535
27109,59350
27109,61192
40558,14140
40558,14139
40558,23251
40558,40554
40558,40557
40558,50917
40558,64266
47397,16523
47397,17719
47397,20210
47397,23361
47397,57604
47397,57602
10965,31835
7556,5175
7556,16273
7556,32956
61132,31441
61132,31440
61132,36594
52884,31544
52884,61899
40956,1042
40956,1046
40956,25564
40956,31145
40956,40954
40956,60542
50042,1596
50042,2434
50042,6962
50042,16243
50042,16256
8059,4451
8059,10438
8059,13626
8059,50311
10417,926
10417,5908
10417,13262
10417,32533
10417,41785
10417,46375
45516,17319
45516,17321
45516,39013
52631,59064
52631,65274
31635,9859
31635,10638
31635,11415
31635,13347
31635,17992
31635,28563
31635,42745
31635,55070
31635,61194
36977,25611
36977,26448
36977,40877
36977,53687
36977,56713
36977,56711
36977,57232
36977,65329
42636,10590
42636,28677
4539,27595
45639,45637
45639,45638
21450,5017
21450,7692
28382,20675
28382,24551
28382,24549
48845,5017
48845,7496
48845,13741
48845,17508
48845,17509
48845,22231
48845,25500
48845,27916
48845,39917
48845,58771
52915,28440
21030,19298
21030,55893
31014,25564
7396,28008
29326,47004
12225,7319
12225,7759
12225,12404
12225,40430
12225,44962
25200,64893
52012,66
52012,9144
52012,34187
25365,4376
25365,4225
25365,8817
25365,9556
25365,16612
25365,23748
25365,48971
33032,33029
39793,63228
39793,64624
23076,9671
23076,9670
64091,5422
64091,23953
64091,25098
64091,45768
64091,55245
64091,56620
5032,5025
5032,6521
5032,26392
5032,50199
5032,50200
29876,24380
16633,14663
16633,51394
383,48718
28716,48312
32746,44523
32746,66376
29852,9560
26553,3267
26553,17660
26553,17657
26553,17658
26553,17663
26553,17937
26553,26444
26553,34971
26553,38579
26553,52932
26553,57776
26553,64163
26553,65330
30160,14438
23174,24743
23174,48745
23174,58490
8708,45776
8708,55898
9727,18864
9727,30947
8209,63710
64480,39257
56463,2746
56463,23333
56463,26806
56463,29211
56463,54595
56463,62347
19490,18096
43157,39590
1922,34961
1922,53556
32077,40206
10233,31534
61652,19280
14608,39019
14608,50905
14608,59858
44389,44388
43958,43957
46700,11408
46700,23205
46700,20932
46700,28376
8636,4465
8636,58574
65972,9892
65972,19140
65972,25175
65972,31111
65972,33096
65972,34728
65972,51068
65972,54286
65972,58898
40340,30957
40340,46807
30249,18341
30249,20514
30249,20513
30249,43166
30249,43165
21224,61376
60460,28278
46757,5996
46757,46900
46757,45728
28776,66147
28776,28775
28776,56518
44273,44269
44273,44270
44273,43290
44273,44271
44273,50787
17698,3113
17698,12085
17698,18154
17698,42139
17698,56037
17698,61235
17698,64393
9092,9091
24878,7069
18857,24243
18857,41039
18857,51351
18857,56064
18857,62458
18857,62464
19662,18604
8297,43178
8297,52566
8297,58253
10419,44151
10419,44152
65948,7168
65948,65944
65948,65943
65948,65941
65948,65940
65948,65939
65948,65942
65948,65938
30916,21638
30916,21644
30916,29318
30916,38894
21941,21940
21941,29834
21941,30145
50136,24974
44724,3267
44724,9862
44724,27590
44724,31192
44724,32510
44724,33255
44724,34969
44724,34970
44724,40300
44724,42127
44724,56711
44724,65330
25411,8494
25411,13226
25411,44775
25411,54438
15615,43178
16870,7130
19912,1881
19912,5509
19912,8034
19912,8722
19912,17509
19912,19911
32581,6728
32581,32580
32581,55097
29232,39877
23028,52989
56723,14948
56723,18145
56723,24006
56723,38704
56723,53689
18691,20549
42247,18184
42247,22885
42247,65810
6102,3662
6102,24447
66304,26126
66304,39071
21395,7268
19979,24183
19979,27808
19979,58083
19979,59939
39925,5984
39925,5983
39925,15914
39925,43570
39925,47149
40864,38377
40864,53786
40864,54304
40864,54795
13362,21644
13362,43702
36965,10067
36965,21384
36965,30810
36965,36964
40362,1258
40362,12555
40362,37192
40362,40361
40362,44337
40362,46155
40362,65737
13068,1099
13068,12361
13068,25155
13068,26587
13068,37254
13068,64367
13068,64368
54782,51870
42884,11827
42884,14931
42884,43916
42884,55250
42884,61500
21046,29183
27599,46968
18358,48550
24011,4230
24011,16939
24011,20478
24011,24006
24011,34543
24011,58860
7733,7732
7733,7731
7733,20053
7733,25048
7733,36834
7733,37754
7733,37753
7733,49868
7733,59857
41688,11233
41688,11235
41688,22759
41688,27040
41688,32011
41688,34058
41688,35308
41688,63961
54857,37030
1349,63702
1349,64097
18686,4153
45690,45689
53997,26442
45326,11875
6453,5908
6453,6452
6453,15026
6453,36054
6453,53786
6453,56393
6453,56403
6453,59565
62723,4942
62723,5352
62723,6477
62723,12452
62723,26365
62723,41485
62723,49351
62723,56627
62723,59985
44029,44026
57667,8175
57667,49549
57667,57662
57667,57663
28461,29814
14690,166
58292,9721
58292,48293
58292,58291
34482,56170
41075,7437
41075,22449
41075,23930
41075,36211
41075,47962
58580,3307
58580,3306
58580,24526
58580,39621
58580,39622
58580,39641
64777,22713
64777,38368
64777,42325
41644,3011
41644,9440
41644,34255
41644,41617
41644,41611
41644,41602
41644,41639
41644,55073
33511,3688
51046,51869
51046,53890
7307,19946
24488,4075
24488,24754
24488,45698
26945,26940
26945,57669
32011,4106
32011,43290
32011,44271
16821,27316
16821,30763
16821,55573
57586,36860
23737,22091
23737,32473
56016,34334
44780,1026
44780,53554
21492,7433
21492,21489
21492,21490
21492,21487
21492,21488
21492,21491
21492,50809
25354,47629
25354,59381
42009,23958
42009,29587
42009,33653
60047,10043
60047,16524
60047,57606
60047,60046
58898,33096
58898,33522
58898,37607
58898,39904
58898,49759
58898,56622
5178,4442
5178,34320
66298,63812
21873,31219
790,42
50003,5263
50003,14941
50003,21826
50003,29413
50003,29454
50003,33699
50003,33698
50003,39907
50003,47876
50003,48232
50003,60113
50003,65624
32064,26801
32064,34797
32064,34796
32064,52985
32064,56831
2332,2330
2332,15713
2332,39927
36232,29791
36232,36226
36232,36229
36232,51135
12132,19767
12132,41316
12132,50917
12132,62181
3261,714
3261,846
3261,3258
3261,3260
3261,9924
3261,35341
3261,57193
3261,59126
19376,6345
19376,34849
19376,40275
19376,65554
17860,24206
17860,58495
30492,51020
24102,23046
24102,34113
24102,39103
25375,8862
25375,34394
25375,34393
53024,3054
53024,3225
53024,5600
53024,5601
53024,20021
53024,36473
53024,61124
53024,64110
36000,28072
61584,47045
53928,5260
53928,8638
8600,24086
8600,25667
8600,36058
8600,34499
8600,41598
8600,44283
39196,50705
43992,30158
43992,43970
8820,24593
8820,34645
8820,43205
8820,58487
8820,60730
28689,8608
28689,28688
14264,427
14264,20385
30827,20745
45634,263
36663,926
36663,3179
36663,11303
36663,6899
36663,28601
36663,29692
36663,32039
36663,32782
36663,36972
36663,43525
36663,45993
36663,56381
36663,62538
36663,63324
9950,9948
9950,26457
9950,45244
19322,41128
38565,51782
42861,864
42861,10590
42861,28678
42861,28677
42861,42860
42861,46518
11396,1177
11396,10072
11396,19877
11396,34988
11396,36649
11396,53689
55486,9786
55486,31830
55486,33261
56810,10303
56810,12462
56810,15779
56810,17710
56810,21743
56810,27365
56810,28793
56810,29444
56810,39475
56810,42503
56810,43768
56810,44001
56810,50429
56810,61059
56810,65766
65030,58487
16612,4197
16612,4225
16612,9556
16612,14656
16612,23748
16612,45699
16612,57345
16612,57695
16612,56159
16612,56158
16612,62847
25177,24216
25177,24214
52369,51253
44227,6279
55101,54210
55101,55099
37814,11192
37814,60279
11084,19689
8171,8170
65512,2326
65512,8631
65512,65574
2374,6665
2374,11835
2374,40306
7398,14959
60656,1596
60656,40939
60656,47255
52244,6892
52244,24366
52244,34256
52244,48492
52244,61029
53178,3113
53178,8137
53178,9758
53178,11202
53178,18154
53178,28615
53178,29146
53178,36513
53178,57772
53178,64772
21509,16141
21509,24378
21509,46748
45764,28494
45764,28492
45764,45569
45764,45570
45764,51111
45764,51351
45764,56064
45764,58546
10168,933
28259,19160
28259,27116
28259,28258
28259,33565
28259,35962
28259,35963
28259,38705
28259,38704
28259,49758
28259,56623
25808,5660
25808,21497
25808,21491
25808,22218
25808,22216
25808,22213
25808,33728
25808,50809
25808,60790
25808,64708
25808,65827
15877,59163
12358,1099
36970,4356
36970,6487
36970,23029
36970,36969
55275,25513
55275,31355
55275,41043
55275,42512
55275,42749
55275,55218
7815,7813
7815,7814
7815,9153
7815,51066
50532,50531
36865,1006
36865,8157
36865,20744
36865,29119
36865,35472
36865,36871
36865,40862
36865,45688
36865,48955
36865,55394
36865,56306
36865,57127
36865,57991
60344,10086
60344,36553
60344,48218
60344,48219
60344,50158
40334,40332
19880,3710
19880,24378
19880,34054
36403,31584
36403,36401
36403,37302
36403,44122
16622,17033
47815,9198
47815,29975
46997,28103
4388,4390
35611,5994
35611,15968
35611,24921
35611,33522
35611,46900
35611,52169
27703,17204
31634,3267
31634,26451
31634,34969
31634,34970
31634,57776
31634,65330
3218,55767
3218,58626
22455,21172
54479,8281
54479,8280
54479,35050
54479,34108
54479,59953
20058,6262
42377,3856
42377,11167
42377,12971
42377,9395
42377,9399
42377,21712
42377,39824
30011,39726
21630,5275
21630,14000
21630,13996
21630,21629
21630,30034
21630,34505
13041,12717
13041,31568
13041,31567
13041,31961
28804,6426
28804,46986
28804,57600
23099,20905
29414,36142
29414,38913
29414,40163
29414,61002
23893,55295
43820,24715
43820,34552
59956,59955
61782,1260
61782,27420
61782,32012
61782,35198
61782,61781
56585,4105
56585,33723
23513,49288
10994,17104
10994,42060
10994,57220
655,45815
42442,938
42442,16066
42442,16065
42442,26230
64686,4196
64686,11378
64686,11376
64686,11381
64686,20149
64686,20154
64686,55742
64686,64685
64686,64679
47573,47571
45561,24378
2976,20698
51358,39629
18096,62821
13035,15904
13035,29588
13035,56037
13035,62121
17719,16523
60786,48731
48922,5514
48922,24262
48922,47706
48922,61624
26091,30936
26091,47081
26091,59104
26091,59103
42397,9647
42397,45658
42397,58536
37909,15440
44316,24228
44316,25711
44316,25713
44316,25769
44316,32871
44316,44315
44316,47522
44316,47521
44316,55065
44316,56459
21879,35251
21879,40539
65765,35962
65765,54856
65765,65764
42950,22174
249,248
249,29746
60760,19214
4484,42509
5033,31693
5033,60161
8946,8941
8946,8938
8946,39367
10101,18472
61163,38136
35449,43130
6561,18004
6561,20481
6561,21846
6561,58787
45703,8953
45703,39030
45703,39510
12849,21142
46448,47777
45645,8867
45645,18546
45645,18547
45645,45644
45645,45774
45645,59728
22760,17204
60752,27624
60752,56356
60752,65442
25512,8602
25512,34262
37114,14435
37114,57899
31640,133
31640,6989
31640,13998
31640,13995
31640,22486
31640,31636
31640,31638
31640,31637
31640,33186
31640,34796
31640,37971
31640,39268
31640,41621
31640,56831
52865,43320
41514,11077
41514,15604
41514,19056
41514,51735
62325,1177
62325,16609
62325,25538
62325,33256
62325,60219
62325,63450
9949,2299
9949,30527
9949,63595
36580,29972
20543,20545
42946,39722
23062,1419
23062,13766
23062,25295
23062,38470
23062,40877
23062,57774
23062,58985
23062,59146
23440,14357
17637,4359
48517,51034
62546,9784
62546,65911
47200,24459
56345,19732
56345,25020
56345,25019
56345,50278
56665,61045
20189,57160
13663,807
13663,425
13663,13662
