paper_id,Recency,Spec_P,n_ref,n_cite,Cite_per_paper,Auth_collab,CiteScore,Percentile,Percent_Cited,SNIP,SJR
26294,0.0769230769230769,1,3,1,3.4285714285714284,7.0,3.23,88.0,81.0,1.85,2.047
19657,0.1666666666666666,0,10,1,0.8333333333333334,2.333333333333333,3.23,88.0,81.0,1.85,2.047
17332,0.0416666666666666,1,1,22,43.0,4.666666666666667,3.23,88.0,81.0,1.85,2.047
23587,0.0769230769230769,1,2,1,1.182471264367816,37.5,1.59,65.0,65.0,0.772,0.474
16224,0.0666666666666666,1,1,1,2.0673076923076925,20.5,1.87,70.0,63.0,0.937,0.604
34637,0.2,0,4,0,0.5,1.5,1.23,52.0,54.0,0.458,0.36
12551,0.2,1,7,0,1.0,7.666666666666667,4.8,99.0,88.0,2.033,2.883
32415,0.0476190476190476,1,5,4,2.333333333333333,2.0,4.8,99.0,88.0,2.033,2.883
11740,0.0526315789473684,1,1,7,8.625,7.0,1.59,65.0,65.0,0.772,0.474
16915,0.0526315789473684,0,0,1,1.2901785714285714,29.166666666666668,1.87,70.0,63.0,0.937,0.604
20787,0.0588235294117647,0,1,1,1.7675213675213677,24.933333333333334,1.87,70.0,63.0,0.937,0.604
15802,0.0909090909090909,0,4,0,0.9583333333333334,14.666666666666666,1.05,50.0,55.0,0.848,0.267
29780,0.0294117647058823,1,2,3,4.809523809523809,5.5,4.8,99.0,88.0,2.033,2.883
13846,0.0666666666666666,1,0,3,1.768333333333333,34.75,1.87,70.0,63.0,0.937,0.604
44323,0.2,1,1,0,0.7074074074074074,17.166666666666668,2.34,92.0,68.0,0.958,0.708
2808,0.0666666666666666,0,6,0,0.8333333333333334,3.0,3.23,88.0,81.0,1.85,2.047
28426,0.0769230769230769,0,2,0,0.0,1.0,3.23,88.0,81.0,1.85,2.047
12237,0.03125,0,6,4,7.357142857142857,4.5,3.23,88.0,81.0,1.85,2.047
9325,0.125,1,8,2,0.8333333333333334,22.8,3.23,88.0,81.0,1.85,2.047
2985,0.0769230769230769,1,2,4,2.7333333333333334,93.0,3.23,88.0,81.0,1.85,2.047
3959,0.0454545454545454,0,1,0,8.608695652173914,22.5,3.23,88.0,81.0,1.85,2.047
37756,0.0416666666666666,1,0,1,1.0,9.7,1.87,70.0,63.0,0.937,0.604
19755,0.0909090909090909,0,1,9,4.84375,28.875,1.59,65.0,65.0,0.772,0.474
30663,0.0833333333333333,1,4,2,2.909090909090909,14.0,4.8,99.0,88.0,2.033,2.883
12231,0.0344827586206896,1,0,13,5.4444444444444455,18.83333333333333,3.23,88.0,81.0,1.85,2.047
40433,0.0416666666666666,1,4,0,2.2857142857142856,9.0,1.59,65.0,65.0,0.772,0.474
25325,0.0294117647058823,0,0,1,1.0,1.0,3.23,88.0,81.0,1.85,2.047
1400,0.1666666666666666,1,0,1,0.625,5.75,1.59,65.0,65.0,0.772,0.474
25299,0.0333333333333333,1,1,17,30.142857142857142,4.5,3.23,88.0,81.0,1.85,2.047
20801,0.0454545454545454,0,7,1,1.0,1.0,3.23,88.0,81.0,1.85,2.047
38157,0.0625,1,1,0,0.4791666666666666,12.75,1.59,65.0,65.0,0.772,0.474
6893,0.0454545454545454,1,4,2,4.452991452991452,11.666666666666666,4.8,99.0,88.0,2.033,2.883
22009,0.2,1,3,0,0.25,6.0,1.35,60.0,60.0,0.716,0.274
9987,0.05,0,0,1,1.3244444444444443,77.4,1.87,70.0,63.0,0.937,0.604
4932,0.1666666666666666,0,10,1,1.6,3.0,3.23,88.0,81.0,1.85,2.047
2887,0.125,1,1,6,2.4791666666666665,17.25,1.59,65.0,65.0,0.772,0.474
8559,0.0344827586206896,1,1,0,0.0,0.0,1.59,65.0,65.0,0.772,0.474
18515,0.0303030303030303,0,2,1,1.9,6.5,1.59,65.0,65.0,0.772,0.474
36811,0.2,0,2,0,0.25,7.0,1.23,52.0,54.0,0.458,0.36
40637,0.1428571428571428,1,2,0,4.476902173913043,20.25,3.23,88.0,81.0,1.85,2.047
24167,0.1666666666666666,1,1,0,0.8135714285714286,65.8,1.26,57.0,51.0,0.623,0.264
10406,0.0625,0,1,0,0.0,0.0,1.87,70.0,63.0,0.937,0.604
10963,0.0416666666666666,1,0,1,1.1107142857142858,11.25,1.59,65.0,65.0,0.772,0.474
5166,0.037037037037037,1,3,0,0.0,0.0,4.8,99.0,88.0,2.033,2.883
44904,0.1,0,0,2,2.7,4.5,1.29,68.0,52.0,0.659,0.578
17513,0.125,0,0,1,0.65,5.0,2.34,92.0,68.0,0.958,0.708
37556,0.0357142857142857,1,3,0,0.0,5.0,1.59,65.0,65.0,0.772,0.474
42267,0.2,1,15,0,6.533333333333333,5.5,3.23,88.0,81.0,1.85,2.047
1489,0.1666666666666666,1,22,1,2.75,2.0,3.23,88.0,81.0,1.85,2.047
34513,0.0588235294117647,1,1,0,0.8303030303030302,26.33333333333333,1.59,64.0,58.0,0.915,0.28
22276,0.0555555555555555,0,5,35,15.920277149321269,34.5,3.23,88.0,81.0,1.85,2.047
8612,0.032258064516129,1,1,1,1.0,6.0,1.59,65.0,65.0,0.772,0.474
15778,0.0909090909090909,0,3,3,4.4,16.0,4.8,99.0,88.0,2.033,2.883
17092,0.0555555555555555,0,0,1,0.5,2.0,4.8,99.0,88.0,2.033,2.883
30618,0.0769230769230769,1,1,1,1.2833333333333332,88.0,1.87,70.0,63.0,0.937,0.604
14697,0.0333333333333333,1,1,1,2.0,1.0,3.23,88.0,81.0,1.85,2.047
30219,0.0454545454545454,1,0,2,1.0740740740740742,19.33333333333333,1.87,70.0,63.0,0.937,0.604
5431,0.0285714285714285,0,0,6,7.916666666666667,10.0,3.23,88.0,81.0,1.85,2.047
14619,0.04,1,1,2,2.3,11.0,1.59,65.0,65.0,0.772,0.474
42976,0.0434782608695652,0,3,1,1.2222222222222223,22.0,1.59,65.0,65.0,0.772,0.474
30133,0.1666666666666666,1,0,1,0.85,10.833333333333334,1.23,52.0,54.0,0.458,0.36
29607,0.05,0,0,1,1.0,5.333333333333333,1.87,70.0,63.0,0.937,0.604
27024,0.0714285714285714,0,1,3,1.0,13.0,1.59,64.0,58.0,0.915,0.28
35658,0.2,1,11,0,0.5535714285714286,18.5,2.34,92.0,68.0,0.958,0.708
16852,0.0416666666666666,1,3,1,1.0,1.0,3.23,88.0,81.0,1.85,2.047
3537,0.1111111111111111,1,3,1,0.7333333333333333,9.8,1.59,65.0,65.0,0.772,0.474
40212,0.1,0,1,2,1.5,6.666666666666667,1.59,64.0,58.0,0.915,0.28
42940,0.0526315789473684,1,1,4,1.4529304029304029,84.0,1.87,70.0,63.0,0.937,0.604
12381,0.0344827586206896,1,0,1,1.5,9.333333333333334,1.59,65.0,65.0,0.772,0.474
14836,0.0625,1,1,0,0.873015873015873,6.0,1.87,70.0,63.0,0.937,0.604
26869,0.1428571428571428,1,2,0,1.5277981277981278,43.66666666666666,1.87,70.0,63.0,0.937,0.604
41199,0.2,1,9,0,0.0,7.0,3.23,88.0,81.0,1.85,2.047
1976,0.03125,1,1,0,3.875,4.0,3.23,88.0,81.0,1.85,2.047
12796,0.0714285714285714,0,14,24,13.125,3.5,3.23,88.0,81.0,1.85,2.047
35611,0.0625,1,1,1,2.5912698412698414,14.5,3.23,88.0,81.0,1.85,2.047
36276,0.1428571428571428,0,0,1,1.438888888888889,13.666666666666666,1.59,65.0,65.0,0.772,0.474
41290,0.0833333333333333,1,3,1,2.486111111111111,33.333333333333336,1.05,50.0,55.0,0.848,0.267
20646,0.125,1,0,1,1.25,8.0,3.23,88.0,81.0,1.85,2.047
9722,0.0769230769230769,1,1,0,0.3333333333333333,3.0,4.8,99.0,88.0,2.033,2.883
35331,0.0625,0,7,9,5.616161616161616,12.0,3.23,88.0,81.0,1.85,2.047
15965,0.0833333333333333,0,0,1,1.0742753623188406,50.75,1.87,70.0,63.0,0.937,0.604
18994,0.0833333333333333,1,1,1,1.0526515151515152,50.0,1.87,70.0,63.0,0.937,0.604
24906,0.0769230769230769,1,7,17,7.21979797979798,42.66666666666666,3.23,88.0,81.0,1.85,2.047
42697,0.1666666666666666,1,0,13,3.1321548821548824,33.0,2.34,92.0,68.0,0.958,0.708
27245,0.0434782608695652,0,7,6,11.365384615384617,20.0,3.23,88.0,81.0,1.85,2.047
16427,0.0666666666666666,1,9,3,4.127906976744186,44.333333333333336,1.59,65.0,65.0,0.772,0.474
13993,0.0526315789473684,0,2,1,0.92,14.0,1.59,64.0,58.0,0.915,0.28
32997,0.0833333333333333,1,28,0,0.0,2.0,4.8,99.0,88.0,2.033,2.883
18118,0.1111111111111111,0,16,3,4.527777777777778,19.0,4.8,99.0,88.0,2.033,2.883
8463,0.0333333333333333,0,1,2,4.375,1.5,4.8,99.0,88.0,2.033,2.883
31390,0.0833333333333333,1,1,0,0.5483516483516484,40.4,1.87,70.0,63.0,0.937,0.604
36098,0.125,1,1,0,0.5633065953654189,53.2,1.87,70.0,63.0,0.937,0.604
33542,0.0357142857142857,0,0,1,1.0,0.0,4.8,99.0,88.0,2.033,2.883
4523,0.1428571428571428,1,2,0,0.5,14.666666666666666,1.87,70.0,63.0,0.937,0.604
25410,0.032258064516129,0,0,2,1.0,4.0,3.23,88.0,81.0,1.85,2.047
26633,0.1,1,5,0,0.6666666666666666,4.0,3.23,88.0,81.0,1.85,2.047
6247,0.0909090909090909,0,5,0,0.3703703703703703,14.11111111111111,1.87,70.0,63.0,0.937,0.604
24794,0.125,0,2,3,2.2,7.0,1.59,64.0,58.0,0.915,0.28
29642,0.1111111111111111,1,0,1,0.8666666666666667,6.333333333333333,1.23,52.0,54.0,0.458,0.36
13647,0.0588235294117647,0,2,3,2.4607843137254903,34.333333333333336,1.87,70.0,63.0,0.937,0.604
39838,0.1111111111111111,0,10,1,1.8490079365079368,59.16666666666666,1.59,65.0,65.0,0.772,0.474
33247,0.0714285714285714,0,0,1,1.4166666666666663,6.0,4.8,99.0,88.0,2.033,2.883
34201,0.0833333333333333,0,1,2,1.1666666666666667,9.333333333333334,1.35,60.0,60.0,0.716,0.274
42725,0.0454545454545454,1,2,0,1.9830128205128208,31.0,1.59,65.0,65.0,0.772,0.474
44868,0.125,1,20,2,5.3939393939393945,10.5,3.23,88.0,81.0,1.85,2.047
43020,0.1,1,0,1,1.375,4.5,1.59,64.0,58.0,0.915,0.28
3520,0.05,1,1,1,1.0,0.0,1.26,57.0,51.0,0.623,0.264
35824,0.1,1,2,1,1.0,5.5,1.59,65.0,65.0,0.772,0.474
8504,0.0294117647058823,0,0,3,1.5833333333333337,2.5,3.23,88.0,81.0,1.85,2.047
36275,0.1,1,0,1,1.4388888888888889,11.333333333333334,1.59,65.0,65.0,0.772,0.474
34917,0.2,1,1,0,0.3333333333333333,3.0,1.26,57.0,51.0,0.623,0.264
2482,0.0416666666666666,0,0,1,5.923076923076923,2.0,3.23,88.0,81.0,1.85,2.047
15626,0.1,1,10,8,7.083333333333334,11.0,3.23,88.0,81.0,1.85,2.047
17590,0.0714285714285714,1,1,0,0.0,1.0,1.26,57.0,51.0,0.623,0.264
14735,0.0303030303030303,1,4,111,55.5922619047619,43.5,4.8,99.0,88.0,2.033,2.883
6052,0.0526315789473684,1,6,0,0.6590909090909091,17.166666666666668,1.59,65.0,65.0,0.772,0.474
12924,0.0555555555555555,0,4,6,4.072916666666667,74.5,3.23,88.0,81.0,1.85,2.047
24555,0.0833333333333333,0,0,1,1.75,3.5,2.34,92.0,68.0,0.958,0.708
4838,0.1666666666666666,1,2,1,2.888888888888889,6.5,3.23,88.0,81.0,1.85,2.047
21533,0.0384615384615384,1,0,1,1.0476190476190477,9.142857142857142,1.59,65.0,65.0,0.772,0.474
16062,0.0666666666666666,1,0,1,0.7916666666666666,12.0,1.87,70.0,63.0,0.937,0.604
31025,0.0588235294117647,1,1,4,2.865178571428572,15.625,1.87,70.0,63.0,0.937,0.604
37439,0.1111111111111111,1,2,1,3.111111111111111,4.0,4.8,99.0,88.0,2.033,2.883
16304,0.0909090909090909,1,9,6,8.733333333333333,7.666666666666667,3.23,88.0,81.0,1.85,2.047
39021,0.1666666666666666,1,0,1,1.875925925925926,18.0,1.23,52.0,54.0,0.458,0.36
10380,0.0454545454545454,0,3,2,2.0333333333333337,38.16666666666666,1.59,65.0,65.0,0.772,0.474
23855,0.0769230769230769,1,0,6,3.753968253968254,46.5,3.23,88.0,81.0,1.85,2.047
12661,0.0833333333333333,0,2,0,2.05,39.5,1.26,57.0,51.0,0.623,0.264
43267,0.0909090909090909,0,5,2,1.7058823529411766,28.0,1.29,68.0,52.0,0.659,0.578
11189,0.1666666666666666,1,5,3,2.609209744503862,32.333333333333336,3.23,88.0,81.0,1.85,2.047
25309,0.0285714285714285,1,0,8,4.4,5.0,4.8,99.0,88.0,2.033,2.883
43114,0.0909090909090909,1,0,1,0.6666666666666666,0.0,1.59,64.0,58.0,0.915,0.28
40562,0.125,1,1,1,1.2155751739871508,85.63636363636364,1.87,70.0,63.0,0.937,0.604
9013,0.0833333333333333,1,0,3,2.0244444444444443,44.66666666666666,1.87,70.0,63.0,0.937,0.604
39063,0.1,1,1,2,1.2701063829787234,71.6,1.87,70.0,63.0,0.937,0.604
29544,0.2,1,16,0,2.3522727272727275,8.5,3.23,88.0,81.0,1.85,2.047
104,0.04,0,2,1,2.0,2.0,4.8,99.0,88.0,2.033,2.883
23219,0.1428571428571428,0,1,0,0.9422012707522034,98.57142857142856,1.87,70.0,63.0,0.937,0.604
33276,0.0833333333333333,0,1,8,5.392857142857142,7.5,4.8,99.0,88.0,2.033,2.883
33019,0.0526315789473684,1,1,0,0.25,3.5,1.59,64.0,58.0,0.915,0.28
33694,0.0384615384615384,1,3,1,1.0,2.0,3.23,88.0,81.0,1.85,2.047
15663,0.0588235294117647,0,1,0,0.6929705215419502,34.285714285714285,1.59,64.0,58.0,0.915,0.28
1917,0.125,0,14,1,6.969187675070028,19.0,3.23,88.0,81.0,1.85,2.047
15858,0.0769230769230769,1,1,3,2.138888888888889,11.5,1.87,70.0,63.0,0.937,0.604
29343,0.2,1,4,0,0.9953846153846154,29.75,1.87,70.0,63.0,0.937,0.604
17652,0.0909090909090909,1,4,1,2.125,5.0,3.23,88.0,81.0,1.85,2.047
15696,0.0909090909090909,1,8,7,7.138888888888888,8.333333333333334,4.8,99.0,88.0,2.033,2.883
6051,0.1,1,0,1,1.0,3.5,1.59,64.0,58.0,0.915,0.28
22950,0.0769230769230769,0,2,2,2.8374384236453203,25.5,1.59,65.0,65.0,0.772,0.474
14454,0.037037037037037,1,2,1,0.8571428571428572,10.5,1.59,65.0,65.0,0.772,0.474
24342,0.0434782608695652,0,0,2,13.390059015059016,96.0,4.8,99.0,88.0,2.033,2.883
29443,0.0714285714285714,0,5,37,18.125,8.0,3.23,88.0,81.0,1.85,2.047
5099,0.0303030303030303,1,1,1,1.0,6.25,1.59,65.0,65.0,0.772,0.474
23928,0.05,0,1,0,1.5555555555555556,6.333333333333333,1.87,70.0,63.0,0.937,0.604
9875,0.1111111111111111,1,3,1,0.6875,8.5,3.23,88.0,81.0,1.85,2.047
41714,0.0833333333333333,0,0,1,1.0,0.0,1.35,60.0,60.0,0.716,0.274
443,0.0454545454545454,1,1,1,2.4444444444444446,6.0,3.23,88.0,81.0,1.85,2.047
40292,0.0357142857142857,1,0,2,1.4,7.0,1.59,65.0,65.0,0.772,0.474
40156,0.2,1,1,0,0.0,0.0,3.23,88.0,81.0,1.85,2.047
36124,0.1,1,7,1,1.5833333333333333,5.0,3.23,88.0,81.0,1.85,2.047
41462,0.0833333333333333,0,18,3,2.6,6.0,3.23,88.0,81.0,1.85,2.047
5592,0.0476190476190476,0,0,5,2.833333333333333,5.25,3.23,88.0,81.0,1.85,2.047
35230,0.0769230769230769,0,2,1,1.6102292768959436,57.66666666666666,1.87,70.0,63.0,0.937,0.604
7912,0.0476190476190476,1,16,55,10.764705882352942,40.0,4.8,99.0,88.0,2.033,2.883
41488,0.0714285714285714,1,5,16,7.635869565217391,25.0,3.23,88.0,81.0,1.85,2.047
15864,0.0588235294117647,1,4,23,14.172962962962965,65.66666666666667,1.59,65.0,65.0,0.772,0.474
16398,0.1,0,2,0,0.3333333333333333,4.666666666666667,1.59,65.0,65.0,0.772,0.474
39410,0.0769230769230769,1,0,1,1.0,7.6,1.87,70.0,63.0,0.937,0.604
9408,0.0909090909090909,0,6,0,0.5222222222222223,8.0,4.8,99.0,88.0,2.033,2.883
42808,0.125,0,1,2,1.0553571428571429,25.0,1.87,70.0,63.0,0.937,0.604
3703,0.0769230769230769,1,2,1,4.5,4.0,3.23,88.0,81.0,1.85,2.047
15041,0.125,0,2,1,3.5,6.5,1.59,65.0,65.0,0.772,0.474
35044,0.1428571428571428,1,21,9,11.77777777777778,35.0,3.23,88.0,81.0,1.85,2.047
26601,0.1111111111111111,0,8,3,3.0,8.0,3.23,88.0,81.0,1.85,2.047
42389,0.0833333333333333,1,0,3,2.58974358974359,20.83333333333333,1.59,64.0,58.0,0.915,0.28
16484,0.0666666666666666,1,1,1,0.6527777777777778,15.333333333333334,1.87,70.0,63.0,0.937,0.604
33967,0.0294117647058823,1,0,1,1.7857142857142856,7.5,4.8,99.0,88.0,2.033,2.883
4776,0.0714285714285714,1,9,7,5.833333333333333,6.666666666666667,3.23,88.0,81.0,1.85,2.047
24747,0.1111111111111111,1,0,1,1.5333333333333332,19.2,1.23,52.0,54.0,0.458,0.36
10105,0.0909090909090909,0,19,23,12.274844720496894,36.0,3.23,88.0,81.0,1.85,2.047
33989,0.0344827586206896,1,2,2,1.75,3.6666666666666665,3.23,88.0,81.0,1.85,2.047
42726,0.0454545454545454,1,1,0,0.8866666666666667,18.0,1.59,65.0,65.0,0.772,0.474
11148,0.1666666666666666,1,3,0,1.6351851851851853,36.55555555555556,1.59,65.0,65.0,0.772,0.474
1119,0.0526315789473684,0,0,10,6.205128205128204,23.666666666666668,3.23,88.0,81.0,1.85,2.047
11457,0.0555555555555555,0,2,0,2.111111111111111,13.0,4.8,99.0,88.0,2.033,2.883
1911,0.0625,1,5,0,1.4555555555555555,20.25,3.23,88.0,81.0,1.85,2.047
40188,0.0526315789473684,1,4,2,2.583333333333333,9.333333333333334,3.23,88.0,81.0,1.85,2.047
30064,0.0714285714285714,1,0,2,1.5833333333333333,11.666666666666666,1.59,65.0,65.0,0.772,0.474
44371,0.0833333333333333,1,0,1,0.8099999999999999,11.0,1.59,64.0,58.0,0.915,0.28
1291,0.125,1,1,1,1.0,5.0,1.35,60.0,60.0,0.716,0.274
30569,0.1428571428571428,0,2,0,0.5648148148148148,20.444444444444443,1.87,70.0,63.0,0.937,0.604
20893,0.2,1,2,0,1.6458333333333333,7.0,3.23,88.0,81.0,1.85,2.047
22306,0.0909090909090909,1,0,3,3.5,5.5,3.23,88.0,81.0,1.85,2.047
36685,0.1111111111111111,1,0,1,0.8333333333333333,4.5,1.59,65.0,65.0,0.772,0.474
20309,0.1,0,5,2,2.0,5.4,3.23,88.0,81.0,1.85,2.047
23158,0.1666666666666666,1,2,1,0.7166666666666668,10.833333333333334,2.34,92.0,68.0,0.958,0.708
18595,0.032258064516129,1,0,4,2.25,3.5,4.8,99.0,88.0,2.033,2.883
6015,0.1428571428571428,1,1,1,1.1538461538461535,13.75,3.23,88.0,81.0,1.85,2.047
27074,0.0476190476190476,1,0,1,1.25,7.0,1.34,58.0,55.0,0.803,0.346
9857,0.125,1,10,11,5.683333333333334,12.0,3.23,88.0,81.0,1.85,2.047
7353,0.1428571428571428,1,0,1,0.8444444444444444,14.75,1.23,52.0,54.0,0.458,0.36
23178,0.1666666666666666,1,18,0,4.125,98.0,3.23,88.0,81.0,1.85,2.047
36281,0.2,1,3,0,0.1666666666666666,2.6666666666666665,1.59,64.0,58.0,0.915,0.28
41971,0.1666666666666666,1,3,3,1.9047619047619049,18.666666666666668,3.23,88.0,81.0,1.85,2.047
25732,0.1666666666666666,0,3,0,0.2222222222222222,4.0,1.59,64.0,58.0,0.915,0.28
27327,0.05,0,4,2,8.56544289044289,35.75,4.8,99.0,88.0,2.033,2.883
40425,0.0344827586206896,1,0,3,3.0357142857142856,7.5,1.59,65.0,65.0,0.772,0.474
31224,0.2,1,5,1,0.65,11.5,4.8,99.0,88.0,2.033,2.883
27727,0.0476190476190476,0,2,18,19.375,4.5,4.8,99.0,88.0,2.033,2.883
24993,0.0833333333333333,1,0,2,1.5,4.0,1.59,64.0,58.0,0.915,0.28
14986,0.05,0,0,1,2.2,11.5,4.8,99.0,88.0,2.033,2.883
15254,0.0625,1,2,2,7.220588235294118,15.0,3.23,88.0,81.0,1.85,2.047
42212,0.0833333333333333,0,7,2,6.558035714285714,27.0,3.23,88.0,81.0,1.85,2.047
42781,0.2,0,1,0,0.25,3.5,1.29,68.0,52.0,0.659,0.578
22442,0.0769230769230769,0,3,2,3.6,15.0,1.59,65.0,65.0,0.772,0.474
39006,0.125,0,6,1,1.5555555555555554,4.0,1.87,70.0,63.0,0.937,0.604
8699,0.0285714285714285,0,0,18,17.375,4.0,3.23,88.0,81.0,1.85,2.047
21491,0.0416666666666666,1,0,1,1.0,4.0,1.87,70.0,63.0,0.937,0.604
44694,0.1111111111111111,0,1,0,0.625,4.5,4.8,99.0,88.0,2.033,2.883
45220,0.0454545454545454,0,1,0,0.0,4.0,1.87,70.0,63.0,0.937,0.604
40940,0.125,1,3,0,0.2380952380952381,9.571428571428571,1.87,70.0,63.0,0.937,0.604
44087,0.0833333333333333,1,8,8,4.5,27.0,3.23,88.0,81.0,1.85,2.047
30898,0.0769230769230769,1,1,0,0.5678571428571428,39.25,1.87,70.0,63.0,0.937,0.604
26951,0.1111111111111111,0,8,3,4.928125,21.5,3.23,88.0,81.0,1.85,2.047
22428,0.0476190476190476,0,2,1,2.2316666666666665,35.6,1.59,65.0,65.0,0.772,0.474
5908,0.0909090909090909,1,3,2,2.591765873015873,55.5,1.87,70.0,63.0,0.937,0.604
7953,0.0714285714285714,1,4,0,0.0,4.0,1.87,70.0,63.0,0.937,0.604
9476,0.0476190476190476,1,2,1,1.2814285714285714,80.14285714285714,1.87,70.0,63.0,0.937,0.604
7641,0.0909090909090909,1,14,4,3.833333333333333,3.5,3.23,88.0,81.0,1.85,2.047
26793,0.2,1,4,0,0.6394906680620966,29.428571428571427,1.87,70.0,63.0,0.937,0.604
4760,0.0833333333333333,1,3,3,1.725,25.6,1.87,70.0,63.0,0.937,0.604
13217,0.1666666666666666,1,17,2,2.454017857142857,26.75,3.23,88.0,81.0,1.85,2.047
20300,0.2,1,8,0,0.8504784688995215,32.75,1.87,70.0,63.0,0.937,0.604
11477,0.0526315789473684,0,2,1,2.722222222222222,5.333333333333333,4.8,99.0,88.0,2.033,2.883
27287,0.0625,0,0,1,0.8333333333333334,2.6666666666666665,1.05,50.0,55.0,0.848,0.267
15401,0.0666666666666666,1,1,0,1.525925925925926,42.333333333333336,1.87,70.0,63.0,0.937,0.604
16173,0.125,1,22,4,3.0,2.0,3.23,88.0,81.0,1.85,2.047
41328,0.0769230769230769,0,13,3,1.25,9.0,3.23,88.0,81.0,1.85,2.047
24990,0.2,1,4,0,1.1666666666666667,3.0,1.29,68.0,52.0,0.659,0.578
40955,0.0666666666666666,1,9,14,13.025,19.0,4.8,99.0,88.0,2.033,2.883
31006,0.0476190476190476,0,2,2,3.25,4.0,3.23,88.0,81.0,1.85,2.047
10706,0.125,1,1,0,0.3194444444444445,27.4,1.87,70.0,63.0,0.937,0.604
30610,0.2,1,3,0,0.8214285714285714,9.5,3.23,88.0,81.0,1.85,2.047
34173,0.2,1,4,0,1.25,7.25,1.87,70.0,63.0,0.937,0.604
11138,0.1666666666666666,1,9,0,1.0,2.0,3.23,88.0,81.0,1.85,2.047
42689,0.1428571428571428,1,1,0,0.3777777777777777,13.333333333333334,1.87,70.0,63.0,0.937,0.604
8931,0.125,1,0,1,0.875,3.0,1.35,60.0,60.0,0.716,0.274
3961,0.1111111111111111,1,2,0,0.5,7.333333333333333,1.59,65.0,65.0,0.772,0.474
41952,0.1111111111111111,1,8,14,5.407500000000001,32.75,1.59,65.0,65.0,0.772,0.474
15539,0.05,0,6,14,6.611111111111112,5.666666666666667,3.23,88.0,81.0,1.85,2.047
26323,0.1,0,9,10,8.783333333333333,26.0,3.23,88.0,81.0,1.85,2.047
42737,0.0909090909090909,1,6,6,2.571735209235209,53.833333333333336,1.87,70.0,63.0,0.937,0.604
43687,0.0909090909090909,0,8,8,7.049019607843137,23.5,3.23,88.0,81.0,1.85,2.047
12939,0.05,0,1,0,0.1666666666666666,6.166666666666667,1.59,64.0,58.0,0.915,0.28
16678,0.1666666666666666,1,1,2,1.1803921568627451,30.666666666666668,1.23,52.0,54.0,0.458,0.36
11290,0.0588235294117647,0,2,0,0.25,1.5,4.8,99.0,88.0,2.033,2.883
30825,0.1111111111111111,1,3,1,1.4375,8.5,3.23,88.0,81.0,1.85,2.047
30798,0.2,1,8,0,3.0666666666666664,8.0,3.23,88.0,81.0,1.85,2.047
23682,0.0434782608695652,0,0,1,0.9790491984521836,99.55555555555556,1.59,65.0,65.0,0.772,0.474
18743,0.0285714285714285,1,0,6,6.0,0.0,3.23,88.0,81.0,1.85,2.047
29834,0.0357142857142857,1,1,0,1.875,8.0,1.59,65.0,65.0,0.772,0.474
44581,0.0714285714285714,1,0,2,1.9230769230769231,9.0,1.59,64.0,58.0,0.915,0.28
36120,0.0909090909090909,1,0,1,1.5833333333333333,13.0,1.87,70.0,63.0,0.937,0.604
3040,0.0476190476190476,0,2,2,3.290909090909091,14.0,4.8,99.0,88.0,2.033,2.883
8080,0.0526315789473684,1,1,1,2.422222222222222,5.0,4.8,99.0,88.0,2.033,2.883
27929,0.05,1,0,1,1.4166666666666663,3.5,4.8,99.0,88.0,2.033,2.883
24508,0.0714285714285714,0,5,1,1.3653846153846154,14.0,4.8,99.0,88.0,2.033,2.883
38612,0.1666666666666666,0,38,1,4.166666666666667,12.0,3.23,88.0,81.0,1.85,2.047
17769,0.1428571428571428,1,5,0,1.402240896358543,88.42857142857143,1.87,70.0,63.0,0.937,0.604
14863,0.125,0,0,1,1.0,2.6666666666666665,1.59,64.0,58.0,0.915,0.28
16758,0.0454545454545454,0,2,2,1.6666666666666667,10.166666666666666,1.59,65.0,65.0,0.772,0.474
19602,0.1428571428571428,1,4,0,0.7692307692307692,13.5,1.87,70.0,63.0,0.937,0.604
38220,0.0769230769230769,0,1,2,3.5,32.0,1.87,70.0,63.0,0.937,0.604
6519,0.1666666666666666,0,7,0,0.7326007326007326,15.666666666666666,1.59,65.0,65.0,0.772,0.474
41451,0.1,0,0,3,1.227059052059052,75.83333333333333,1.59,65.0,65.0,0.772,0.474
40594,0.1428571428571428,1,1,0,0.0,1.0,3.23,88.0,81.0,1.85,2.047
19181,0.0909090909090909,1,3,3,8.643790849673204,42.66666666666666,3.23,88.0,81.0,1.85,2.047
45257,0.0909090909090909,1,1,2,1.8680555555555556,30.166666666666668,1.87,70.0,63.0,0.937,0.604
20822,0.0526315789473684,1,1,0,0.3333333333333333,3.333333333333333,1.59,64.0,58.0,0.915,0.28
25914,0.1666666666666666,1,21,0,0.9166666666666669,8.0,4.8,99.0,88.0,2.033,2.883
14214,0.0769230769230769,0,11,0,0.6944444444444443,11.333333333333334,1.59,65.0,65.0,0.772,0.474
1629,0.0833333333333333,1,2,2,4.741071428571429,15.5,4.8,99.0,88.0,2.033,2.883
27691,0.0714285714285714,0,8,1,2.111111111111111,4.0,4.8,99.0,88.0,2.033,2.883
22629,0.0454545454545454,1,0,1,0.9911360292076185,120.33333333333331,1.59,65.0,65.0,0.772,0.474
39493,0.0384615384615384,0,3,0,0.9375,19.0,1.59,65.0,65.0,0.772,0.474
