Paper_Id,Recency,Spec_P,n_ref,n_cite,degree,Cite_per_paper,Auth_collab,P_index_auth,H_index_auth,CiteScore,Percentile,Percent_Cited,SNIP,SJR
846083,0.0714285714285714,1,0,5,5,6.648148148148148,26.0,93.0,5.5,1.62,85.0,61.0,1.046,0.512
846184,0.0714285714285714,0,0,7,7,17.3116704805492,234.0,310.53335000000004,11.0,3.63,90.0,67.0,1.806,0.821
846185,0.0714285714285714,1,0,1,1,2.604761904761905,55.0,8.56665,3.5,3.63,90.0,67.0,1.806,0.821
846187,0.0714285714285714,1,0,2,2,3.307789720780825,382.0,27.725,5.5,3.63,90.0,67.0,1.806,0.821
846189,0.0714285714285714,1,0,2,2,3.546969696969697,212.0,51.90833333333334,4.666666666666667,3.63,90.0,67.0,1.806,0.821
846190,0.0714285714285714,1,2,1,3,9.419815999152618,1907.0,1090.6980333333331,22.33333333333333,3.63,90.0,67.0,1.806,0.821
846208,0.0714285714285714,0,3,2,5,4.469076732234627,898.0,287.64,9.5,1.3,56.0,56.0,0.884,0.279
846209,0.0714285714285714,1,2,5,7,16.908657536703593,2775.0,1199.073585714286,20.857142857142858,1.3,56.0,56.0,0.884,0.279
846262,0.0714285714285714,0,1,0,1,2.079022988505747,72.0,28.5417,4.0,0.41,23.0,25.0,0.472,0.172
846263,0.0714285714285714,1,1,0,1,1.8700980392156863,53.0,50.25,3.0,0.41,23.0,25.0,0.472,0.172
846267,0.0714285714285714,1,1,0,1,1.0,0.0,2.0,1.0,0.41,23.0,25.0,0.472,0.172
846269,0.0714285714285714,1,1,0,1,4.428571428571429,21.0,9.9524,2.0,0.41,23.0,25.0,0.472,0.172
846271,0.0714285714285714,0,1,1,2,3.84298941594362,510.0,170.9611,10.666666666666666,0.41,23.0,25.0,0.472,0.172
846272,0.0714285714285714,0,2,0,2,1.7916666666666667,12.0,9.0,2.5,0.41,23.0,25.0,0.472,0.172
846354,0.0714285714285714,1,0,1,1,5.0,44.0,3.09375,1.5,2.87,79.0,69.0,2.188,0.568
846357,0.0714285714285714,0,0,1,1,4.938888888888889,276.0,37.270825,4.0,2.87,79.0,69.0,2.188,0.568
848783,0.0714285714285714,0,3,2,5,1.3333333333333333,32.0,21.0357,3.0,0.46,19.0,28.0,0.98,0.353
848784,0.0714285714285714,0,1,0,1,1.03125,20.0,26.4286,3.0,0.46,19.0,28.0,0.98,0.353
848785,0.0714285714285714,0,3,2,5,5.072494481236203,410.0,136.9999666666667,9.0,0.46,19.0,28.0,0.98,0.353
848786,0.0714285714285714,0,1,3,4,2.816326530612245,134.0,8.9524,2.0,0.46,19.0,28.0,0.98,0.353
848787,0.0714285714285714,0,3,0,3,6.930555555555555,71.0,23.729175,3.5,0.46,19.0,28.0,0.98,0.353
848788,0.0714285714285714,0,2,0,2,1.0,40.0,12.833333333333334,2.0,0.46,19.0,28.0,0.98,0.353
849810,0.0769230769230769,1,1,0,1,9.167551584173331,1198.0,297.739425,13.75,5.45,95.0,84.0,2.948,1.133
849811,0.0769230769230769,0,3,2,5,16.48348352437792,976.0,534.988475,14.75,5.45,95.0,84.0,2.948,1.133
849812,0.0769230769230769,1,1,1,2,11.827953642097391,3693.0,261.4161111111111,15.555555555555555,5.45,95.0,84.0,2.948,1.133
849815,0.0769230769230769,0,1,0,1,5.773401826484019,743.0,331.28175,13.0,5.45,95.0,84.0,2.948,1.133
849816,0.0769230769230769,0,1,7,8,25.199904092071613,572.0,999.46585,29.0,5.45,95.0,84.0,2.948,1.133
849817,0.0769230769230769,1,6,3,9,5.599164335326607,949.0,148.76168,10.2,5.45,95.0,84.0,2.948,1.133
849818,0.0769230769230769,0,1,0,1,4.102602602602603,191.0,110.33335,7.0,5.45,95.0,84.0,2.948,1.133
849819,0.0769230769230769,0,3,1,4,4.207427536231884,460.0,260.07776666666666,10.0,5.45,95.0,84.0,2.948,1.133
849949,0.0714285714285714,0,4,0,4,2.8095238095238093,135.0,68.4833,8.0,1.03,43.0,47.0,0.884,0.412
849951,0.0714285714285714,0,1,0,1,3.821428571428572,22.0,20.66665,2.5,1.03,43.0,47.0,0.884,0.412
849954,0.0714285714285714,1,1,0,1,1.5454545454545454,38.0,13.0087,3.0,1.03,43.0,47.0,0.884,0.412
849955,0.0714285714285714,0,1,0,1,4.227632805219012,155.0,111.9417,8.0,1.03,43.0,47.0,0.884,0.412
849960,0.0714285714285714,0,0,1,1,1.4,173.0,47.55,6.0,1.03,43.0,47.0,0.884,0.412
849978,0.0714285714285714,1,1,0,1,1.9364335898293743,271.0,30.71665,5.5,1.03,43.0,47.0,0.884,0.412
849980,0.0714285714285714,0,2,0,2,0.5,6.0,3.0,1.0,1.03,43.0,47.0,0.884,0.412
850521,0.0769230769230769,0,0,2,2,7.778645833333333,316.0,50.638075,4.25,2.6,76.0,72.0,1.496,0.672
850523,0.0769230769230769,1,0,3,3,6.700195040401226,436.0,87.75333333333333,7.333333333333333,2.6,76.0,72.0,1.496,0.672
850524,0.0769230769230769,0,0,1,1,5.475690975690974,217.0,52.66523333333333,6.333333333333333,2.6,76.0,72.0,1.496,0.672
850525,0.0769230769230769,0,0,3,3,7.423611111111111,106.0,51.1889,5.0,2.6,76.0,72.0,1.496,0.672
850526,0.0769230769230769,0,0,5,5,29.59231315462453,510.0,1203.8281499999998,25.0,2.6,76.0,72.0,1.496,0.672
850694,0.0769230769230769,1,3,1,4,1.0,6.0,0.3333,1.0,2.09,88.0,72.0,1.478,0.674
850695,0.0769230769230769,1,9,8,17,3.196428571428571,96.0,34.2833,4.0,2.09,88.0,72.0,1.478,0.674
850696,0.0769230769230769,1,2,0,2,0.888888888888889,25.0,1.5,1.3333333333333333,2.09,88.0,72.0,1.478,0.674
850697,0.0769230769230769,1,0,2,2,3.651851851851852,78.0,9.059500000000002,3.0,2.09,88.0,72.0,1.478,0.674
850699,0.0769230769230769,0,2,0,2,3.2199271600532104,634.0,57.54615,6.5,2.09,88.0,72.0,1.478,0.674
852153,0.0769230769230769,1,0,1,1,14.833044494137209,868.0,589.3685499999999,17.25,2.87,79.0,69.0,2.188,0.568
852296,0.0769230769230769,1,3,2,5,3.4424720057529457,495.0,72.58453333333334,7.666666666666667,1.3,56.0,56.0,0.884,0.279
852297,0.0769230769230769,1,2,2,4,8.35430463576159,342.0,383.9143,10.5,1.3,56.0,56.0,0.884,0.279
852313,0.0769230769230769,0,1,3,4,7.607142857142858,28.0,41.04165,2.5,1.95,81.0,63.0,1.324,1.008
852314,0.0769230769230769,0,2,1,3,12.783505154639176,246.0,179.67915,10.5,1.95,81.0,63.0,1.324,1.008
852317,0.0769230769230769,0,0,2,2,4.502232142857142,296.0,75.3762,9.0,1.95,81.0,63.0,1.324,1.008
852319,0.0769230769230769,0,2,1,3,18.26333333333333,191.0,274.43333333333334,5.666666666666667,1.95,81.0,63.0,1.324,1.008
852320,0.0769230769230769,1,1,1,2,0.5833333333333333,4.0,1.0,1.0,2.18,89.0,68.0,1.508,0.352
852321,0.0769230769230769,0,4,0,4,8.22189600754222,381.0,242.74285,6.5,2.18,89.0,68.0,1.508,0.352
852323,0.0769230769230769,1,0,1,1,2.217723453017571,134.0,8.822233333333335,3.0,2.18,89.0,68.0,1.508,0.352
852883,0.0714285714285714,0,1,2,3,10.409012729085193,378.0,86.76256000000001,8.8,1.19,54.0,46.0,1.135,0.504
852884,0.0714285714285714,0,5,1,6,7.201440635866866,369.0,134.1125,10.0,1.19,54.0,46.0,1.135,0.504
852885,0.0714285714285714,1,1,0,1,1.8,68.0,47.5972,4.0,1.19,54.0,46.0,1.135,0.504
852892,0.0714285714285714,1,0,3,3,6.568324372759856,399.0,127.12063333333332,10.0,3.76,88.0,76.0,2.251,0.805
852893,0.0714285714285714,0,1,0,1,2.391304347826087,19.0,17.25,3.0,3.76,88.0,76.0,2.251,0.805
852894,0.0714285714285714,1,1,1,2,1.8349397590361445,457.0,29.34443333333333,4.333333333333333,3.76,88.0,76.0,2.251,0.805
853239,0.0769230769230769,1,0,2,2,14.240877393410702,1843.0,915.908875,21.0,3.86,89.0,70.0,2.332,0.864
853242,0.0769230769230769,0,2,0,2,3.0179316618341008,216.0,32.16502,3.4,3.86,89.0,70.0,2.332,0.864
853244,0.0769230769230769,0,2,1,3,49.621428571428574,68.0,356.70835,4.5,3.86,89.0,70.0,2.332,0.864
853277,0.0769230769230769,0,1,0,1,0.0,0.0,0.0,0.0,1.3,82.0,48.0,1.135,0.403
853278,0.0769230769230769,1,0,1,1,2.4615384615384617,0.0,32.0,4.0,1.3,82.0,48.0,1.135,0.403
853279,0.0769230769230769,1,1,1,2,0.9,13.0,1.75,1.0,1.3,82.0,48.0,1.135,0.403
853280,0.0769230769230769,1,0,2,2,2.0,0.0,2.0,1.0,3.63,90.0,67.0,1.806,0.821
853282,0.0769230769230769,1,0,1,1,4.260683760683761,158.0,90.33886666666666,4.333333333333333,3.63,90.0,67.0,1.806,0.821
853283,0.0769230769230769,1,0,1,1,4.344978366933628,302.0,104.366,5.333333333333333,3.63,90.0,67.0,1.806,0.821
853284,0.0769230769230769,1,0,2,2,4.9,93.0,44.3254,4.5,3.63,90.0,67.0,1.806,0.821
853587,0.0769230769230769,1,0,1,1,3.0807692307692305,237.0,49.388450000000006,5.5,1.57,59.0,64.0,1.48,0.431
853971,0.0769230769230769,1,2,2,4,2.375,4.0,11.0,3.0,1.85,80.0,65.0,1.115,0.494
853972,0.0769230769230769,0,0,2,2,1.9222222222222225,30.0,2.0,1.6666666666666667,1.85,80.0,65.0,1.115,0.494
853973,0.0769230769230769,0,1,0,1,2.7492374727668847,103.0,13.044466666666665,3.6666666666666665,1.85,80.0,65.0,1.115,0.494
855384,0.0714285714285714,1,2,1,3,3.565217391304348,30.0,124.5833,8.0,1.03,43.0,47.0,0.884,0.412
855386,0.0714285714285714,0,1,0,1,2.048739907022266,1149.0,67.47086666666667,6.666666666666667,1.03,43.0,47.0,0.884,0.412
855387,0.0714285714285714,0,3,0,3,2.909121395036888,216.0,148.375,9.0,1.03,43.0,47.0,0.884,0.412
855388,0.0714285714285714,1,2,0,2,8.698983857482796,584.0,816.175,17.0,1.03,43.0,47.0,0.884,0.412
855390,0.0666666666666666,0,1,0,1,8.16062203590786,1850.0,194.953625,13.5,1.11,47.0,45.0,0.876,0.244
855392,0.0666666666666666,1,1,0,1,13.49124203821656,469.0,282.76840000000004,16.0,1.11,47.0,45.0,0.876,0.244
855594,0.0769230769230769,1,0,3,3,2.15625,13.0,7.5,2.0,2.09,88.0,72.0,1.478,0.674
855595,0.0769230769230769,0,6,2,8,1.1111111111111112,10.0,9.0,2.0,2.09,88.0,72.0,1.478,0.674
855596,0.0769230769230769,0,0,5,5,8.555555555555555,19.0,11.544466666666668,2.0,2.09,88.0,72.0,1.478,0.674
855597,0.0769230769230769,1,0,1,1,4.280013759889921,285.0,57.1873,6.333333333333333,2.09,88.0,72.0,1.478,0.674
855598,0.0769230769230769,1,1,3,4,3.0,17.0,8.26665,2.5,2.09,88.0,72.0,1.478,0.674
855601,0.0769230769230769,0,0,31,31,41.03607594936709,142.0,470.10275,12.0,2.09,88.0,72.0,1.478,0.674
856342,0.0714285714285714,1,5,0,5,10.566445182724252,472.0,342.0764,15.0,1.19,54.0,46.0,1.135,0.504
856343,0.0714285714285714,1,2,1,3,10.566445182724252,472.0,342.0764,15.0,1.19,54.0,46.0,1.135,0.504
856344,0.0714285714285714,1,1,0,1,8.860026693360027,155.0,271.7167,12.0,1.19,54.0,46.0,1.135,0.504
856844,0.0769230769230769,1,2,1,3,7.297794117647059,30.0,47.33335,4.5,1.79,85.0,68.0,1.229,0.439
856845,0.0769230769230769,0,5,0,5,0.0,0.0,0.0,0.0,1.79,85.0,68.0,1.229,0.439
856846,0.0769230769230769,1,1,1,2,1.0,4.0,4.0,1.0,1.79,85.0,68.0,1.229,0.439
859776,0.0769230769230769,0,1,0,1,17.417365266312636,829.0,387.9782,12.8,3.76,88.0,76.0,2.251,0.805
859777,0.0769230769230769,0,1,0,1,23.49002546689304,373.0,616.5308,17.0,3.76,88.0,76.0,2.251,0.805
859778,0.0769230769230769,1,0,1,1,10.852760725945416,1440.0,398.4408,16.0,3.76,88.0,76.0,2.251,0.805
859779,0.0714285714285714,1,2,1,3,5.825588837685611,200.0,77.84140000000001,6.0,1.03,43.0,47.0,0.884,0.412
859781,0.0714285714285714,1,2,3,5,5.309811827956989,187.0,107.34545,7.5,1.03,43.0,47.0,0.884,0.412
859782,0.0714285714285714,1,1,0,1,1.2111111111111112,30.0,3.93335,2.0,1.03,43.0,47.0,0.884,0.412
859783,0.0714285714285714,1,2,7,9,5.317652329749104,192.0,73.34140000000001,5.666666666666667,1.03,43.0,47.0,0.884,0.412
859806,0.0714285714285714,0,5,1,6,7.590365279368715,484.0,248.221425,12.25,1.19,54.0,46.0,1.135,0.504
859807,0.0714285714285714,1,6,0,6,14.964743589743591,92.0,215.50595,9.0,1.19,54.0,46.0,1.135,0.504
859814,0.0714285714285714,1,3,0,3,3.1,26.0,20.6111,2.5,4.65,99.0,83.0,2.16,1.656
859815,0.0714285714285714,1,1,3,4,4.82751015486164,321.0,64.87797499999999,7.0,4.65,99.0,83.0,2.16,1.656
859816,0.0714285714285714,1,3,0,3,1.1785714285714286,23.0,5.16665,2.0,4.65,99.0,83.0,2.16,1.656
859817,0.0714285714285714,1,1,1,2,6.128114478114478,1515.0,273.7681,11.75,4.65,99.0,83.0,2.16,1.656
859818,0.0714285714285714,0,8,2,10,5.6875,20.0,34.666650000000004,3.5,4.65,99.0,83.0,2.16,1.656
859819,0.0714285714285714,0,4,2,6,11.75,55.0,92.1833,9.0,4.65,99.0,83.0,2.16,1.656
859821,0.0714285714285714,0,5,4,9,11.585365853658535,54.0,215.7333,14.0,4.65,99.0,83.0,2.16,1.656
859823,0.0714285714285714,1,8,0,8,6.409161490683229,68.0,54.027800000000006,6.0,4.65,99.0,83.0,2.16,1.656
859824,0.0714285714285714,1,4,1,5,1.8809523809523807,116.0,21.22223333333333,4.0,4.65,99.0,83.0,2.16,1.656
859825,0.0714285714285714,0,3,1,4,2.619047619047619,80.0,28.47915,3.5,4.65,99.0,83.0,2.16,1.656
859826,0.0714285714285714,0,6,0,6,3.979591836734694,37.0,133.8333,8.0,4.65,99.0,83.0,2.16,1.656
859827,0.0714285714285714,0,0,1,1,2.738394106400932,501.0,64.923225,5.5,4.65,99.0,83.0,2.16,1.656
859828,0.0714285714285714,0,0,1,1,3.119047619047619,72.0,28.3125,3.5,4.65,99.0,83.0,2.16,1.656
859829,0.0714285714285714,1,3,1,4,1.6583333333333332,58.0,6.1667000000000005,1.75,4.65,99.0,83.0,2.16,1.656
859830,0.0714285714285714,0,0,2,2,15.636363636363637,27.0,38.3667,4.0,4.65,99.0,83.0,2.16,1.656
859831,0.0714285714285714,0,5,5,10,6.029629629629629,119.0,80.95553333333334,6.0,4.65,99.0,83.0,2.16,1.656
859876,0.0769230769230769,1,2,0,2,0.75,10.0,1.2000000000000002,1.0,2.96,98.0,82.0,1.394,1.229
859878,0.0769230769230769,0,1,3,4,4.0516826923076925,98.0,15.939575,3.25,2.96,98.0,82.0,1.394,1.229
859879,0.0769230769230769,1,2,3,5,9.75,2.0,6.5,1.0,2.96,98.0,82.0,1.394,1.229
859881,0.0769230769230769,0,1,0,1,2.3142857142857145,24.0,38.1667,2.0,2.96,98.0,82.0,1.394,1.229
859882,0.0769230769230769,0,0,1,1,0.75,5.0,0.5,1.0,2.96,98.0,82.0,1.394,1.229
859883,0.0769230769230769,1,5,5,10,5.5,0.0,11.0,0.0,2.96,98.0,82.0,1.394,1.229
859884,0.0769230769230769,0,1,0,1,0.3333333333333333,2.0,1.0,1.0,2.96,98.0,82.0,1.394,1.229
859885,0.0769230769230769,0,0,1,1,12.318181818181818,33.0,120.3667,7.0,2.96,98.0,82.0,1.394,1.229
859910,0.0769230769230769,1,0,1,1,3.42156862745098,151.0,45.99405,4.0,1.67,85.0,45.0,1.594,0.441
859911,0.0769230769230769,0,0,2,2,6.042207792207792,105.0,138.84625,9.5,1.67,85.0,45.0,1.594,0.441
859913,0.0769230769230769,1,0,1,1,16.525974025974026,227.0,57.7113,4.25,1.67,85.0,45.0,1.594,0.441
859916,0.0769230769230769,1,0,2,2,6.96078431372549,99.0,57.53335,5.5,1.67,85.0,45.0,1.594,0.441
860425,0.0714285714285714,1,1,0,1,2.925,36.0,87.3,6.0,1.03,43.0,47.0,0.884,0.412
860428,0.0714285714285714,1,1,0,1,1.15,17.0,3.66665,1.5,1.03,43.0,47.0,0.884,0.412
860910,0.0714285714285714,0,2,0,2,1.09375,37.0,17.08335,2.5,3.2,83.0,76.0,1.868,0.472
860911,0.0714285714285714,1,1,0,1,2.0,0.0,8.0,1.0,3.2,83.0,76.0,1.868,0.472
860912,0.0714285714285714,0,1,0,1,12.315304639584747,362.0,275.94262,8.8,3.2,83.0,76.0,1.868,0.472
860913,0.0714285714285714,1,1,1,2,6.011692506459948,751.0,121.8387,10.0,3.2,83.0,76.0,1.868,0.472
861215,0.0769230769230769,1,1,0,1,9.794469443482942,417.0,326.8426,13.333333333333334,1.03,43.0,47.0,0.884,0.412
861216,0.0769230769230769,1,1,1,2,5.40625,60.0,55.3333,6.5,1.03,43.0,47.0,0.884,0.412
861218,0.0769230769230769,0,0,1,1,16.190609452736318,310.0,625.8922666666667,10.333333333333334,1.03,43.0,47.0,0.884,0.412
861220,0.0769230769230769,0,1,0,1,4.813030303030303,339.0,237.96665,10.0,1.03,43.0,47.0,0.884,0.412
861221,0.0769230769230769,0,1,0,1,4.224166666666666,171.0,91.375,8.0,1.03,43.0,47.0,0.884,0.412
861222,0.0769230769230769,1,1,0,1,5.982988214842651,545.0,181.79415000000003,6.5,1.03,43.0,47.0,0.884,0.412
861225,0.0769230769230769,1,1,1,2,11.35,222.0,900.7375,15.5,1.03,43.0,47.0,0.884,0.412
861834,0.0769230769230769,1,11,0,11,11.857751589600184,491.0,505.737,14.0,3.76,88.0,76.0,2.251,0.805
862020,0.0714285714285714,0,2,0,2,8.056689026013816,433.0,222.8934,12.0,1.19,54.0,46.0,1.135,0.504
862021,0.0714285714285714,0,1,0,1,3.715013537436218,645.0,156.1769,7.6,1.19,54.0,46.0,1.135,0.504
862022,0.0714285714285714,1,2,0,2,2.1300316598824063,361.0,90.8365,6.333333333333333,1.19,54.0,46.0,1.135,0.504
862024,0.0714285714285714,1,3,0,3,5.618421052631579,151.0,133.5333,8.5,1.19,54.0,46.0,1.135,0.504
862051,0.0769230769230769,0,0,1,1,3.7596589766204023,1163.0,198.4405,11.666666666666666,2.71,86.0,70.0,1.947,0.555
862052,0.0769230769230769,1,0,1,1,10.77777777777778,341.0,336.15065,12.0,2.71,86.0,70.0,1.947,0.555
862096,0.0769230769230769,0,3,3,6,7.805555555555555,74.0,63.98335,5.5,1.95,81.0,63.0,1.324,1.008
862097,0.0769230769230769,0,2,1,3,2.253968253968254,22.0,2.555566666666667,1.6666666666666667,1.95,81.0,63.0,1.324,1.008
862106,0.0769230769230769,1,1,0,1,2.789473684210526,28.0,18.05,4.0,1.3,82.0,48.0,1.135,0.403
862107,0.0769230769230769,1,1,0,1,0.8333333333333334,14.0,5.0,2.0,1.3,82.0,48.0,1.135,0.403
862108,0.0769230769230769,1,4,0,4,2.5416666666666665,22.0,1.625,1.5,1.3,82.0,48.0,1.135,0.403
862109,0.0769230769230769,0,0,2,2,3.625,33.0,26.0238,5.0,1.3,82.0,48.0,1.135,0.403
862113,0.0769230769230769,1,2,0,2,6.965923003679502,792.0,151.02174,9.6,1.74,63.0,65.0,1.106,0.481
862114,0.0769230769230769,0,1,3,4,3.272837688627162,184.0,15.84165,4.0,1.74,63.0,65.0,1.106,0.481
862115,0.0769230769230769,0,1,0,1,3.854859132636911,190.0,98.73573333333331,6.666666666666667,1.74,63.0,65.0,1.106,0.481
862117,0.0769230769230769,0,2,0,2,3.973765432098766,430.0,111.69443333333334,7.0,1.74,63.0,65.0,1.106,0.481
862118,0.0769230769230769,1,1,0,1,4.6097325613454645,189.0,51.42856666666666,6.0,1.74,63.0,65.0,1.106,0.481
862126,0.0714285714285714,1,0,1,1,6.25,26.0,35.2167,5.0,1.68,74.0,54.0,0.85,0.264
862149,0.0769230769230769,1,1,1,2,9.998996386993175,148.0,217.9833,11.5,2.18,89.0,68.0,1.508,0.352
862152,0.0769230769230769,0,1,2,3,18.391480099502488,440.0,475.2947,15.0,2.18,89.0,68.0,1.508,0.352
862154,0.0769230769230769,1,1,0,1,11.090501519756838,255.0,133.08332,7.2,2.18,89.0,68.0,1.508,0.352
862457,0.0769230769230769,1,0,2,2,2.8030434782608693,99.0,45.0833,5.0,0.46,19.0,28.0,0.98,0.353
862460,0.0769230769230769,1,0,1,1,0.2857142857142857,0.0,2.0,1.0,0.46,19.0,28.0,0.98,0.353
863382,0.0769230769230769,1,1,0,1,12.863636363636363,34.0,31.525,4.0,5.45,95.0,84.0,2.948,1.133
863383,0.0769230769230769,0,0,1,1,11.826185920628296,2293.0,535.7735250000001,22.5,5.45,95.0,84.0,2.948,1.133
863384,0.0769230769230769,0,5,2,7,5.586206896551724,167.0,99.9472,8.0,5.45,95.0,84.0,2.948,1.133
863385,0.0769230769230769,0,0,2,2,2.125,210.0,92.625,5.0,5.45,95.0,84.0,2.948,1.133
863386,0.0769230769230769,0,2,3,5,13.12012987012987,62.0,175.6,10.0,5.45,95.0,84.0,2.948,1.133
863387,0.0769230769230769,1,4,0,4,17.012505420214445,1303.0,696.106625,19.75,5.45,95.0,84.0,2.948,1.133
863388,0.0769230769230769,1,2,1,3,6.843338314817816,886.0,383.7155,15.333333333333334,5.45,95.0,84.0,2.948,1.133
863389,0.0769230769230769,0,0,5,5,25.30265700483092,662.0,526.0303499999999,17.5,5.45,95.0,84.0,2.948,1.133
863390,0.0769230769230769,0,1,3,4,18.43182850291226,1026.0,678.876375,24.0,5.45,95.0,84.0,2.948,1.133
863391,0.0769230769230769,0,1,0,1,2.845055413469736,215.0,49.6726,5.5,5.45,95.0,84.0,2.948,1.133
863392,0.0769230769230769,0,2,5,7,17.14423076923077,254.0,89.91665,6.0,5.45,95.0,84.0,2.948,1.133
863394,0.0769230769230769,0,0,2,2,4.057692307692308,85.0,34.1667,4.0,5.45,95.0,84.0,2.948,1.133
863396,0.0769230769230769,0,0,1,1,5.9750000000000005,42.0,10.083366666666668,1.6666666666666667,5.45,95.0,84.0,2.948,1.133
863397,0.0769230769230769,1,0,1,1,10.634069930553114,1301.0,342.58605,16.75,5.45,95.0,84.0,2.948,1.133
863398,0.0769230769230769,1,2,3,5,22.811275680840897,85.0,188.9722333333333,9.333333333333334,5.45,95.0,84.0,2.948,1.133
863399,0.0769230769230769,1,2,1,3,9.119659916547702,2308.0,1003.0443,20.25,5.45,95.0,84.0,2.948,1.133
863400,0.0769230769230769,1,1,0,1,12.481266339370354,2283.0,258.9679714285714,14.857142857142858,5.45,95.0,84.0,2.948,1.133
863402,0.0769230769230769,0,0,2,2,13.297602679358365,464.0,265.6002666666667,11.333333333333334,5.45,95.0,84.0,2.948,1.133
865730,0.0769230769230769,0,1,3,4,25.77304624150123,2275.0,2558.1066,34.333333333333336,5.45,95.0,84.0,2.948,1.133
865731,0.0769230769230769,0,2,0,2,7.645833333333334,390.0,207.9125,10.5,5.45,95.0,84.0,2.948,1.133
865734,0.0769230769230769,1,3,2,5,19.05124585559368,3090.0,2309.249025,31.75,5.45,95.0,84.0,2.948,1.133
865735,0.0769230769230769,1,2,0,2,2.945945945945946,122.0,30.43,7.0,5.45,95.0,84.0,2.948,1.133
865736,0.0769230769230769,0,1,0,1,6.35,65.0,74.8,6.5,5.45,95.0,84.0,2.948,1.133
865737,0.0769230769230769,0,1,2,3,3.929311774461029,502.0,90.00177500000001,7.5,5.45,95.0,84.0,2.948,1.133
865738,0.0769230769230769,1,4,0,4,0.0,0.0,0.0,0.0,5.45,95.0,84.0,2.948,1.133
865739,0.0769230769230769,0,1,7,8,8.740989083380388,223.0,43.35059999999999,4.75,5.45,95.0,84.0,2.948,1.133
865740,0.0769230769230769,1,2,0,2,18.19378389653734,260.0,614.81665,16.5,5.45,95.0,84.0,2.948,1.133
866324,0.0769230769230769,1,1,2,3,5.881448412698414,728.0,199.89883333333333,10.666666666666666,3.86,89.0,70.0,2.332,0.864
866325,0.0769230769230769,0,1,1,2,9.338194806161171,1070.0,605.28165,22.5,3.86,89.0,70.0,2.332,0.864
866326,0.0769230769230769,1,3,3,6,8.590305892937472,492.0,152.70543333333333,11.666666666666666,3.86,89.0,70.0,2.332,0.864
866327,0.0769230769230769,1,1,1,2,14.875158696301456,2825.0,372.6093,20.5,3.86,89.0,70.0,2.332,0.864
866328,0.0769230769230769,1,3,4,7,9.85608878968254,754.0,315.3225,12.666666666666666,3.86,89.0,70.0,2.332,0.864
866329,0.0769230769230769,1,4,1,5,2.957908163265306,550.0,142.0593,8.0,3.86,89.0,70.0,2.332,0.864
866330,0.0769230769230769,0,2,0,2,9.845482526375571,2537.0,275.72093333333333,15.5,3.86,89.0,70.0,2.332,0.864
866331,0.0769230769230769,1,6,4,10,10.54808510638298,572.0,978.70475,19.0,3.86,89.0,70.0,2.332,0.864
866395,0.0769230769230769,1,12,2,14,8.73611111111111,67.0,63.975,4.5,1.79,85.0,68.0,1.229,0.439
866396,0.0769230769230769,1,1,0,1,4.310263653483992,209.0,54.123,6.0,1.79,85.0,68.0,1.229,0.439
866397,0.0769230769230769,1,0,1,1,5.285185185185186,29.0,12.638866666666669,2.6666666666666665,1.79,85.0,68.0,1.229,0.439
866398,0.0769230769230769,1,9,7,16,8.161022167487685,408.0,280.09165,12.0,1.79,85.0,68.0,1.229,0.439
866399,0.0769230769230769,0,5,1,6,5.311688311688312,56.0,17.2778,2.333333333333333,1.79,85.0,68.0,1.229,0.439
866427,0.0769230769230769,0,0,1,1,3.796296296296296,93.0,135.0083,9.0,1.95,81.0,63.0,1.324,1.008
866428,0.0769230769230769,1,0,1,1,6.407896131425543,165.0,56.6139,6.0,1.95,81.0,63.0,1.324,1.008
866430,0.0769230769230769,0,0,1,1,8.864683866153271,1005.0,324.3347,13.6,1.95,81.0,63.0,1.324,1.008
866448,0.0769230769230769,1,0,1,1,0.9090909090909092,81.0,6.40835,2.0,1.85,80.0,65.0,1.115,0.494
866450,0.0769230769230769,1,2,0,2,2.0394736842105265,38.0,18.9167,3.0,1.85,80.0,65.0,1.115,0.494
866452,0.0769230769230769,1,1,3,4,1.8015873015873012,28.0,15.66665,3.0,1.85,80.0,65.0,1.115,0.494
866456,0.0769230769230769,0,0,1,1,2.0793650793650795,44.0,3.9166666666666665,1.3333333333333333,1.85,80.0,65.0,1.115,0.494
866457,0.0769230769230769,1,2,2,4,1.0,1.0,2.0,1.0,1.85,80.0,65.0,1.115,0.494
866481,0.0769230769230769,0,1,1,2,0.625,17.0,0.5,1.0,2.68,79.0,72.0,1.2,0.619
866482,0.0769230769230769,1,1,2,3,1.9869047619047615,205.0,15.305533333333337,3.6666666666666665,2.68,79.0,72.0,1.2,0.619
866484,0.0769230769230769,0,0,1,1,0.3484848484848485,14.0,1.25,1.0,2.68,79.0,72.0,1.2,0.619
866485,0.0769230769230769,0,2,0,2,2.3603896103896105,271.0,12.68294,1.6,2.68,79.0,72.0,1.2,0.619
866489,0.0769230769230769,0,0,3,3,1.725,31.0,4.8333,2.5,2.68,79.0,72.0,1.2,0.619
866490,0.0769230769230769,1,4,1,5,2.25,48.0,16.5833,3.0,2.68,79.0,72.0,1.2,0.619
866492,0.0769230769230769,0,1,3,4,3.0,2.0,1.5,1.0,2.68,79.0,72.0,1.2,0.619
866495,0.0769230769230769,1,0,1,1,2.180952380952381,252.0,36.43335,4.5,2.68,79.0,72.0,1.2,0.619
